'an'ji'che'gang 按及车缸
'mu'jing'yun'huang 目睛晕黄
'mu'kuang'tong 目眶痛
'mu'li'tang'zhi'mu'nue 牡蛎汤治牡疟
'mu'qi'zi'chu 目泣自出
'mu'qing'mian'hei 目青面黑
'mu'ru'tuo'zhuang 目如脱状
'mu'run'ji'xiong'zhong'tong 目闰即胸中痛
'mu'se'xin'tong 目涩心痛
'mu'shi'chao'tu 暮食朝吐
'mu'xia'you'wo'can 目下有卧蚕
'mu'xuan 目眩
'mu'yu'wan'fang 暮蓣丸方
'mu'zao'bu'de'mian 暮躁不得眠
'mu'ze'zhan'yu 暮则谵语
'mu'zhi'dan 暮至旦
'mu'zhong'fan'you'zhuo'tuo'dan'mo'zhe'he 目中反有浊唾诞沫者何
'nai'fu'xia'zhi 乃复下之
'nai'gong'qi'biao 乃攻其表
'nai'ji'ye 乃积也
'nai'ke'shi'zhi 乃可食之
'nai'qing'kou'zhong 乃倾口中
'nai'zhi'ke 乃治咳
'nai'zhi'pi 乃治痞
'nan'yi'fu'yang 难以俯仰
'nan'yi'qu'shen 难以屈伸
'nan'zhi 难治
'nan'zi'huang 男子黄
'nan'zi'mai'fu'ruo'er'se 男子脉浮弱而涩
'nan'zi'mai'xu'chen'xian 男子脉虚沉弦
'nan'zi'mian'se'bo'zhe 男子面色薄者
'nan'zi'ping'ren 男子平人
'nan'zi'shang'jing 男子伤精
'nan'zi'shi'jing 男子失精
'nan'zi'xiao'ke 男子消渴
'nan'zi'ze'wang'xue 男子则亡血
'nan'zi'ze'wang'xue'fu'jing 男子则亡血夫精
'nan'zi'ze'xiao'bian'bu'li 男子则小便不利
'nei'bi'liang'kong'zhong'chui'zhi 内鼻两孔中吹之
'nei'cang'zhong 内藏中
'nei'jiu'yi'da'zhan 内酒一大盏
'nei'rou 馁肉
'nei'yao'bi'zhong'ze 内药鼻中则
'nei'you'gan'xue 内有干血
'ni'leng 逆冷
'nian'sheng'bu'jue 年盛不觉
'niao'bu'zhuo'zhe 鸟不啄者
'niao'shou'you'zhong'du'jian'si'zhe 鸟兽有中毒箭死者
'ning'jian'zai'shang'ou'tu'xian'tuo 凝坚在上呕吐涎唾
'niu'du'xi'qie 牛肚细切
'niu'fei'cong'san'yue'zhi'wu'yue 牛肺从三月至五月
'niu'rou'gong'zhu'rou'shi'zhi 牛肉共猪肉食之
'niu'yang'zhu'rou 牛羊猪肉
'nong'cheng'ze'si 脓成则死
'nong'jian'zhi 浓煎汁
'nong'jin'zi 脓尽自
'nong'wei'cheng 脓未成
'nong'yi'cheng 脓已成
'nong'yi'cheng'ye 脓已成也
'nuan'che'gang 暖车缸
'nuan'ji'bu'zhong 暖肌补中
'nuan'yin'zhi 暖饮之
'nue'bing'mai'zheng'bing'zhi'di'si 疟病脉证并治第四
'nue'duo'han'zhe 疟多寒者
'nue'fa'shi'shou'zu'shi'zhi'zhao'jie'qing 疟发时手足十指爪皆青
'nue'mai'zi'xian 疟脉自弦
'nv'jia'bu'ke'han 衄家不可汗
'nv'wei'zhi 衄未止
'nv'xue 衄血
'nv'zhe'tai'yang 衄者太阳
'nv'zhe'yang'ming 衄者阳明
'nv'zi'jue'sheng 女子绝生
'nv'zi'meng'jiao 女子梦交
'ou'bu'neng'shi 呕不能食
'ou'bu'neng'yin'shi 呕不能饮食
'ou'er'chang'ming 呕而肠鸣
'ou'er'fa're'zhe 呕而发热者
'ou'er'mai'ruo 呕而脉弱
'ou'er'xiong'man'zhe 呕而胸满者
'ou'jia'ben'ke 呕家本渴
'ou'tu 呕吐
'ou'tu'er'bing'zai'ge'shang 呕吐而病在膈上
'ou'tu'hui'xia'li'bing'mai'zheng'zhi'di'shi'qi 呕吐哕下利病脉证治第十七
'ou'zhe'fu'nei'ban'xia 呕者复内半夏
'pai'nong'san'fang 排脓散方
'pai'nong'tang'fang 排脓汤方
'pang'guang'ji 膀胱急
'peng'tou'qi 捧头起
'pi'bing'jin'suan 脾病禁酸
'pi'fu'zhao'zhi'bu'ren 皮肤爪之不仁
'pi'mu'mu'run'mu'run'er'duan'qi 皮目目闰目闰而短气
'pi'neng'shang'shen 脾能伤肾
'pi'qi'bai 脾气败
'pi'qi'bai'you'shen 脾气败尤甚
'pi'qi'shuai'ze'wu'qing 脾气衰则鹜清
'pi'ru'gu'zhu 譬如蛊注
'pi'ru'jin'yin'chuang 譬如浸淫疮
'pi'se'bi'huang 脾色必黄
'pi'shang'ze'bu'mo 脾伤则不磨
'pi'shui 皮水
'pi'shui'wei'bing 皮水为病
'pi'shui'zhe 脾水者
'pi'si'cang 脾死藏
'pi'zhong'feng'zhe 脾中风者
'pian'you'xiao'da 偏有小大
'ping'dan'wen'fu'zhi 平旦温服之
'ping'ji'zuo 凭几坐
'ping'ren'wu'han're 平人无寒热
'po'ren'wu'zang 破人五脏
'po'ren'xin'gan 破人心肝
'pu'cang'mi'weng'zhong'you'du 脯藏米瓮中有毒
'pu'hui'san'fang 蒲灰散方
'pu'hui'san'zhu'zhi 蒲灰散主之
'qi'ba'ri'geng'fa're'zhe 七八日更发热者
'qi'bi'bu'tong 气闭不通
'qi'biao'yi'xu 其表益虚
'qi'bing'bu'chu 其病不除
'qi'bing'mai'da'zhe 其病脉大者
'qi'bing'nan'zhi 其病难治
'qi'bing'yu'jue 气病欲绝
'qi'bing'zai'biao 其病在表
'qi'bing'zai'li 其病在里
'qi'bing'zai'zhong'jiao 其病在中焦
'qi'chong'ji'tong 气冲急痛
'qi'chuan'zi'cha 其喘自差
'qi'cong'shao'fu'shang'zhi'xin 气从少腹上至心
'qi'cong'xiao'fu'shang'chong'xiong'yan 气从小腹上冲胸咽
'qi'dan'ke'zhi 其疸可治
'qi'dan'nan'zhi 其疸难治
'qi'fen 气分
'qi'fu'da 其腹大
'qi'fu'ru'gu 其腹如鼓
'qi'fu'zhang'ru'shui'zhuang 其腹胀如水状
'qi'hou'xin'zhong're 其候心中热
'qi'ji'bu'qu 气击不去
'qi'ji'kou'jin 气急口噤
'qi'ji'tou'xuan 起即头眩
'qi'jing'mai'dong 其颈脉动
'qi'jing'you'mao'zhe 其茎有毛者
'qi'kou'duo'dan 其口多诞
'qi'li 气利
'qi'mai'chen 其脉沉
'qi'mai'chen'chi 其脉沉迟
'qi'mai'chen'jin 其脉沉紧
'qi'mai'chen'jue'zhe 其脉沉绝者
'qi'mai'chen'xian'zhe 其脉沉弦者
'qi'mai'chen'xiao 其脉沉小
'qi'mai'chi'jin'zhe 其脉迟紧者
'qi'mai'da 其脉大
'qi'mai'dang'chen 其脉当沉
'qi'mai'fan'wu're 其脉反无热
'qi'mai'fu 其脉浮
'qi'mai'fu'da 其脉浮大
'qi'mai'fu'ruo 其脉浮弱
'qi'mai'fu'zhe 其脉浮者
'qi'mai'fu'zhe'xian'tu'zhi 其脉浮者先吐之
'qi'mai'he'lei 其脉何类
'qi'mai'jin'xian 其脉紧弦
'qi'mai'ping'ye 其脉平也
'qi'mai'ru'ping 其脉如平
'qi'mai'ru'she 其脉如蛇
'qi'mai'ruo'zhe'ke'zhi 其脉弱者可治
'qi'mai'shu'er'jin'nai'xian 其脉数而紧乃弦
'qi'mai'shu'er'you're 其脉数而有热
'qi'mai'wei'ruo 其脉微弱
'qi'mai'wei'shu 其脉微数
'qi'mai'xian 其脉弦
'qi'mai'xian'xi'kou'chi 其脉弦细芤迟
'qi'mai'xu'zhe'bi'ku'mao 其脉虚者必苦冒
'qi'mai'yi'fu 其脉亦浮
'qi'mai'zi'chen 其脉自沉
'qi'mai'zi'fu 其脉自浮
'qi'man'bu'neng'shi 气满不能食
'qi'mian'dai'yang 其面戴阳
'qi'mian'mu'zha'chi'zha'hei'zha'bai 其面目乍赤乍黑乍白
'qi'mian'xi're'ru'zui'zhuang 其面翕热如醉状
'qi'mu'zheng'yuan'zhe'jing 其目正圆者痉
'qi'niu'lin'mian 骑牛临面
'qi'pi'wei'yue 其脾为约
'qi'qi'bi'chong 其气必冲
'qi'qi'bu'he 其气不和
'qi'qi'nai'san 其气乃散
'qi'qi'nai'xing 其气乃行
'qi'qiang'ze'wei'shui 气强则为水
'qi'ren'bei'han'leng'ru'shou'da 其人背寒冷如手大
'qi'ren'ben'you'zhi'yin'zai'xiong'zhong'gu'ye 其人本有支饮在胸中故也
'qi'ren'bi'jiao'zhi 其人臂脚直
'qi'ren'bi'ou 其人必呕
'qi'ren'bu'ke 其人不渴
'qi'ren'chang'yu'dao'qi'xiong'shang 其人常欲蹈其胸上
'qi'ren'chuan 其人喘
'qi'ren'chuan'man 其人喘满
'qi'ren'dan'neng'qian 其人但能前
'qi'ren'dan'tou'han'chu 其人但头汗出
'qi'ren'dang'zi'tu'hui 其人当自吐蛔
'qi'ren'duan'qi'er'ke 其人短气而渴
'qi'ren'huo'tou'han'chu 其人或头汗出
'qi'ren'ji'xing'ze'chuan'he 其人疾行则喘喝
'qi'ren'ke 其人咳
'qi'ren'ke 其人渴
'qi'ren'ku'bing'xin'ru'kou'gan'suan'zhuang 其人苦病心如口敢蒜状
'qi'ren'ku'mao'xuan 其人苦冒眩
'qi'ren'lao'juan 其人劳倦
'qi'ren'mian'shao'chi 其人面少赤
'qi'ren'qing'ti'chu 其人清涕出
'qi'ren'ruo'ke 其人若渴
'qi'ren'se'se'e'han'ye 其人啬啬恶寒也
'qi'ren'shen'ti'zhong 其人身体重
'qi'ren'su'sheng'jin'shou 其人素盛今瘦
'qi'ren'xia'li 其人下利
'qi'ren'xia'zhong'bian'xie 其人下重便血
'qi'ren'xiao'ke 其人消渴
'qi'ren'xing'zhong'zhe 其人形肿者
'qi'ren'yan'wo'man 其人言我满
'qi'ren'yin'zhong 其人阴肿
'qi'ren'yu'zi'li 其人欲自利
'qi'ren'ze'ke 其人则咳
'qi'ren'ze'wei 其人则畏
'qi'ren'zhen'han'er'fa're'ye 其人振寒而发热也
'qi'ren'zhen'zhen'shen'mu'run'ju 其人振振身目闰剧
'qi'ri'bu'ke'zhi 七日不可治
'qi'rou'bu'de'he'ji'ya'zi'shi'zhi 其肉不得合鸡鸭子食之
'qi'rou'you'du 其肉有毒
'qi'shang'chong'xin 气上冲心
'qi'shang'chong'xiong 气上冲胸
'qi'shang'chong'yan 气上冲咽
'qi'shang'chong'zhe'jia'gui'zhi'san'fen 气上冲者加桂枝三分
'qi'shen'jia'cuo 其身甲错
'qi'shen'zhong 其身肿
'qi'shen'zhong'er'shao'qi 其身重而少气
'qi'sheng'ze'sou'shu 气盛则溲数
'qi'shu'zhe 其熟者
'qi'shui'yang'yi 其水扬溢
'qi'sui'tong'bing 其虽同病
'qi'tai'zhang 其胎胀
'qi'xi'cu 其吸促
'qi'xi'yuan 其吸远
'qi'xia'ji'zhe 脐下悸者
'qi'xing'ru'zhong 其形如肿
'qi'xue'bi'jie 其血必结
'qi'ye'yu'gen 其野芋根
'qi'yi'shu'jue 其意殊绝
'qi'zhang 气胀
'qi'zheng'bei 其证备
'qi'zheng'bu'qu'gu'ye 其症不去故也
'qi'zheng'chun'kou'gan'zao 其证唇口干燥
'qi'zheng'huo'wei'bing'er'yu'jian 其证或未病而预见
'qi'zheng'ying'nei'ma'huang 其证应内麻黄
'qi'zhong'yao'tong 脐肿腰痛
'qi'zhong'you'chong'ru'ma'wei 其中有虫如马尾
'qi'zhuan'pang'guang 气转膀胱
'qi'zhuang'ru'zhong 其状如肿
'qi'zi'bu'ke'he'zhu'gan'shi'zhi 其子不可合猪肝食之
'qi'zu'ni'leng 其足逆冷
'qian'ban'chen'nan 千般疢难
'qian'bian'wan'duan 千变万端
'qian'san'yue'jing'shui'li'shi 前三月经水利时
'qiao'mai'mian 蕎麦面
'qie'jian'shi'ren 切见时人
'qie'mai'wei'shi 切脉微实
'qin'shou'yu'chong'jin'ji'bing'zhi'di'er'shi'si 禽兽鱼虫禁忌并治第二十四
'qing'bian'zi'tiao'zhe 清便自调者
'qing'long'tang'xia'yi 青龙汤下已
'qing'niu'chang 青牛肠
'qing'xie'ju'shang 清邪居上
'qing'yan 请言
'qing'yu'zha'bu'ke'he'sheng'hu'sui 青鱼鲊不可合生胡荽
'qiu'bu'shi'fei 秋不食肺
'qiu'dong'chai 秋冬瘥
'qu'cao'dai 屈草带
'qu'chi'xia'tang 去齿下汤
'qu'gui'jia'bai'zhu'tang'zhu'zhi 去桂加白术汤主之
'qu'ling'ni'xu'de'liu'qu 取令溺须得流去
'qu'ling'wen 取令温
'qu'qi'xia'tu'san'sheng 取其下土三升
'qu'shen'zhi 屈伸之
'qu'shui'er'dou 取水二斗
'qu'wei'si'han 取微似汗
'qu'zao'zhong'hui'liang'shi'yu 取灶中灰两石余
'qu'zhi 取汁
'qu'zi 去滓
'qu'zi'fen'yin'zhi 去滓分饮之
'que'rou'bu'ke'he'li'zi'shi'zhi 雀肉不可合李子食之
'que'yi'yue 却一月
'ran'dang'wang'xue 然当亡血
'ran'huang'jia'suo'de 然黄家所得
'ran'xia'shi'ye'duan'yu'zhou 然夏时夜短于昼
'ran'zhu'bing'ci'zhe 然诸病此者
'rao'qi'han'shan 绕脐寒疝
'rao'ye'ren'qi 绕暍人脐
're'chu'bi'hui 热除必哕
're'chu'mai'chi 热除脉迟
're'guo'yu'rong 热过于荣
're'li'xia'zhong'zhe 热利下重者
're'liu'pang'guang 热流膀胱
're'qian'xiang'bo 热潜相搏
're'shang'xue'mai 热伤血脉
're'shi'ji'xia'yi 热食即下矣
're'xue'bu'duan'zhe 热血不断者
're'zai'li 热在里
're'zai'shang'jiao'zhe 热在上焦者
're'zai'xia'jiao'zhe 热在下焦者
're'zai'zhong'jiao'zhe 热在中焦者
're'ze'chu 热则除
're'ze'xiao'gu 热则消谷
're'zhe'wei'you'nong 热者为有脓
're'zhi'suo'guo 热之所过
're'zhi'xiang'bo 热止相搏
'ren'da'ji'shi'zhi 人大忌食之
'ren'fen'zhi 人粪汁
'ren'fu'shi'jiang 妊妇食姜
'ren'gou'qu'fang'cun'bi 人垢取方寸匕
'ren'ji'an'he 人即安和
'ren'nian'wu'liu'shi 人年五六十
'ren'ou'shi'zhi'wei'bing 人偶食之为病
'ren'shen'chang'fu'ji'yi'chan 妊娠常服即易产
'ren'shen'liu'yue'dong'zhe 妊娠六月动者
'ren'shen'ou'tu'bu'zhi 妊娠呕吐不止
'ren'shen'tang'fang 人参汤方
'ren'shen'tang'yi'zhu'zhi 人参汤亦主之
'ren'shen'xiao'bian'nan 妊娠小便难
'ren'shen'yang'tai 妊娠养胎
'ren'shen'you'shui'qi 妊娠有水气
'ren'wei'si'fang 人未死方
'ren'you'you'liu'wei 人又有六微
'ren'zhong'yu 人种芋
'reng'bu'de'ru'shui'yu 仍不得入水浴
'ri'bu'shi'fan'zao'zhe 日晡时烦躁者
'ri'bu'suo'ju'zhe 日晡所剧者
'ri'san'fu 日三服
'ri'shu'shi'fa 日数十发
'ri'si'bian 日四遍
'ri'zu'shi'mai'hai 日卒时脉还
'rong'huan'ze'wei'wang'xue 荣缓则为亡血
'rong'qi'bu'tong 荣气不通
'rong'wei'ju'lao 荣卫俱劳
'rong'wei'shen'wei 荣卫慎微
'rong'xu'ze'xue'bu'zu 荣虚则血不足
'rou'bu'ke'he'xia'ji'sheng'cai 肉不可合虾及生菜
'rou'gui 肉桂
'rou'zhong'you'zhu'dian'zhe 肉中有朱点者
'ru'can'xin'wo'qi'zhuang 如蚕新卧起状
'ru'chong'xing'pi'zhong 如虫行皮中
'ru'ci'yi'chui'qing'qi'cong'kou'chu 如此一炊顷气从口出
'ru'feng'bi'zhuang 如风痹状
'ru'feng'han 如风寒
'ru'fu'ji 入府即
'ru'han'wu'han 如寒无寒
'ru'jian'gui'zhuang'zhe 如见鬼状者
'ru'jie'xiong'zhuang 如结胸状
'ru'ke'zhe 如渴者
'ru'li'zhe'ji'si 入里者即死
'ru'lian'zhu'zhi'ji'shang 如连珠至脊上
'ru'lin 如淋
'ru'qi'bu'cha 如其不差
'ru'shen'he 如身和
'ru'shui'neng'fu'zhou 如水能浮舟
'ru'shui'shang'xin 如水伤心
'ru'shui'wei'jiao'long'suo'dan 入水为蛟龙所啖
'ru'wei'cha 如未差
'ru'wu'nong 如无脓
'ru'you'shen'ling'zhe 如有神灵者
'ru'you'shui'qi'zhuang 如有水气状
'ru'you'wu'zai'pi'zhong'zhuang 如有物在皮中状
'ru'you'zhi'rou 如有炙肉
'ru'zang'fu 入藏府
'ru'zang'ji'si 入藏即死
'ru'zao'da 如枣大
'ru'zhong'zhuang 如肿状
'ru'zuo'shui'zhong 如坐水中
'ruo'bu'yin'shi'er'sheng 若不因食而生
'ruo'chang'ming'ma'dao'xia'ying'zhe 若肠鸣马刀侠瘿者
'ruo'da'bian'jian 若大便坚
'ruo'dan're'bu'han'zhe 若但热不寒者
'ruo'de'yi'ze'yi'ti 若得宜则益体
'ruo'fa'qi'han 若发其汗
'ruo'fa'qi'han'zhe 若发其汗者
'ruo'fa'ze'bai'han'chu 若发则白汗出
'ruo'fei'wang'shi'ji'xu 若非王时即虚
'ruo'fu'tang'yi'ke'zhe 若服汤已渴者
'ruo'gou'bu'shi 若狗不食
'ruo'han'chu 若汗出
'ruo'han'chu'yi 若汗出已
'ruo'ji'wei'gan 弱即为肝
'ruo'ji'zhu'jin 弱即主筋
'ruo'kou'jin 若口噤
'ruo'kou'zhong'pi'pi'zao 若口中辟辟燥
'ruo'mai'bu'hai 若脉不还
'ruo'mian're'ru'zui 若面热如醉
'ruo'neng'shi'zhe 若能食者
'ruo'ni'er'nei'zhi'zhe 若逆而内之者
'ruo'ni'kuai'ran 若溺快然
'ruo'ni'shi'tou'bu'tong 若溺时头不痛
'ruo'ou 若呕
'ruo'ren'fu'shi'zhi 若妊妇食之
'ruo'ren'neng'yang'shen 若人能养慎
'ruo'shen'teng'tong 若身疼痛
'ruo'shen'zhong 若身重
'ruo'shi'gan 若食肝
'ruo'shou'zu'jue'zhe 若手足厥者
'ruo'tang 若汤
'ruo'wu'zang'yuan'zhen'tong'chang 若五藏元真通畅
'ruo'xia'duo'bu'zhi 若下多不止
'ruo'xia'li'bu'zhi'zhe 若下利不止者
'ruo'xia'zhi'zao'ze'hui 若下之早则哕
'ruo'xian 若弦
'ruo'xiang'ling'liang'ren'yi'guan'chui'qi'liang'er 若向令两人以管吹其两耳
'ruo'xiao'bian'zi'li'ji'han'chu'zhe 若小便自利及汗出者
'ruo'yi'jiang 若已僵
'ruo'you'tong'chu 若有痛处
'ruo'ze'wei'ji 弱则为悸
'ruo'ze'xue'bu'zu 弱则血不足
'ruo'zhi'feng'shi'zhe'fa'qi'han 若治风湿者发其汗
'ruo'zhong'e'ke'wu 若中恶客忤
'sa'sa'ran'mao'song 洒洒然毛耸
'sa'xi'e'han 洒淅恶寒
'san'fei 三沸
'san'huang'tang'zhi'zhong'feng'shou'zu'ju'ji 三黄汤治中风手足拘急
'san'jiao'jie'bu 三焦竭部
'san'jiao'wu'suo'yu 三焦无所御
'san'nian'bu'shou 三年不收
'san'nian'yin'bu'qi 三年阴不起
'san'shi'liu'bing 三十六病
'san'wu'bei'ji'wan'fang 三物备急丸方
'san'wu'huang'qin'tang'zhi'fu'ren'zai'cao'ru 三物黄芩汤治妇人在草蓐
'san'wu'jie'yin'gan'bai'ri 三物皆阴干百日
'san'yue'wu'shi'xiao'suan 三月勿食小蒜
'san'zhe 三者
'san'zhe'da'bian'nan 三者大便难
'sang'dong'gen'wu'qu'zhi 桑东根勿取之
'sang'gen'pi'yi'shang'san'wei'shao'hui'cun'xing 桑根皮以上三味烧灰存性
'se'bai'zhe 色白者
'se'chi'wei'feng 色赤为风
'se'hei'wei'lao 色黑为劳
'se'huang'zhe 色黄者
'se'huang'zhe'bian'nan 色黄者便难
'se'wei'xue'bu'zu 涩为血不足
'se'xian'ming'zhe'you'liu'yin 色鲜明者有留饮
'se'ze'shang'pi 涩则伤脾
'se'ze'xiao'bian'shu 涩则小便数
'se'zheng'huang'ru'yao'zhi 色正黄如药汁
'sha'ran'han'chu'zhe 濈然汗出者
'sha'ren 杀人
'shan'bu'ke'he'bai'quan'xue'shi'zhi 鳝不可合白犬血食之
'shan'dao'han'ye 善盗汗也
'shan'dong'ren'ming'kui'yu 山东人名魁芋
'shan'ji'bu'ke'he'niao'shou'rou'shi'zhi 山鸡不可合鸟兽肉食之
'shan'jia 疝瘕
'shan'ti 善嚏
'shang'chong'pi'qi 上冲皮起
'shang'chong'yan'hou 上冲咽喉
'shang'gong'zhi'wei'bing 上工治未病
'shang'guan'shang 上关上
'shang'han'ba'jiu'ri 伤寒八九日
'shang'han'jia'shu'you'ye'bing 伤寒家数有暍病
'shang'jiao'jie'shan'yi 上焦竭善噫
'shang'jiao'shou'zhong'jiao'qi'wei'he 上焦受中焦气未和
'shang'jiao'you'han 上焦有寒
'shang'jin'gu 伤筋骨
'shang'lu 商陆
'shang'qi 上气
'shang'qi'zhe 上气者
'shang'ren 伤人
'shang'ren'fei 伤人肺
'shang'ren'shen 伤人神
'shang'ren'shen 伤人肾
'shang'ren'xin 伤人心
'shang'ren'xin'li 伤人心力
'shang'ren'zhi'xing 伤人志性
'shang'san'wei 上三味
'shang'shen'qi 伤神气
'shang'xia'an'bei'wo'zhi 上下安被卧之
'shang'xia'tong'er'bu'ke'chu'jin 上下痛而不可触近
'shang'xin'mai 伤心脉
'shang'yao'ge'xu'jing'xin 上药各须精新
'shang'yi'wei 上一味
'shang'yin 伤饮
'shao'fu'bu'ren 少腹不仁
'shao'fu'e'han 少腹恶寒
'shao'fu'jian'tong 少腹坚痛
'shao'fu'ju'ji 少腹拘急
'shao'fu'li'ji 少腹里急
'shao'fu'man 少腹满
'shao'fu'man'tong 少腹满痛
'shao'fu'ru'shan 少腹如扇
'shao'fu'xian'ji 少腹弦急
'shao'fu'zhong'pi 少腹肿痞
'shao'mo 烧末
'shao'qi 少气
'shao'qi'shen'zhong 少气身重
'shao'quan'shi 烧犬屎
'shao'xiao'jing'xian'chi'zong 少小惊癎瘛疭
'shao'yang'mai'bei 少阳脉卑
'shao'yin'fu'fu'yang'zhe 少阴负趺阳者
'shao'yin'mai'fu'er'ruo 少阴脉浮而弱
'shao'yin'mai'hua'er'shu'zhe 少阴脉滑而数者
'shao'yin'mai'jin'er'chen 少阴脉紧而沉
'shao'yin'mai'xi 少阴脉细
'shao'yin'zhi'shi 少阴之时
'shao'zhen'ling'qi'han 烧针令其汗
'she'ben'zao 舌本燥
'she'bu'cha 设不差
'she'bu'han'zhe'yun'he 设不汗者云何
'she'chuang'zi'ren 蛇床子仁
'she'chuang'zi'san'fang'wen'yin'zhong'zuo'yao 蛇床子散方温阴中坐药
'she'gan'ma'huang'tang'fang 射干麻黄汤方
'she'gan'ma'huang'tang'zhu'zhi 射干麻黄汤主之
'she'huang'wei'xia'zhe 舌黄未下者
'she'ji'nan'yan 舌即难言
'she'mai'jin 设脉紧
'she'shang'ru'tai'zhe 舌上如胎者
'she'wei'chi'fei'shi'zhe'si 设微赤非时者死
'she'wei'huang 舌痿黄
'she'you'yi'zhi'ni'zhe 设有医治逆者
'shen'bing'jin'gan 肾病禁甘
'shen'bu'ke'yi'huo'gong'zhi 慎不可以火攻之
'shen'fa're 身发热
'shen'ji're 身即热
'shen'jin'huang 身尽黄
'shen'lao'han'chu 身劳汗出
'shen'leng 身冷
'shen'liang'he 身凉和
'shen'mai'yin'yang 审脉阴阳
'shen'qi'shang'chong 肾气上冲
'shen'qi'wan'fang 肾气丸方
'shen'qi'wan'yi'zhu'zhi 肾气丸亦主之
'shen'qi'wan'zhu'zhi 肾气丸主之
'shen'qi'wei'ruo 肾气微弱
'shen're'er'ke 身热而渴
'shen're'teng'zhong 身热疼重
'shen're'zu'han 身热足寒
'shen'ru'shi'yan 审如师言
'shen'se'ru'xun'huang'ye 身色如熏黄也
'shen'shui'zhe 肾水者
'shen'si'cang 肾死藏
'shen'teng'zhong 身疼重
'shen'ti'bi'leng 身体痹冷
'shen'ti'bu'neng'zi'shou 身体不能自收
'shen'ti'fan'zhong'er'suan 身体反重而酸
'shen'ti'hong'zhong 身体洪肿
'shen'ti'jin'huang 身体尽黄
'shen'ti'kui'lei 身体魁羸
'shen'ti'lei'shou 身体羸瘦
'shen'ti'qiang 身体强
'shen'ti'teng'fan 身体疼烦
'shen'ti'teng'tong'zhe 身体疼痛者
'shen'ti'teng'tong'zhong 身体疼痛重
'shen'ti'wei'yang 身体为痒
'shen'ti'zhong 身体肿
'shen'ti'zhong'zhong 身体肿重
'shen'tong'ru'bei'zhang 身痛如被杖
'shen'wu'han'dan're 身无寒但热
'shen'wu're 身无热
'shen'xing'ru'he 身形如和
'shen'yi'shen'zhi 深宜慎之
'shen'you'wei're 身有微热
'shen'yun'er'zhong 身运而重
'shen'ze'tang'xie 甚则溏泄
'shen'zhe'ze'ji 甚者则悸
'shen'zhe'zhi'bing 肾着之病
'shen'zhong 身重
'shen'zhong'er'leng 身肿而冷
'shen'zhong'er'teng'tong 身重而疼痛
'sheng'cong'bu'ke'gong'mi 生葱不可共蜜
'sheng'cong'he'xiong'ji'zhi'bai'quan'rou'shi'zhi 生葱和雄鸡雉白犬肉食之
'sheng'hou'zhe 生后者
'sheng'jiang'ban'xia'tang'fang 生姜半夏汤方
'sheng'jiang'ban'xia'tang'zhu'zhi 生姜半夏汤主之
'sheng'jiang'gan'cao'tang'zhi'fei'wei'ke'tuo'xian'mo'bu'zhi 生姜甘草汤治肺痿咳唾涎沫不止
'sheng'ma'bie'jia'tang'fang 升麻鳖甲汤方
'sheng'ma'bie'jia'tang'qu'xiong'huang'shu'jiao'zhu'zhi 升麻鳖甲汤去雄黄蜀椒主之
'sheng'ma'bie'jia'tang'zhu'zhi 升麻鳖甲汤主之
'sheng'mi'ting'liu'duo'ri 生米停留多日
'sheng'ren'mai'se'xiao 盛人脉涩小
'sheng'zao'duo'shi 生枣多食
'shi'bai'mi'zhou'wu'shi'sheng'cang'er 食白米粥勿食生苍耳
'shi'bi'zhi'hou 湿痹之候
'shi'bian'zhe'fang 失便者方
'shi'bing'cha'wei'jian 时病差未健
'shi'bu'xiao'hua'ye 食不消化也
'shi'chu'zhuo'tuo'xing'chou 时出浊唾腥臭
'shi'da'dou'deng 食大豆等
'shi'da'shu'zhe'si 实大数者死
'shi'dao'han'ke 时盗汗咳
'shi'dong'gua'yi'ke 食冬瓜亦可
'shi'fei'rou'ji're'geng 食肥肉及热羹
'shi'feng'zhu'jun'er'ku'bu'zhi 食枫柱菌而哭不止
'shi'fu'mao'zhe 时复冒者
'shi'gou'shu'yu 食狗鼠余
'shi'gu'bu'ye 是故不也
'shi'gu'ji'xuan 食谷即眩
'shi'hou'yu'zhong'du'fang 食鯸魚中毒方
'shi'ji'ou'tu 食即呕吐
'shi'ji'tou'xuan 食即头眩
'shi'ji'tu 食即吐
'shi'ji'wei'man 食即为满
'shi'jia 湿家
'shi'jia'bing'shen'teng'fa're 湿家病身疼发热
'shi'jia'shen'fan'teng 湿家身烦疼
'shi'jia'xia'zhi 湿家下之
'shi'jia'zhi'wei'bing 湿家之为病
'shi'jian'zhe'shi 屎尖者是
'shi'jiu'ren'zhi'da'shu'yi 实救人之大术矣
'shi'jue 尸蹶
'shi'ku'hu'zhong'du 食苦瓠中毒
'shi'kuai 食脍
'shi'kuai'duo 食鲙多
'shi'leng'wu 食冷物
'shi'liu'guan'jie 湿流关节
'shi'ma'gan'zhong'du 食马肝中毒
'shi'meng'ke'jiu 始萌可救
'shi'mu'ming 时目瞑
'shi'nan'yong'bao 食难用饱
'shi'ou 时呕
'shi'pi'fu'cang'fu'zhi'wen'li'ye 是皮肤藏府之纹理也
'shi'qi'nao 食其脑
'shi'qi'qian'hou 视其前后
'shi'qi'xiang'bo 实气相搏
'shi'qi'yi'ye 是其义也
