'ai'gan 嗌干
'xin'qi'sheng 心气盛
'xin'qi'shi'chang 心气始长
'xin'qi'shi'shuai 心气始衰
'xin'qi'tong'yu'she 心气通于舌
'xin'qi'wan'zhi 心气晚治
'xin'qi'wei'han 心其畏寒
'xin'qi'wei'zhe'si 心气痿者死
'xin'qi'xu 心气虚
'xin'qi'xu'ze'bei 心气虚则悲
'xin'qi'yi 心气抑
'xin're'bing'zhe 心热病者
'xin're'fan 心热烦
'xin're'fan'zao 心热烦燥
'xin're'mao'men 心热瞀闷
'xin're'zhe'se'chi'er'luo'mai'yi 心热者色赤而络脉溢
'xin'ru'fei 辛入肺
'xin'ru'xuan 心如悬
'xin'ru'xuan'ruo'ji'zhuang 心如悬若饥状
'xin'ru'yu'wei 辛入于胃
'xin'san 辛散
'xin'se'chi 心色赤
'xin'shan'bao'tong 心疝暴痛
'xin'shang'pi'mao 辛伤皮毛
'xin'shang'ze'shen'qu 心伤则神去
'xin'shen'jing'hai 心神惊骇
'xin'shen'jing'ji 心神惊悸
'xin'sheng'fei 辛生肺
'xin'sheng'suan 辛胜酸
'xin'sheng'xue 心生血
'xin'shi'ye 心使也
'xin'shou'qi'yu'pi 心受气于脾
'xin'shou'shao'yin'zhi'mai 心手少阴之脉
'xin'shu'zai'wu'jiao'zhi'jian 心腧在五焦之间
'xin'si 辛巳
'xin'si'lv'zhi 心私虑之
'xin'si'tian'wei'de'qian'zheng'ye 新司天未得迁正也
'xin'si'tian'wei'ke'qian'zheng 新司天未可迁正
'xin'si'yi'zhi 心私异之
'xin'ti'ti'ru'ren'jiang'bu'zhi 心惕惕如人将捕之
'xin'tong 心痛
'xin'tong'bao'yin 心痛暴喑
'xin'tong'bu'ke'ci'zhe 心痛不可刺者
'xin'tong'fa're 心痛发热
'xin'tong'fei 心痛肺
'xin'tong'fou'man 心痛否满
'xin'tong'jian 心痛间
'xin'tong'shen 心痛甚
'xin'tong'shen'zhe 心痛甚者
'xin'tong'wei'wan'tong 心痛胃脘痛
'xin'tong'yin'fu 心痛引腹
'xin'tong'yin'hou 心痛引喉
'xin'tong'yin'xiao'fu'man 心痛引小腹满
'xin'tong'yin'yao'ji 心痛引腰脊
'xin'tong'zhi'man 心痛支满
'xin'wei 辛未
'xin'wei'han 心为汗
'xin'wei'mu'cang 心为牡藏
'xin'wei'mu'zang 心为牡脏
'xin'wei'qun'zhu'zhi'guan 心为群主之官
'xin'wei'sheng'han 心胃生寒
'xin'wei'yang'zhong'zhi'tai'yang 心为阳中之太阳
'xin'wei'yi 心为噫
'xin'wei'zhi'luan'huo'fan'shen 心为之乱惑反甚
'xin'wei'zhi'zhu 心为之主
'xin'wu'suo'dui 心无所对
'xin'xi'ji'ze'fei'ju 心系急则肺举
'xin'xi'ji'ze'qi'dao'yue 心系急则气道约
'xin'xi'shi'ze'xin'tong 心系实则心痛
'xin'xia 心下
'xin'xia'dan'dan 心下淡淡
'xin'xia'ji'tong 心下急痛
'xin'xia'jian 心下坚
'xin'xia'pi'tong 心下痞痛
'xin'xia're 心下热
'xin'xian'bing 心先病
'xin'xian'ru'fei 辛先入肺
'xin'xiao 心小
'xin'xiao'ze'an 心小则安
'xin'xie'bao'tong 心胁暴痛
'xin'xie'man'yin'shao'fu 心胁满引少腹
'xin'xie'tong 心胁痛
'xin'xie'zhi 辛泻之
'xin'ye 心也
'xin'yi'han'yu'fei 心移寒于肺
'xin'yi're'yu'fei 心移热于肺
'xin'yin'er'ye'shen'yu'luo 新饮而液渗于络
'xin'ying'mai 心应脉
'xin'you 辛酉
'xin'you'sui 辛酉岁
'xin'you'suo'xi 心有所喜
'xin'you'suo'yi'wei'zhi'yi 心有所忆谓之意
'xin'you'tong'shen 心尤痛甚
'xin'yu'dong 心欲动
'xin'yu'qi'ju'xing 辛与气俱行
'xin'yu'ruan 心欲软
'xin'yu'shi 心欲实
'xin'zhe 心者
'xin'zhe'huo'ye'ming'shao'yin 心者火也名少阴
'xin'zhi'fei'wei'zhi'si'yin 心之肺谓之死阴
'xin'zhi'guan'ye 心之官也
'xin'zhi'he'mai'ye 心之合脉也
'xin'zhi'xuan'jue 心至悬绝
'xin'zhi'yu'ye 心之俞也
'xin'zhong'bu'bian 心中不便
'xin'zhong'dan'dan 心中憺憺
'xin'zhong'dan'dan'da'dong 心中憺憺大动
'xin'zhu 心主
'xin'zhu'han 心主汗
'xin'zhu'mai 心主脉
'xin'zhu'she 心主舌
'xin'zhu'shen'zhi'xue'mai 心主身之血脉
'xin'zhu'shou'jue'yin'xin'bao'luo'zhi'mai 心主手厥阴心包络之脉
'xin'zhu'xia 心主夏
'xin'zhu'yi 心主噫
'xin'zhu'you'shou'zhi'tai'yin 辛主右手之太阴
'xin'zhu'yu'fei 心注于肺
'xin'zhu'zhi'gong'cheng'ye 心主之宫城也
'xin'zhu'zhi'mai 心主之脉
'xin'zhu'zhi'mai'ye 心主之脉也
'xin'zhu'zhi'yin 心主之阴
'xin'zou'qi 辛走气
'xing'an'di'ji'xin 行安地疾心
'xing'bi'xue'jin'er'gong'bu'ying'zhe'he 形弊血尽而功不应者何
'xing'bu'bu'zheng 行步不正
'xing'bu'ke'ni 形不可匿
'xing'bu'ke'yu'yi'xiang'bao 形不可与衣相保
'xing'bu'kuang'ran 行步恇然
'xing'bu'shou 形不瘦
'xing'bu'yu'li'yu'shi 行不欲离于世
'xing'bu'zu'zhe 形不足者
'xing'chen'ba'zheng'he'hou 星辰八正何候
'xing'chen'zhe 星辰者
'xing'chong'er'da'rou'wu'fen'li'bu'jian'zhe'rou'cui 形充而大肉无分理不坚者肉脆
'xing'chong'er'da'rou'yan'jian'er'you'fen'zhe'rou'jian 形充而大肉胭坚而有分者肉坚
'xing'chong'er'mai'jian'da'zhe'shun'ye 形充而脉坚大者顺也
'xing'chong'er'mai'xiao'yi'ruo'zhe'qi'shuai 形充而脉小以弱者气衰
'xing'chong'er'pi'fu'huan'zhe'ze'shou 形充而皮肤缓者则寿
'xing'chong'er'pi'fu'ji'zhe'ze'yao 形充而皮肤急者则夭
'xing'cun'kou'wai'ce 行寸口外侧
'xing'dong'zhi'dong 形东志东
'xing'dong'zhi'ku 形东志苦
'xing'du 形度
'xing'du'ju 形独居
'xing'er'si'fu 行而似伏
'xing'er'zhe 行二者
'xing'fu'ru'fa 行复如法
'xing'gui'qi 形归气
'xing'hai'du'ju'er'zhong'yi 形骸独居而终矣
'xing'han'han'yin'ze'shang'fei 形寒寒饮则伤肺
'xing'hu'xing 形乎形
'xing'huo'tui'luo 荥货颓落
'xing'jian'you'shan'e 形见有善恶
'xing'jiao'yi'jing'lun 行教以经论
'xing'jing'zhi'dong 形精之动
'xing'ku 杏苦
'xing'ku'zhi'dong 形苦志东
'xing'ku'zhi'ku 形苦志苦
'xing'ku'zhi'le 形苦志乐
'xing'lao'er'bu'juan 形劳而不倦
'xing'le'zhi'ku 形乐志苦
'xing'le'zhi'le 形乐志乐
'xing'li'chang'ting 行立常听
'xing'liang'jin'zhi'jian 行两筋之间
'xing'liu'xue 行六穴
'xing'liu'zhe 行六者
'xing'nai'da'shang 形乃大伤
'xing'nai'kun'bo 形乃困薄
'xing'qi'bu'zu 形气不足
'xing'qi'bu'zu'sheng 形气不足生
'xing'qi'heng'zhi'fa 行奇恒之法
'xing'qi'nai'chi 形气乃持
'xing'qi'shuai'shao 形气衰少
'xing'qi'wen'yu'pi'mao'zhe'ye 行气温于皮毛者也
'xing'qi'xiang'de 形气相得
'xing'qi'xiang'de'zhe'sheng 形气相得者生
'xing'qi'xiang'gan 形气相感
'xing'qi'xiang'shi 形气相失
'xing'qi'xiao'suo'ye 形气消索也
'xing'qi'you'yu 形气有余
'xing'qi'yu'fu 行气于腑
'xing'qi'zhi'ni'shun'nai'he 形气之逆顺奈何
'xing'qi'zhi'xiang'sheng 形气之相胜
'xing'ren 杏仁
'xing'rou'tuo 形肉脱
'xing'rou'wei'tuo 形肉未脱
'xing'rou'xue'qi'bi'xiang'chen'ye 形肉血气必相称也
'xing'rou'yi'duo 形肉已夺
'xing'rou'yi'tuo 形肉已脱
'xing'ruo'er'qi'shuo 形弱而气烁
'xing'se'xiang'de'zhe 形色相得者
'xing'shan'che'jie 行善掣节
'xing'shang'qi'ye 形伤气也
'xing'shang'zhong 形伤肿
'xing'shao'yin'xin'zhu'zhi'qian 行少阴心主之前
'xing'sheng'mai'xi 形盛脉细
'xing'sheng'qi'zhe'wei'yi 形胜气者危矣
'xing'sheng'se 形胜色
'xing'shi'wei 形食味
'xing'shou'mai'da 形瘦脉大
'xing'shu'jing'kong 形数惊恐
'xing'shui'zi'zhi 行水渍之
'xing'suo'bu'sheng'yue'ni'sheng 行所不胜曰逆胜
'xing'suo'sheng'yue'cong 行所胜曰从
'xing'tai'yin 行太阴
'xing'tai'yin'xin'zhu'zhi'hou 行太阴心主之后
'xing'ti'bu'bi 形体不敝
'xing'ti'hui'ju 形体毁沮
'xing'ti'jie'ji 形体皆极
'xing'ti'yin'luan 形体淫乱
'xing'wu 行五
'xing'wu'chang'chu'zhe 行无常处者
'xing'wu'zang'liu'fu 行五脏六腑
'xing'wu'zhe 行五者
'xing'xian'bing'er'wei'ru'zang'zhe 形先病而未入脏者
'xing'xiang'shi'ye 行相失也
'xing'yao'jian'bei'rou'man 行摇肩背肉满
'xing'ye 星也
'xing'ye'zhong'bu'jian'zhe 行腋中不见者
'xing'yi'zhe 行一者
'xing'yong'you'zao'jing 性用有躁静
'xing'you'ci 行有次
'xing'you'fen'ji 行有分纪
'xing'you'jing'ji 行有经纪
'xing'you'ni'shun 行有逆顺
'xing'you'sheng'shuai 形有盛衰
'xing'you'yu 形有余
'xing'you'yu'bu'zu'nai'he 形有余不足奈何
'xing'you'yu'ze'fu'zhang 形有余则腹胀
'xing'you'yu'ze'xie'qi'yang'jing 形有余则泻其阳经
'xing'yu'fu'liu 行于复溜
'xing'yu'jian'shi 行于间使
'xing'yu'jie'xi 行于解溪
'xing'yu'jing'qu 行于经渠
'xing'yu'jing'sui 行于经隧
'xing'yu'kun'lun 行于昆仑
'xing'yu'pi'li 行于皮里
'xing'yu'qi'xiang'ren'ze'shou 形与气相任则寿
'xing'yu'shang'qiu 行于商丘
'xing'yu'yang 行于阳
'xing'yu'yang'er'shi'wu'du 行于阳二十五度
'xing'yu'yang'fu 行于阳辅
'xing'yu'yang'gu 行于阳谷
'xing'yu'yang'xi 行于阳溪
'xing'yu'yang'ze'yang'qi'sheng 行于阳则阳气盛
'xing'yu'yin'yi'er'shi'wu'du'yi'zhou'ye 行于阴亦二十五度一周也
'xing'yu'yu'he 荥俞与合
'xing'yu'zhen'jing 幸遇真经
'xing'yu'zhi'gou 行于支沟
'xing'yu'zhi'ren 形于之人
'xing'yu'zhi'wai'jing 荥俞治外经
'xing'yu'zhong 形于中
'xing'yu'zhong'feng 行于中封
'xing'zang'si 形脏四
'xing'ze'hao'yao 行则好摇
'xing'ze'lou'fu 行则偻附
'xing'ze'shan'gao'ju'zu 行则善高举足
'xing'ze'zhen'diao 行则振掉
'xing'zhe 星者
'xing'zhe 行者
'xing'zhen 行针
'xing'zhen'di'liu'shi'qi 行针第六十七
'xing'zhi'han'wen 形之寒温
'xing'zhi'ji'bing 形之疾病
'xing'zhi'ni'shun 行之逆顺
'xing'zhi'ni'shun'ye 行之逆顺也
'xing'zhi'sheng'shuai 形之盛衰
'xing'zhi'you'xian'bu'xiao 行治有贤不肖
'xing'zhong'shang'zhe 形中上者
'xing'zhu'mai'yu 行诸脉俞
'xing'zi'sheng 形自盛
'xiong'ai'bu'li 胸嗌不利
'xiong'fu'da 胸复大
'xiong'fu'man 胸腹满
'xiong'ge'bu'li 胸膈不利
'xiong'hou'zhong'shi'ye 胸喉中事也
'xiong'huang 雄黄
'xiong'man 胸满
'xiong'man'bu'de'xi 胸满不得息
'xiong'man'yin'bei 胸满引背
'xiong'qi'you'jie 胸气有街
'xiong'ruo'jiang'lie 胸若将裂
'xiong'tong'yin'bei 胸痛引背
'xiong'wei'si'chi'wu'cun 胸围四尺五寸
'xiong'xie'bao'tong 胸胁暴痛
'xiong'xie'hao'zhe 胸胁好者
'xiong'xie'man 胸胁满
'xiong'xie'tong'er'bu'de'xi 胸胁痛而不得息
'xiong'xie'wei'wan'bu'an 胸胁胃脘不安
'xiong'xie'zhi'man 胸胁肢满
'xiong'yu'shi'er'xue 胸俞十二穴
'xiong'zhong'bu'bian 胸中不便
'xiong'zhong'bu'li 胸中不利
'xiong'zhong'duo'qi'zhe'si 胸中多气者死
'xiong'zhong'qi'man 胸中气满
'xiong'zhong're 胸中热
'xiong'zhong'tong 胸中痛
'xiong'zhong'xu'ji 胸中蓄积
'xiu'er'bu'shi 秀而不实
'xiu'er'bu'shi'cheng'er'bi'ye 秀而不实成而秕也
'xiu'jue 嗅觉
'xiu'jue'sang'shi 嗅觉丧失
'xu'bu'dang'ci 虚不当刺
'xu'bu'zhi 虚补之
'xu'chu'zhen'er'ji'an'zhi 徐出针而疾按之
'xu'chui 徐炊
'xu'er'ji'ze'shi 徐而疾则实
'xu'er'ji'ze'shi'zhe 徐而疾则实者
'xu'er'xi'zhe 虚而细者
'xu'er'xiang'bing'zhe'ye 虚而相并者也
'xu'er'xie'zhi 虚而泻之
'xu'er'xu'zhe'ze'bu'zhi 虚而徐者则补之
'xu'fan'shou'mu'sheng 虚反受木胜
'xu'feng'zhi'zei'shang'ren'ye 虚风之贼伤人也
'xu'ji'liu'zhi 蓄积留止
'xu'ji'zhi'yi 徐疾之意
'xu'ji'zhi'yi'ye 徐疾之意也
'xu'jing'wei'bao 虚静为保
'xu'jing'zhi'shu'yu'yin'zhe 虚经之属于阴者
'xu'man'er'chuan'ke 虚满而喘咳
'xu'man'er'ke 虚满而咳
'xu'man'ou'bian 虚满呕变
'xu'mei'duo 须眉堕
'xu'ming'zhu'san'gai'tang 续命煮散改汤
'xu'qi'huo'mie'ye 须其火灭也
'xu'qi'qi'bing 须其气并
'xu'qi'qi'bing'er'zhi'zhi 须其气并而治之
'xu'qi'rou 须其柔
'xu'qiong'ci'fa 须穷刺法
'xu'ru'xu'chu 徐入徐出
'xu'shi'bu'xiang'qing 虚实不相倾
'xu'shi'de'tiao 虚实得调
'xu'shi'geng'zuo 虚实更作
'xu'shi'he'ru 虚实何如
'xu'shi'jian'yan 虚实见焉
'xu'shi'nai'zhi 虚实乃止
'xu'shi'qu'yin 虚实呿吟
'xu'shi'zhi'dao 虚实之道
'xu'shi'zhi'li 虚实之理
'xu'shi'zhi'suo'qi 虚实之所起
'xu'shi'zhi'suo'sheng 虚实之所生
'xu'shi'zhi'yao 虚实之要
'xu'shi'zhi'ying 虚实之应
'xu'wang'xu'lai 徐往徐来
'xu'wang'xu'lai'yi'qu'zhi 徐往徐来以去之
'xu'wei'cong 虚为从
'xu'xie'ke'yu'jing'luo'er'wei'bao'bi'zhe'ye 虚邪客于经络而为暴痹者也
'xu'xie'pian'rong'yu'shen'ban 虚邪偏容于身半
'xu'xie'ru'ke'yu'gu'er'bu'fa'yu'wai 虚邪入客于骨而不发于外
'xu'xie'wei'duo'xue 虚泄为夺血
'xu'xie'yin'er'ru'ke 虚邪因而入客
'xu'xie'zhao'xi 虚邪朝夕
'xu'xie'zhe 虚邪者
'xu'xie'zhi'feng 虚邪之风
'xu'xie'zhi'ru'yu'shen'ye'shen 虚邪之入于身也深
'xu'xie'zhi'zhong'ren'ye 虚邪之中人也
'xu'xie'zhi'zhong'shen'ye 虚邪之中身也
'xu'yi'chi 徐以迟
'xu'yin'qi'jing 虚引其经
'xu'yu'shi'lin 虚与实邻
'xu'yu'zhi'de'ye 须臾之得也
'xu'ze'bai'jie'jin'jie'zong 虚则百节尽皆纵
'xu'ze'bao'yang 虚则暴痒
'xu'ze'bi'xia 虚则必下
'xu'ze'bu'neng'yan 虚则不能言
'xu'ze'bu'shou 虚则不收
'xu'ze'bu'zhi 虚则补之
'xu'ze'chi'han'bi'ge 虚则齿寒痹隔
'xu'ze'fu'man 虚则腹满
'xu'ze'gu'zhang 虚则鼓胀
'xu'ze'han'bo'yu'pi'fu'zhi'jian 虚则寒搏于皮肤之间
'xu'ze'han'li'bu'fu 虚则寒栗不复
'xu'ze'ke'zhi 虚则可治
'xu'ze'kuang 虚则狂
'xu'ze'mu 虚则目
'xu'ze'qian 虚则欠
'xu'ze'qiu'nv 虚则鼽衄
'xu'ze're'zhong 虚则热中
'xu'ze'shao'qi 虚则少气
'xu'ze'sheng 虚则生
'xu'ze'sheng'mai'wei 虚则生脉痿
'xu'ze'shi'zhi 虚则实之
'xu'ze'tou'zhong 虚则头重
'xu'ze'tu'bu'zhi 虚则徒补之
'xu'ze'wei'bi 虚则痿躄
'xu'ze'wei'han 虚则为寒
'xu'ze'wei'tou'qiang 虚则为头强
'xu'ze'xia'liu 虚则下溜
'xu'ze'xie 虚则泄
'xu'ze'xiong'fu'da 虚则胸腹大
'xu'ze'xiong'zhong'tong 虚则胸中痛
'xu'ze'yang'sao 虚则痒搔
'xu'ze'yao'tong 虚则腰痛
'xu'ze'yi'ni 虚则遗溺
'xu'ze'ying'wei'liu'yu'xia 虚则营卫留于下
'xu'ze'zu'bu'shou 虚则足不收
'xu'zhang'wei'jing 虚张为经
'xu'zhe 戌者
'xu'zhe 虚者
'xu'zhe'bu'zhi 虚者补之
'xu'zhe'bu'zu 虚者不足
'xu'zhe'he'dao'cong'qu 虚者何道从去
'xu'zhe'shi'zhi 虚者实之
'xu'zhe'wei'bing'chi 徐者为病持
'xu'zhe'wu'qi'ye 虚者无气也
'xu'zhe'yin'yao'yi'bu'zhi 虚者饮药以补之
'xu'zhe'ze'zhi 虚者责之
'xu'zheng 虚证
'xu'zhi'gui'wei 徐至癸未
'xu'zhi'ji'hou'san'nian 徐至即后三年
'xu'zi'mie'ye 须自灭也
'xuan'er'fan'qing 暄而反清
'xuan'fu'bu'tong 玄府不通
'xuan'fu'hua 旋复花
'xuan'fu'hua 旋覆花
'xuan'fu'hua'dai'zhe'shi'tang 旋复花代赭石汤
'xuan'fu'hua'tang 旋覆花汤
'xuan'gu'bu'cheng 玄谷不成
'xuan'hai'fu'zuo 暄还复作
'xuan'mao'dian'ji 眩冒巅疾
'xuan'ming'da'dao 宣明大道
'xuan'ming'wu'qi 宣明五气
'xuan'ming'wu'qi'pian'di'er'shi'san 宣明五气篇第二十三
'xuan'ming'you'wei 玄冥幽微
'xuan'ming'yu'tian 悬命于天
'xuan'nuan'bu'shi 暄暖不时
'xuan'nuan'ru'shu 暄暖如舒
'xuan'nuan'yu'sheng 暄暖欲生
'xuan'nuan'zha'zuo 暄暖乍作
'xuan'qu'zao'hua'er'si 悬去枣华而死
'xuan're'fan'zuo 暄热反作
'xuan'se'zhe'yue'si 悬涩者曰死
'xuan'shen 玄参
'xuan'shen'chai'hu'tang 玄参柴胡汤
'xuan'sheng'shen 玄生神
'xuan'tian'zhi'qi 玄天之气
'xuan'wu'gu'wei 宣五谷味
'xuan'yang'zhi'li'er'yi 宣扬至理而已
'xuan'yi'han'chu 眩已汗出
'xuan'yong'chui'zhe 悬壅垂者
'xuan'yong'zhe 悬雍者
'xuan'zhu 玄珠
'xuan'zhu'mi'yu 玄珠密语
'xue'ai 血嗌
'xue'bao'yi 血暴溢
'xue'beng 血崩
'xue'bian'er'zhi 血变而止
'xue'bian'wei'zhi 血变为止
'xue'bian'yu'zhong 血变于中
'xue'bian'zhu'xia 血便注下
'xue'bing'shen'you'tong'zhe'zhi'qi'jing'luo 血病身有痛者治其经络
'xue'bing'wu'duo'shi'xian 血病无多食咸
'xue'bing'yu'shang 血并于上
'xue'bing'yu'xia 血并于下
'xue'bing'yu'yang 血并于阳
'xue'bing'yu'yin 血并于阴
'xue'bing'ze'wu'qi 血并则无气
'xue'bu'chu 血不出
'xue'bu'chu'wei'zhong 血不出为肿
'xue'bu'de'san 血不得散
'xue'bu'liu 血不流
'xue'bu'zu 血不足
'xue'chu'bu'zhi 血出不止
'xue'chu'bu'zhi'wei'yin 血出不止为喑
'xue'chu'duo'ji'zhong'feng'han 血出多及中风寒
'xue'chu'er'she'zhe 血出而射者
'xue'chu'er'zhi 血出而止
'xue'chu'qing'er'ban'wei'zhi'zhe 血出清而半为汁者
'xue'chu'ruo'duo'ruo'shao'er'mian'se'cang'cang'zhe 血出若多若少而面色苍苍者
'xue'dao'bu'tong 血道不通
'xue'du'dong'yi 血独动矣
'xue'du'sheng'zhe'dan'shen'pi'fu 血独盛者澹渗皮肤
'xue'du'sheng'zhe'ze'mai'hua 血独盛者则脉滑
'xue'duo'qi'shao'ze'jing'mao'mei'duan 血多气少则胫毛美短
'xue'duo'qi'shao'ze'tong'ran'mei'duan 血多气少则通髯美短
'xue'duo'qi'shao'ze'xia'mao'mei'duan'zhi'qi 血多气少则下毛美短至脐
'xue'duo'qi'sheng 血多气盛
'xue'er'shi'zhe'xie'zhi 血而实者泻之
'xue'hai'bu'zu 血海不足
'xue'hai'you'yu 血海有余
'xue'han 血寒
'xue'hang'er'bu'de'fan'qi'kong 血行而不得反其空
'xue'he'ze'sun'mai'xian'man'yi 血和则孙脉先满溢
'xue'jian'ai'tong 血见嗌痛
'xue'jin'bu'dai'yi 血尽不殆矣
'xue'jin'er'zhi 血尽而止
'xue'ku'kong'xu 血枯空虚
'xue'liu'zhi'ze'yin'qi'sheng'yi 血留之则阴气盛矣
'xue'luo'lun 血络论
'xue'luo'lun'di'san'shi'jiu 血络论第三十九
'xue'luo'shi'ye 血络是也
'xue'luo'zhi'suo'you 血络之所游
'xue'mai 血脉
'xue'mai'bu'xing 血脉不行
'xue'mai'cheng'man 血脉盛满
'xue'mai'chu'xie 血脉出血
'xue'mai'chuan'liu 血脉传溜
'xue'mai'he'diao 血脉和调
'xue'mai'he'li 血脉和利
'xue'mai'nai'xing 血脉乃行
'xue'mai'ning'jie 血脉凝结
'xue'mai'ning'qi 血脉凝泣
'xue'mai'ning'se'ze'han'qi'shang'ru'yu'chang'wei 血脉凝涩则寒气上入于肠胃
'xue'mai'pian'xu 血脉偏虚
'xue'mai'tiao 血脉调
'xue'mai'ye 血脉也
'xue'mai'zhe 血脉者
'xue'mai'zhe'zai'yu'heng'ju 血脉者在俞横居
'xue'mai'zhi'qing'zhuo 血脉之清浊
'xue'nei'yi'ze'hou'xue 血内溢则后血
'xue'ni'yu'jing 血逆于经
'xue'ning'yu'fu'zhe'wei'bi 血凝于肤者为痹
'xue'nv'du'zhong 血衄笃重
'xue'nv'shen're'zhe'si 血衄身热者死
'xue'pian'shuai'zhe'ze'mai'se 血偏衰者则脉涩
'xue'qi'bu'ci 血气不次
'xue'qi'bu'de'zhu'ru'da'jing 血泣不得注入大经
'xue'qi'bu'he 血气不和
'xue'qi'bu'xing 血气不行
'xue'qi'chong'ying 血气充盈
'xue'qi'duo'shao 血气多少
'xue'qi'he'ze'mei'se 血气和则美色
'xue'qi'huan'ni 血气环逆
'xue'qi'ji'liu'bu'de'xing 血气稽留不得行
'xue'qi'jian 血气减
'xue'qi'jie 血气竭
'xue'qi'jie'jin 血气皆尽
'xue'qi'jie'ku 血气竭枯
'xue'qi'jie'shao'ze'er'jiao'e'se 血气皆少则耳焦恶色
'xue'qi'jie'shao'ze'han'yi'shou 血气皆少则寒以瘦
'xue'qi'jie'shao'ze'mian'shou'e'se 血气皆少则面瘦恶色
'xue'qi'jie'shao'ze'shan'zhuan'jin 血气皆少则善转筋
'xue'qi'jie'shao'ze'wu'mao 血气皆少则无毛
'xue'qi'jie'shao'ze'wu'mao'you'ze'xi 血气皆少则无毛有则稀
'xue'qi'jie'shao'ze'wu'ran 血气皆少则无髯
'xue'qi'jie'shao'ze'wu'xu 血气皆少则无须
'xue'qi'jie'shao'ze'wu'zi 血气皆少则无髭
'xue'qi'jie'shao'ze'zhang'shou'yi'han 血气皆少则掌瘦以寒
'xue'qi'jing'luo'sheng'xing'ze'shou 血气经络胜形则寿
'xue'qi'ju'sheng'er'yin'qi'duo'zhe 血气俱盛而阴气多者
'xue'qi'li'ju 血气离居
'xue'qi'li'shou 血气离守
'xue'qi'nai'jie 血气乃竭
'xue'qi'nai'xing 血气乃行
'xue'qi'nei'luan 血气内乱
'xue'qi'nei'que 血气内却
'xue'qi'nei'san 血气内散
'xue'qi'nei'zhe 血气内着
'xue'qi'ni'liu 血气逆留
'xue'qi'piao'han'hua'li 血气慓悍滑利
'xue'qi'qiang 血气强
'xue'qi'shang'ni 血气上逆
'xue'qi'shao 血气少
'xue'qi'sheng'ze'chong'fu're'rou 血气盛则充肤热肉
'xue'qi'sheng'ze'duo'xu 血气盛则多须
'xue'qi'sheng'ze'jing'mao'mei'chang 血气盛则胫毛美长
'xue'qi'sheng'ze'mei'mei 血气盛则美眉
'xue'qi'sheng'ze'mei'mei'yi'chang 血气盛则眉美以长
'xue'qi'sheng'ze'rou'man 血气盛则肉满
'xue'qi'sheng'ze'shou'juan'duo'rou'yi'wen 血气盛则手卷多肉以温
'xue'qi'sheng'ze'zhang'rou'chong'man 血气盛则掌肉充满
'xue'qi'sheng'ze'zi'mei 血气盛则髭美
'xue'qi'shi'sheng'ji'rou'fang'chang 血气始盛肌肉方长
'xue'qi'wai'yi 血气外溢
'xue'qi'wei'bing 血气未并
'xue'qi'xie'duo 血气懈惰
'xue'qi'xing'zhi 血气形志
'xue'qi'xing'zhi'pian'di'er'shi'si 血气形志篇第二十四
'xue'qi'xu 血气虚
'xue'qi'yang'yi 血气扬溢
'xue'qi'yi'bing 血气以并
'xue'qi'yi'cong 血气以从
'xue'qi'yi'diao 血气已调
'xue'qi'yi'he 血气已和
'xue'qi'yi'jin 血气已尽
'xue'qi'yi'jin'er'qi'bu'xia'ye 血气已尽而气不下也
'xue'qi'yi'tong 血气已通
'xue'qi'you'ran 血气犹然
'xue'qi'you'shu 血气有输
'xue'qi'you'yu 血气有余
'xue'qi'yu'xie'bing 血气与邪并
'xue'qi'zai'xia'xiang'yin 血泣在下相引
'xue'qi'ze'bu'tong 血泣则不通
'xue'qi'zhe 血气者
'xue'qi'zhe'xi'wen'er'e'han 血气者喜温而恶寒
'xue'qi'zheng'hei 血气争黑
'xue'qi'zhi'hou'si'zhi'xing'qi 血气之候似知形气
'xue'qi'zhi'nan'nv'ye 血气之男女也
'xue'qi'zhi'shu 血气之输
'xue'qi'zhi'suo'sheng 血气之所生
'xue'qing'qi'zhuo 血清气浊
'xue'qu'bi'yi 血去必已
'xue'shang'xia'xing 血上下行
'xue'shao 血少
'xue'shao'hei'er'zhuo'zhe 血少黑而浊者
'xue'shao'qi'duo'ze'heng'mao'shao 血少气多则胻毛少
'xue'shao'qi'duo'ze'mian'duo'rou 血少气多则面多肉
'xue'shao'qi'duo'ze'ran'duan 血少气多则髯短
'xue'shao'qi'duo'ze'rou'er'shan'zhu 血少气多则肉而善瘃
'xue'shao'qi'duo'ze'shao'ran 血少气多则少髯
'xue'shao'qi'duo'ze'zi'e 血少气多则髭恶
'xue'shao'qi'ruo 血少气弱
'xue'she'hun 血舍魂
'xue'sheng'pi 血生脾
'xue'shi'yi'jue'zhi 血实宜决之
'xue'shi'zhi'jun 血食之君
'xue'shui'qing'zhuo 血水清浊
'xue'tuo'zhe 血脱者
'xue'wai'yi'ze'nv'xue 血外溢则衄血
'xue'wen'shen're'zhe'si 血温身热者死
'xue'xian'si 血先死
'xue'xie 血泄
'xue'xie'bu'fu 血泻不复
'xue'xie'zhe 血泄者
'xue'xu'ze'tong 血虚则痛
'xue'yi 血溢
'xue'yi'bi'kou 血溢鼻口
'xue'yi'liu'zhu 血溢流注
'xue'yi'mu'chi 血溢目赤
'xue'yi'xie'bu'yi 血溢泄不已
'xue'yi'xue'xie 血溢血泄
'xue'you'yu 血有余
