'ai'ai'duo'shi 蔼蔼多士
'yi'jing'li'yi 依经立义
'yi'jing'shen'lai'ye'yi 亦敬慎来叶矣
'yi'ke'jian'ye 亦可见也
'yi'ke'tui'yi 亦可推矣
'yi'ke'wei'zhi'yi'ye 亦可谓之懿也
'yi'ke'yi'shu'wen 亦可以属文
'yi'ke'yi'yu'wen'cai'yi 亦可以驭文采矣
'yi'ke'yi'yu'yu'si'hu 亦可以喻于斯乎
'yi'ke'zhi'yi 亦可知已
'yi'ke'zhi'yi 亦可知矣
'yi'kui'la'ye 义睽剌也
'yi'kui'zong'lun 一揆宗论
'yi'le'huang'ji'zhe'zai 以勒皇迹者哉
'yi'li'bi'tang 肄礼璧堂
'yi'li'wei'shi 以吏为师
'yi'li'xing'shi 医历星筮
'yi'liu'shi'ze'gong 以六事责躬
'yi'lun'wei'ming 以论为名
'yi'lun'you'yi 彝伦攸斁
'yi'lv'wei'ming 以律为名
'yi'mai'bu'liu 义脉不流
'yi'mi'qiao'wei'zhi 以密巧为致
'yi'ming'da'ti 宜明大体
'yi'ming'hao'yi'shen'yi 亦名号宜慎矣
'yi'ming'ti'yao 宜明体要
'yi'nan'de'er'yu'ben'yi 亦难得而逾本矣
'yi'pei'yi'yi 亦配义矣
'yi'peng'xian'zhi'yi'ze 依彭咸之遗则
'yi'pian'gua'cun 遗篇寡存
'yi'pu'li'di'zhi'xing 以铺理地之形
'yi'qi'ci'sui'qing'hui 以其辞虽倾回
'yi'qi'ci'ye 抑其次也
'yi'qi'er'ci'wan 意凄而词婉
'yi'qi'jun'shuang 意气骏爽
'yi'qi'mei'ye 亦其美也
'yi'qi'xiang'xue 伊其相谑
'yi'qi'ya'ye 亦其亚也
'yi'qi'zhi'da'lue'ye 亦启之大略也
'yi'qiao'yu'wu'hu'zhe'ye 贻诮于雾縠者也
'yi'qie'er'fu'qing 议惬而赋清
'yi'qie'li'ci'wei'wu 亦且厉辞为武
'yi'qie'zhi'wei'gui 以切至为贵
'yi'qin'rang'mei'zhi'zui 遗亲攘美之罪
'yi'qing'dai'shi 依情待实
'yi'qu'qi'zhen 义取其贞
'yi'ren'zhi'bian 一人之辨
'yi'rong'er'wen'cui 意荣而文悴
'yi'ru'xin'qie 易入新切
'yi'ru'ya'zhong'ce 以儒雅中策
'yi'san'wei'duan 以三为断
'yi'shan'zhi'ya 亦善之亚
'yi'shang'guang'da 义尚光大
'yi'shao'yi'zi'ze'yi'que 意少一字则义阙
'yi'she'lei'ma 宜社类祃
'yi'shen'fan'sao 意深反骚
'yi'shen'li'er'yi 亦神理而已
'yi'shen'pai'kong'zhang 亦深排孔璋
'yi'shen'qi'zhi 以申其志
'yi'shen'zheng'de'xu 以审正得序
'yi'sheng'wen'wai 义生文外
'yi'sheng'yu'ze'cong 义胜欲则从
'yi'shi'chong'wen'ye 亦时重文也
'yi'shi'chuan'she 羿氏舛射
'yi'shi'dai'jin 以石代金
'yi'shi'jian'luan 以识检乱
'yi'shi'ren'zhi'gao'ai'yan 亦诗人之告哀焉
'yi'shi'yi'zhi 议事以制
'yi'shi'zheng'qu 异世争驱
'yi'shi'zhi'sao 依诗制骚
'yi'shou'yu'hou 以授于后
'yi'si'cheng'qi 以斯成器
'yi'si'ju'wei'jia 以四句为佳
'yi'si'ti'yi 义斯替矣
'yi'si'yan'wei'zheng 以四言为正
'yi'si'zhi'huan'ye 亦思之缓也
'yi'si'zhi'su'ye 亦思之速也
'yi'song'mo'zhi'chang'ke 亦送末之常科
'yi'su'gong'zhi'yi'shi'yi 亦肃恭之遗式矣
'yi'ti'xiang'zi 异体相资
'yi'ti'yu'yao 宜体于要
'yi'tian'zong'zhi'ying'zuo'ye 亦天纵之英作也
'yi'tong'qi'ming 亦同其名
'yi'tu'guang'mang 义吐光芒
'yi'wan'dai'yi'zhun'yan 亦万代一准焉
'yi'wan'fang'zui'ji 以万方罪己
'yi'wan'fen'yi'lei 以万分一累
'yi'wang'zhi'dao 亦亡之道
'yi'wei 以为
'yi'wei'chou'zheng 议惟畴政
'yi'wei'ji'li 以为己力
'yi'wei'jie'he'jing'shu 以为皆合经术
'yi'wei'jin'zhi'fu'shou'ye 亦魏晋之赋首也
'yi'wei'wu'yun'zhe'bi'ye 以为无韵者笔也
'yi'wei'you'ci'suo'mai'yi 亦为游辞所埋矣
'yi'wei'zhai'ju'chang'kong'qiu'jie'zhi 亦惟摘句常恐秋节至
'yi'wei'zhi'yi'zhi'ye 亦魏之遗直也
'yi'wen'ci'wei'gong 以文辞为功
'yi'wen'ji'shi 以文纪实
'yi'wen'jia'zhi'chi'ye 亦文家之吃也
'yi'wen'qiao'wen'qing 以温峤文清
'yi'wen'wei'ben'zhe'ye 以文为本者也
'yi'wo'ze'ju'qi 异我则沮弃
'yi'wu'de'er'lun'yi 亦无得而论矣
'yi'wu'jue'jian 夷吾谲谏
'yi'wu'meng'yan 亦无懵焉
'yi'wu'qi'yi 亦无弃矣
'yi'wu'xie'er 一物携贰
'yi'xi'qi'zhi 依希其旨
'yi'xia'ni'hu'shu 亦下睨乎书
'yi'xian'er'yu'zhi 意显而语质
'yi'xian'hou'xian'zhi 以先后显旨
'yi'xiang'bei'cheng'wen 以详备成文
'yi'xiang'sheng'pao 逸响笙匏
'yi'xiang'wei'xian 易象惟先
'yi'xin'sheng'zhi'xian'chou'ye 亦心声之献酬也
'yi'xue'jia'zhi'zhuang'guan'ye 亦学家之壮观也
'yi'xue'wen'fu'qian 以学问肤浅
'yi'yan'qiong'li 一言穷理
'yi'yan'ti'tong'shi'ya 亦言体同诗雅
'yi'yang'guo'shi 抑扬过实
'yi'yang'hu'cun'xin 抑扬乎寸心
'yi'yao'gong'bing 医药攻病
'yi'yao'kun'huang'zhi'zhuang 熠耀焜煌之状
'yi'ye 依也
'yi'ye 易也
'yi'ye'ji'cai 弈叶继采
'yi'ye'qie'huo'ying'yi 一叶且或迎意
'yi'yi'bi'ri 夷羿彃日
'yi'yi'jian'an'wei'kou'shi 亦以建安为口实
'yi'yi'jian'yi 意亦见矣
'yi'yi'jiang'shan'zhi'zhu'hu 抑亦江山之助乎
'yi'yi'jin'yang'liu'zhi'mao 依依尽杨柳之貌
'yi'yi'jing'yi'shu'ze 宜依经以树则
'yi'yi'li'xuan 义以理宣
'yi'yi'liang'chu 一意两出
'yi'yi'ling'yi 亦已灵矣
'yi'yi'mei'yi 亦已美矣
'yi'yi'ming'yi 义已明矣
'yi'yi'qing'chang 奕奕清畅
'yi'yi'shen'yi 亦已甚矣
'yi'yi'shi'ren'zhi'ai'ci'hu 抑亦诗人之哀辞乎
'yi'yi'shu'han'yi 易以书翰矣
'yi'yi'zhi'yi 议以执异
'yi'yi'zi'yin 抑亦字隐
'yi'yin'fu'xun 伊尹敷训
'yi'yin'shu'jie 伊尹书诫
'yi'yin'sui'shi 抑引随时
'yi'yin'xiang'cong'wei'zhi'he 异音相从谓之和
'yi'yin'yi'lun'wei'long'yin 伊尹以论味隆殷
'yi'yong'bie'feng 亦用别风
'yi'yong'huai'yu 已用淮雨
'yi'yong'xiao'yi 意用小异
'yi'yong'zu'zong 以咏祖宗
'yi'you'bao'yu'wen'yi 亦有包于文矣
'yi'you'feng'ying 亦有锋颖
'yi'you'guang'guo 亦有光国
'yi'you'hui'yi 亦有悔矣
'yi'you'ke'suan'yan 亦有可算焉
'yi'you'quan'qu 亦有全曲
'yi'you'sheng'yu'wen 亦有声于文
'yi'you'shu'rong 亦有述容
'yi'you'shu'tong'zhi'mei'yan 亦有疏通之美焉
'yi'you'song'zhi'bian'er 亦犹颂之变耳
'yi'you'xin'dian'mo 亦有心典谟
'yi'you'yi'yan 亦有以焉
'yi'you'zhu'hu'xin'li'yi 亦有助乎心力矣
'yi'yu'cheng'tang'zhi'xin 异于成汤之心
'yi'yu'ge'yan 溢于格言
'yi'yu'qun'pian 以驭群篇
'yi'yu'wan'er'zheng 义欲婉而正
'yi'yu'xin'er'pai'huai 亦与心而徘徊
'yi'yu'zhi'yu'shi'shi'ye 亦遇之于时势也
'yi'yu'zuo'song 猗欤作颂
'yi'yue 易曰
'yi'yue'ce'shu 一曰策书
'yi'yue'dian'ya 一曰典雅
'yi'yue'ju'wei'neng 以约举为能
'yi'yue'xing'wen 一曰形文
'yi'yue'zhang 一曰章
'yi'yun'ji'yi 亦云极矣
'yi'yun'mu'ne 亦运木讷
'yi'yun'zhou'bei 亦云周备
'yi'zai'dao'bi 亦在刀笔
'yi'zai'wei'feng 意在微讽
'yi'zao'xian'shi 亦造仙诗
'yi'ze'fan'lan 溢则泛滥
'yi'ze'hong'wei 义则弘伟
'yi'ze'qing'shen'er'bu'gui 一则情深而不诡
'yi'ze'you'zan 益则有赞
'yi'zhao'qi'ti 已兆其体
'yi'zhao'zong'wen 一朝综文
'yi'zhe 移者
'yi'zheng'er'ti'wu 义正而体芜
'yi'zheng'ti'zhi 宜正体制
'yi'zheng'wei'ding 议政未定
'yi'zheng'yi'zhe'ye 以征义者也
'yi'zhi'bi'yang 抑滞必扬
'yi'zhi'bu'neng'yan'ding 伊挚不能言鼎
'yi'zhi'chui'wen 以之垂文
'yi'zhi'dao'wei'yan'ye 以至到为言也
'yi'zhi'gou'xiang 易之姤象
'yi'zhi'hun'bao 抑止昏暴
'yi'zhi'jie'gua 易之节卦
'yi'zhi'mei'yu'xu'ming 亦致美于序铭
'yi'zhi'pian'zhi'ye 义之骈枝也
'yi'zhi'wen'xi 易之文系
'yi'zhi'wen'yan 易之文言
'yi'zhi'yan'yi 议之言宜
'yi'zhi'yue'ge 以制乐歌
'yi'zhi'zan'yu'wu'xian 伊陟赞于巫咸
'yi'zhuo'qi'yuan'da'yan 宜酌其远大焉
'yi'zi'fei'shao 一字非少
'yi'zi'jian'yi 一字见义
'yi'zi'jian'yu'dai'ju 易字艰于代句
'yi'zi'zhu'wei'ci 亦自铸伟辞
'yin'ai'er'wei'wen'ye 因哀而为文也
'yin'bian'qu'hui 因变取会
'yin'bu'jie'zhi'yuan 饮不竭之源
'yin'chen'zhi'zhi'yuan 阴沉之志远
'yin'ci'zai'qu 淫辞在曲
'yin'e'zhi'yi'ye 音讹之异也
'yin'er'shen'zhi 引而申之
'yin'feng'zhe'xian'qi'shan'chuan 吟讽者衔其山川
'yin'ge'yi'wei'gong 因革以为功
'yin'gou'chen 引钩谶
'yin'hui'ru'dan 音徽如旦
'yin'jian'xing'fei 殷鉴兴废
'yin'kuo'qing'li 隐括情理
'yin'li'cheng'jie 因利骋节
'yin'lie'yi'dang'er'bu'qi 淫列义当而不奇
'yin'lu'shi'yi'xiu'chun'qiu 因鲁史以修春秋
'yin'lv'ning'er'dan'niao'xiu 阴律凝而丹鸟羞
'yin'mi'jie'ping 音靡节平
'yin'min'xi'qi'fu'jia 尹敏戏其浮假
'yin'nei'er'fu'wai'zhe'ye 因内而符外者也
'yin'pian'suo'yi'zhao'wen'yuan 隐篇所以照文苑
'yin'qi'li'ming 因器立名
'yin'qiao'zhu'zi 淫巧朱紫
'yin'sheng'tui'yi 音声推移
'yin'shi'guai'miu 引事乖谬
'yin'shi'jun'men'zhi'wai 殷誓军门之外
'yin'shi'nan'zhi 音实难知
'yin'shi'shun'ji 因时顺机
'yin'shu'li'gong 因书立功
'yin'shu'nai'cha 因书乃察
'yin'tan'yu'qi 因谈馀气
'yin'wen'de'qi'yao 尹文得其要
'yin'wen'ke'ming'shi'zhi'fu 尹文课名实之符
'yin'xian'yi'shu 隐显异术
'yin'xin'er'jie'wen'ze'shi'qie 隐心而结文则事惬
'yin'xing'yi'lian'cai 因性以练才
'yin'xiu'di'si'shi 隐秀第四十
'yin'xun'qian'ye 因循前业
'yin'yan'zong'gao 寅严宗诰
'yin'yang'can'shu 阴阳惨舒
'yin'yang'mo'tei 阴阳莫忒
'yin'yang'ying'xu 阴阳盈虚
'yin'ye 隐也
'yin'ye'zhe 隐也者
'yin'yi'bi'shi 引义比事
'yin'yi'fu'yi'wei'gong 隐以复意为工
'yin'yi'lv'wen 音以律文
'yin'yi'ru'zi 殷易如兹
'yin'yong'suo'fa 吟咏所发
'yin'yong'zhi'jian 吟咏之间
'yin'yu'yao'ming 淫雨杳冥
'yin'yu'zhi'yong 隐语之用
'yin'zhe 讔者
'yin'zhe'yin'ci 引者胤辞
'yin'zheng'si'yu'xi'he 殷整思于西河
'yin'zhong'wen'zhi'gu'xing 殷仲文之孤兴
'yin'zi'er'sheng'ju 因字而生句
'yin'zou'shu'ya 音奏舒雅
'ying'cai'yun'gou 英采云构
'ying'chang'wen'lun 应瑒文论
'ying'chang'xue'you'yi'de'wen 应瑒学优以得文
'ying'dui'gu'wu'fang 应对固无方
'ying'er'xiao'zhe 影而效者
'ying'fu'san'zhang'zhi'tu 应傅三张之徒
'ying'hua'mi'ru 英华弥缛
'ying'hua'nai'shan 英华乃赡
'ying'hua'xiu'qi'qing'qi 英华秀其清气
'ying'hua'yao'shu 英华曜树
'ying'hua'yue'xin 英华曰新
'ying'ji'li'duan 应机立断
'ying'lun'hua'er'shu'lue 应论华而疏略
'ying'rui'zhe'bao'xiu'er'xin'yue 英锐者抱秀而心悦
'ying'sun'fa'cai 鹰隼乏采
'ying'wu'si'gan 应物斯感
'ying'wu'zhi'qiao 应物制巧
'ying'xie'chang'qing 影写长卿
'ying'xie'chu'shi 影写楚世
'ying'xie'yun'wu 影写云物
'ying'zhao'er'chen'zheng'ye 应诏而陈政也
'ying'zi'cai'zhi'shi'yi 应梓材之士矣
'yong'ci'dao'ye 用此道也
'yong'ge'suo'han 咏歌所含
'yong'guai'yuan'da 用乖远大
'yong'jian'biao'zou 用兼表奏
'yong'qi'zhi'zhi'jiu'lun 庸器之制久沦
'yong'ren'ruo'ji 用人若己
'yong'rong'ren'xi'zhi'shang 雍容衽席之上
'yong'shi'huo'meng'yu'xin'yi 庸事或萌于新意
'yong'shi'ru'si 用事如斯
'yong'yin'zu'qu 庸音足曲
'yong'zhe'po'yi'yu'kun'chong 永蛰颇疑于昆虫
'yong'zhi'jiu'yi 用之久矣
'you'an'ren'ying'fu'yun'liu'jin'zai'sha 又安仁萤赋云流金在沙
'you'bai'luo'han'wei 又摆落汉魏
'you'biao'zou'que'qie 又表奏确切
'you'bu'lei'chang 幼不诔长
'you'cai'fu'er'xue'pin 有才富而学贫
'you'can'xie'bi'yan 又蚕蟹鄙谚
'you'cheng'ji'bu'hui 又称疾不会
'you'chi'yu'xing 由侈于性
'you'cui'yuan'wen'xue 又崔瑗文学
'you'dui'ce'zhe 又对策者
'you'er'xiao'zhi 尤而效之
'you'feng'mu'ye 犹封墓也
'you'fu'yan'er 有符焉尔
'you'gu'shi'jia'li 又古诗佳丽
'you'han'dai'shan'ling 又汉代山陵
'you'he'zu'yi'chao'zai 又曷足以嘲哉
'you'huo'zuan'yang 犹或钻仰
'you'ji'zhuan'hou'ping 又纪传后评
'you'jian'bu'lei'gui 又贱不诔贵
'you'jian'zhi'yi'ri'shi 又煎之以日时
'you'jiao'si'bi'dong'yu'li 又郊祀必洞于礼
'you'jun'shan'gong'gan'zhi'tu 又君山公干之徒
'you'kui'de'yin 有亏德音
'you'li'di'qun'cai 又历诋群才
'you'li'hun'er'ban'dang'nu 幽厉昏而板荡怒
'you'li'min'shang'shu 又吏民上书
'you'lu'yun'zi'cheng 又陆云自称
'you'meng'zhi'jian'zang'ma 优孟之谏葬马
'you'ming'lei'zhi'wen 有铭诔之文
'you'ming'zi'tian 有命自天
'you'mo'bo'jie 有摹伯喈
'you'pei'yu'yan 有佩于言
'you'pian'mei'yan 有偏美焉
'you'qiao'ci'shu 尤巧辞述
'you'rou'shi'hui 优柔适会
'you'rou'wen'run 优柔温润
'you'rou'yi'yi'huai 优柔以怿怀
'you'ruo'zi'tian 有若自天
'you'shi'cun'ye 有实存也
'you'shi'ji'yan'zhe 右史记言者
'you'shi'ren'yi'xi'zi'ru'yu'ju'xian 又诗人以兮字入于句限
'you'shi'ren'zong'yun 又诗人综韵
'you'shi'wu'hua 有实无华
'you'shu'you'men 有术有门
'you'si'bian'yao 有似变爻
'you'si'huang'bai'zhi'wei'shuo'yi 有似黄白之伪说矣
'you'si'wei'lv'zhi'bo 有似尾闾之波
'you'si'yu'ci 有似于此
'you'song'shui'zheng'huo 又宋水郑火
'you'song'yao'hu'fei'yan 有娀谣乎飞燕
'you'tiao'li'yan 有条理焉
'you'tong'hu'jiu'tan'zhe 有同乎旧谈者
'you'tong'hu'shen'jiang'yi 有同乎神匠矣
'you'wei'cheng'de 幼未成德
'you'wen'feng'ce 优文封策
'you'wen'wu'zhi 有文无质
'you'wen'ya'yan 有文雅焉
'you'wen'you'bi 有文有笔
'you'wu'de'fu'hua 又勿得浮华
'you'xian'tong'zhi 幽显同志
'you'xin'cuan'ju 游心窜句
'you'xin'zhi'qi 有心之器
'you'xing'zhi'bao'qi 犹形之包气
'you'xiu'you'yin 有秀有隐
'you'xuan'zhi'shi 輶轩之使
'you'xue'bao'er'cai'nei 有学饱而才馁
'you'xun'dian'yan 有训典焉
'you'yan'bi'yi'xiang 游雁比翼翔
'you'yi'hu'qian'lun'zhe 有异乎前论者
'you'yi'shi'dui 又以事对
'you'yi'wen'de 有懿文德
'you'yi'xi'zhi'gu'yan 有移檄之骨焉
'you'yu'dang'shi 有誉当时
'you'yu'hua'gong'zhi'miao 有逾画工之妙
'you'yu'ji'zuo 有虞继作
'you'yu'qian'dai 有誉前代
'you'yu'yu'qian'tan 有誉于前谈
'you'yun'zhe'wen'ye 有韵者文也
'you'zan'shen'ming 幽赞神明
'you'zhi'tong'ta'wen 又制同他文
'you'zhou'jun'zheng'li 又州郡征吏
'you'zhou'li'jing'fu 又周礼井赋
'you'zi'shu'jing'shu'jin'diao'shu'yu'teng'jun 又子叔敬叔进吊书于滕君
'you'zi'yun'yu'lie 又子云羽猎
'you'zong'miao'you'bei 又宗庙有碑
'you'zu'guan'zhe 有足观者
'you'zu'suan'yan 有足算焉
'you'zu'zhang'wu'yan 又卒章五言
'you'zuo'shu'yi'zan 又作书以赞
'yu'ban'jin'lou'zhi'shi 玉版金镂之实
'yu'bu'zu'guan'yi 馀不足观矣
'yu'cai'pai'huai 馀采徘徊
'yu'cheng'jie'zhi'yong'xiu 禹称戒之用休
'yu'chuan'ming'zhu 欲穿明珠
'yu'ci'jing'shuang 郁此精爽
'yu'ci'yun'gou 腴辞云构
'yu'fei'long'yu'tian'qu 驭飞龙于天衢
'yu'feng'bu'chang 馀风不畅
'yu'fu'ji'du'wang'zhi'cai 渔父寄独往之才
'yu'fu'xie'ci 与夫谐辞
'yu'ge'qing'yun 虞歌卿云
'yu'gong'zhi'rang'zhong'shu 庾公之让中书
'yu'gui'qi'ze'jia'zhen'yu'yu'shu 语瑰奇则假珍于玉树
'yu'huo'ti'yao 愈惑体要
'yu'jian'xin'jin'li'wen 予见新进丽文
'yu'jiu'bu'fei 娱酒不废
'yu'ju'po'cun 馀句颇存
'yu'li'xian'zhe 毓黎献者
'yu'liang'nan'de'er'ju'shou'ye 誉两难得而俱售也
'yu'mu'bu'si 于穆不似
'yu'ni'fu'zheng'tu'yi 与尼父争途矣
'yu'ni'wan'duan'zhi'bian 欲拟万端之变
'yu'qi'bo'lian'yu'ji'gu'ye 欲其博练于稽古也
'yu'qi'kua'dan'ze'ru'ci 语其夸诞则如此
'yu'qi'shi'ye 与其失也
'yu'qi'xiang'xi'yu'ti'guo'ye 欲其详悉于体国也
'yu'qiao'er'li'zhi 喻巧而理至
'yu'qie'yi'zhi 喻切以至
'yu'qing'er'bian 与情而变
'yu'quan'bian'yi'zheng'su 驭权变以拯俗
'yu'ran'you'cai 郁然有采
'yu'ru'sheng'mao 豫入声貌
'yu'run'shuang'liu 玉润双流
'yu'ruo'kun'deng 郁若昆邓
'yu'sheng'diao'shi 鬻声钓世
'yu'sheng'qi'ling 予生七龄
'yu'sheng'yi'ze'xiong 欲胜义则凶
'yu'shi'cuo'e'zhi'lei'ju 于是嵯峨之类聚
'yu'shi'dan'zhou'dang'lu 于是聃周当路
'yu'shi'dong'fang'mei'gao 于是东方枚皋
'yu'shi'fu'song'xian'ming 于是赋颂先鸣
'yu'shi'hou'jin'zhi'cai 于是后进之才
'yu'shi'hou'zhi'qian'zhou 于是后之谴咒
'yu'shi'hu'zai 于是乎在
'yu'shi'hua'jing 与诗画境
'yu'shi'huan'tan'zhi'tu 于是桓谭之徒
'yu'shi'ji'shu'zhi'shi 于是伎数之士
'yu'shi'jing'qi'nei'xiao 于是精气内销
'yu'shi'jiu'tai'shi'yi'zheng'ya'song 于是就太师以正雅颂
'yu'shi'nuo'bi'he'mo 于是搦笔和墨
'yu'shi'qi'lue'fen'fei 于是七略芬菲
'yu'shi'qi'tong'ji'yi 于是弃同即异
'yu'shi'shi'qian'shou'wang'zhi'tu 于是史迁寿王之徒
'yu'shi'tui'yi 与世推移
'yu'shi'wang'bao'zhi'lun 于是王褒之伦
'yu'shi'wu'de'xing'hu'gao'zu 于是武德兴乎高祖
'yu'shi'xi'hua'sui'chi 于是习华随侈
'yu'shi'xun'kuang'li'zhi 于是荀况礼智
'yu'shi'yi'zhang'shi'yi 于是易张十翼
'yu'shi'zheng'shi'yu'feng 于时正始馀风
'yu'shu'de'zu'zhi'lv 于叔德祖之侣
'yu'si'ji'yi 于斯极矣
'yu'si'sheng'yi 于斯盛矣
'yu'song'cao'biao'er'lv'qian 虞松草表而屡谴
'yu'tao'zhi'xin'ning 郁陶之心凝
'yu'tian'di'bing'sheng'zhe'he'zai 与天地并生者何哉
'yu'wang'qin'zai'zhi'shou 俞往钦哉之授
'yu'wei'li'ji 欲为立纪
'yu'wei'qu'bao 馀味曲包
'yu'wei'ri'xin 馀味日新
'yu'wen'wei'yue 于文为约
'yu'wen'yi'shi 馀文遗事
'yu'wen'zhi'fa 驭文之法
'yu'xi'can'wu 与檄参伍
'yu'xia'wen'zhang 虞夏文章
'yu'xia'zhi'er'bian 虞夏质而辨
'yu'xin'you'ji 余心有寄
'yu'yan'shi'li 于焉识礼
'yu'yan'yi'song 寓言以送
'yu'yan'zhi'jiao 于焉只搅
'yu'yang'feng'liu 揄扬风流
'yu'yang'yi'fa'zao 揄扬以发藻
'yu'ye 隅也
'yu'yi'bi'cai'yu'qin 庾以笔才愈亲
'yu'yi'wei 予以为
'yu'yuan'gui'zhi'biao'zou 庾元规之表奏
'yu'yuan'jing'er'cheng'mai'qu 喻眢井而称麦麹
'yu'zhang'qi'gan 豫章其干
'yu'zhen'shi'ye 喻针石也
'yu'zhi'gong'zhi'ming'duan 庾稚恭之明断
'yu'zhong'na'yan 虞重纳言
'yu'zhu'ke'zi 庾敳客咨
'yu'zuo'shi'bu'he 与左氏不合
'yuan'ao'er'pai'sheng 源奥而派生
'yuan'ao'zhe 远奥者
'yuan'bi'xiang'ru 爰比相如
'yuan'chang'zuo'xu 元长作序
'yuan'dao'di'yi 原道第一
'yuan'fu'ai'ci'da'ti 原夫哀辞大体
'yuan'fu'deng'gao'zhi'zhi 原夫登高之旨
'yuan'fu'gu'zhi'zheng'ming 原夫古之正名
'yuan'fu'lun'zhi'wei'ti 原夫论之为体
'yuan'fu'song'wei'dian'yi 原夫颂惟典懿
'yuan'fu'tu'lu'zhi'jian 原夫图箓之见
'yuan'fu'zai'ji'zhi'zuo'ye 原夫载籍之作也
'yuan'fu'zhang'biao'zhi'wei'yong'ye 原夫章表之为用也
'yuan'fu'zi'wen'zhi'she 原夫兹文之设
'yuan'gu'yi'zheng'jin'zhe'ye 援古以证今者也
'yuan'hei'fu'yi 渊嘿黼扆
'yuan'hong'fa'zhen'yi'gao'xiang 袁宏发轸以高骧
'yuan'hu'qing'jun 渊乎清峻
'yuan'huang'zhong'xing 元皇中兴
'yuan'ji'huang'shi 爰及皇时
'yuan'ji'tai'shi'tan 爰及太史谈
'yuan'jian'chun'qiu 远见春秋
'yuan'jian'ji'zhi'wei'shi 原笺记之为式
'yuan'kui'wang'ji 爰窥王迹
'yuan'nu'zhi'qing'bu'yi 怨怒之情不一
'yuan'ping'er'hou 元平二后
'yuan'qi'feng'ya 远弃风雅
'yuan'qi'wei'ti 原其为体
'yuan'shi'jue'jue 怨诗诀绝
'yuan'shi'yao'zhong 原始要终
'yuan'shi'yi'biao'mo 原始以表末
'yuan'shi'yi'yao'zhong 原始以要终
'yuan'shi'zhong'wu 瑗寔踵武
'yuan'shou'zai'ge 元首载歌
'yuan'shou'zhi'shi'shi'ye 元首之诗是也
'yuan'song'qi'de 爰颂其德
'yuan'sun'yi'xia 袁孙已下
'yuan'xi'ming'hao 爰锡名号
'yuan'xu'dao'de 爰序道德
'yuan'yin'gao'zong'zhi'fa 远引高宗之伐
'yuan'yong'li'er'diao'wu'fu 垣墉立而雕杇附
'yuan'you'qi'zhong'yi 苑囿其中矣
'yuan'you'tian'wen 远游天问
'yuan'you'wen'qing 苑囿文情
'yuan'yu'zhan'qi'pian'pian'zhi'le 元瑜展其翩翩之乐
'yuan'zai'shuo'hu 渊哉铄乎
'yuan'zai'zi'yi 爰在兹矣
'yuan'zhang'suo'zhi 袁张所制
'yuan'zhao'jin'ming 远诏近命
'yuan'zhe'gui'ti 圆者规体
'yuan'zhi'you'han 爰至有汉
'yuan'zi'feng'xing 爰自风姓
'yuan'zi'han'shi 爰自汉室
'yue'er'mi'zhi 约而密之
'yue'fu'di'qi 乐府第七
'yue'fu'zhe 乐府者
'yue'fu'zhi'chang'cheng 乐府之长城
'yue'han'ding'guan 籥含定管
'yue'ju'yi'jin'qing 约举以尽情
'yue'li'er'heng'duan 越理而横断
'yue'qiao'yue'yi'xing'pei'lou 阅乔岳以形培塿
'yue'sheng'zi 阅声字
'yue'shi'qu'zheng 阅时取证
'yue'shi'shi 阅石室
'yue'wang'hu'xing 月忘乎兴
'yue'wen'yi'zong'lu 约文以总录
'yue'ye 悦也
'yue'yi'bao'shu'bian'er'yi 乐毅报书辨而义
'yue'yi'guan'zhi 约以贯之
'yue'yi'zheng'ci 约以正辞
'yue'yu'zhi'qing'chang 悦豫之情畅
'yue'ze'yi'gu 约则义孤
'yue'zhan'yao'lian'bi'zhi'hua 岳湛曜联璧之华
'yue'zhao'ji'xuan 越昭及宣
'yue'zheng'zhong'zan 乐正重赞
'yun'bai'ri'you'guang 云白日幽光
'yun'cai'bai'lv 运裁百虑
'yun'ji'xiu'ming 运集休明
'yun'jie'fan'shu 运接燔书
'yun'jie'zhe'jian'mi'er'gao'dao 酝藉者见密而高蹈
'yun'ni'yi'pi'chan'xie 云蜺以譬谗邪
'yun'qi'yi'ding 韵气一定
'yun'wen'jie'you'lei'ting'zhi'sheng 云蚊睫有雷霆之声
'yun'wo'jiao'you'fu'shi'zhi'zhan 云蜗角有伏尸之战
'yun'xia'diao'se 云霞雕色
'za'chu'shi'sao 杂出诗骚
'za'wen'di'shi'si 杂文第十四
'za'wen'sui'yi 杂文虽异
'za'ye 杂也
'za'yi'bu'chun 杂议不纯
'za'yi'xie'xue 杂以谐谑
'zai'bai'qi'shou 再拜稽首
'zai'bi'ruo'nong 在彼弱弄
'zai'ge'ci'tiao 宰割辞调
'zai'ji'hao'han 载籍浩瀚
'zai'san'wang'ji 在三罔极
'zai'san'yu'du 再三愈黩
'zai'tun'liu'yi 灾屯流移
'zai'xi'san'wang 在昔三王
'zai'yong'shi'qie 在用实切
'zai'yu'li'dian 载于礼典
'zai'yu'wu'kui 在于无愧
'zan'duo'jie'shao 赞多戒少
'zan'xu'hong'li 赞序弘丽
'zan'yue 赞曰
'zan'zhe 赞者
'zan'zhe'ming'yi 赞者明意
'zan'zhi'yi'jie'qiu 赞之以介丘
'zang'he'sang'shi 臧纥丧师
'zang'pi'yi'ban 臧否亦半
'zang'wen'miu'shu'yu'yang'qiu 臧文谬书于羊裘
