'a'ba'ye'ka'luo'ji'duo 阿巴耶卡罗笈多
'wu'fo 五佛
'wu'fo'ding 五佛顶
'wu'fo'ding'fa 五佛顶法
'wu'gai 五盖
'wu'ge'si 吴哥寺
'wu'ge'wang'cheng 吴哥王城
'wu'gen 五根
'wu'gong'yang 五供养
'wu'gong'yong 无功用
'wu'gu'yin 五股印
'wu'guan 五观
'wu'guang 悟光
'wu'guo 五果
'wu'hai'shi'xing'hai'si 乌海市兴海寺
'wu'he 五河
'wu'he 无合
'wu'hui 五悔
'wu'hui'fa'shi'zan 五会法事赞
'wu'hui'nian'fo 五会念佛
'wu'ji 无记
'wu'jia'qi'zong 五家七宗
'wu'jia'yu'lu 五家语录
'wu'jia'zheng'zong'zan 五家正宗赞
'wu'jia'zong'zhi'zuan'yao 五家宗旨纂要
'wu'jian'di'yu 无间地狱
'wu'jiao 五教
'wu'jiao'liang'zong 五教两宗
'wu'jiao'shi'zong 五教十宗
'wu'jie 五戒
'wu'jie'tuo'lun 五解脱轮
'wu'jin'cang 无尽藏
'wu'jin'deng 无尽灯
'wu'jin'yi'pu'sa 无尽意菩萨
'wu'jing 五净
'wu'jing 五境
'wu'jing'ju'tian 五净居天
'wu'jing'she'shi'ta 五精舍十塔
'wu'juan'shu 五卷书
'wu'li 五力
'wu'li'shi 五利使
'wu'liang'shou'fo'xin'zhou 无量寿佛心咒
'wu'liang'shou'jing 无量寿经
'wu'liang'shou'ru'lai'tuo'luo'ni 无量寿如来陀罗尼
'wu'liang'yi'jing 无量义经
'wu'lin'xi'hu'gao'seng'shi'lue 武林西湖高僧事略
'wu'lou'fa 无漏法
'wu'lou'lv'yi 无漏律仪
'wu'lou'zhi 无漏智
'wu'lu'mu'qi'qing'quan'shan'qing'quan'chan'si 乌鲁木齐清泉山清泉禅寺
'wu'lu'na'luo'cha 呜噜捺囉叉
'wu'lun 五轮
'wu'lun'san'mei 五轮三昧
'wu'lun'ta 五轮塔
'wu'men'chan'jing'yao'yong'fa 五门禅经要用法
'wu'men'guan 无门关
'wu'ming 五明
'wu'ming 悟明
'wu'ming 无明
'wu'mo'zi 五摩字
'wu'nan 五难
'wu'ni 五逆
'wu'nian'men 五念门
'wu'pin'di'zi'wei 五品弟子位
'wu'qing'shuo'fa 无情说法
'wu'qing'you'xing 无情有性
'wu'qu'sheng'si'lun 五趣生死轮
'wu'qu'yun 五取蕴
'wu'ru'jun 吴汝钧
'wu'run'jiang 吴润江
'wu'se 五色
'wu'se'jie 无色界
'wu'shan'ban 五山版
'wu'shan'shi'cha 五山十剎
'wu'shan'wen'xue 五山文学
'wu'shan'wu'e 五善五恶
'wu'shang'fa'bao 无上法宝
'wu'shang'fen'jie 五上分结
'wu'shang'yi'jing 无上依经
'wu'shen'qi'wu'shen'zhao 乌审旗乌审召
'wu'sheng'fa'ren 无生法忍
'wu'shi 五识
'wu'shi 五时
'wu'shi'ba'jiao 五时八教
'wu'shi'er'shu 五十二数
'wu'shi'er'wei 五十二位
'wu'shi'juan'chao 五十卷钞
'wu'shi'san'bu'yi 五失三不易
'wu'shi'san'can 五十三参
'wu'shi'san'fo 五十三佛
'wu'shi'shou 无事手
'wu'shu'sha'mo'ming'wang 乌枢沙摩明王
'wu'su'tu'zhao 乌素图召
'wu'sui 五随
'wu'sui'an 五岁庵
'wu'suo'you'chu'tian 无所有处天
'wu'ta'si 五塔寺
'wu'tai'shan 五台山
'wu'ti 无体
'wu'ti'tou'di 五体投地
'wu'ting'xin'guan 五停心观
'wu'tong 五通
'wu'tun'si 五屯寺
'wu'wei 五位
'wu'wei 五味
'wu'wei'bai'fa 五位百法
'wu'wei'chan 五味禅
'wu'wei'fa 无为法
'wu'wei'qi'shi'wu'fa 五位七十五法
'wu'wei'san'zang'chan'yao 无畏三藏禅要
'wu'wei'shan'si 无畏山寺
'wu'wei'wu'xin 五位无心
'wu'wei'zhen'ren 无位真人
'wu'wo 无我
'wu'wu'bai'nian 五五百年
'wu'xia'fen'jie 五下分结
'wu'xia'zhen'nian'fo'tang 巫峡镇念佛堂
'wu'xiang 无想
'wu'xiang 无相
'wu'xiang'cheng'shen'guan 五相成身观
'wu'xiang'ding 无想定
'wu'xiang'wu'wen 无响无闻
'wu'xiao'bu 五小部
'wu'xin 五辛
'wu'xing 五行
'wu'xing 五星
'wu'xing'er 无姓儿
'wu'xing'yue 吴惺月
'wu'xue 无学
'wu'xue'pai 无学派
'wu'yan 五眼
'wu'yan'ju 无言句
'wu'yan'zhi'jiao 无言之教
'wu'yao 五药
'wu'yi 五衣
'wu'yi 悟一
'wu'yin 悟因
'wu'yin'sheng'ku 五阴盛苦
'wu'you'si 乌尤寺
'wu'yu 五欲
'wu'yu'bu'wu 悟与不悟
'wu'yu'yi'nie'pan 无余依涅槃
'wu'yuan 无缘
'wu'yuan'li'jing'yao 五原理精要
'wu'yue 五岳
'wu'yun 五蕴
'wu'ze'tian 武则天
'wu'zhang 五障
'wu'zhang'na'guo 乌仗那国
'wu'zhe'da'hui 无遮大会
'wu'zhen'si 悟真寺
'wu'zheng 无诤
'wu'zhi 五智
'wu'zhi'ru'lai 五智如来
'wu'zhi'zuo'fa 五支作法
'wu'zhong 五众
'wu'zhong'san'mei'dao 五种三昧道
'wu'zhong'san'mei'ye 五种三昧耶
'wu'zhong'wei'shi'guan 五重唯识观
'wu'zhong'xing 五种姓
'wu'zhong'xing'jiao'si 吴忠兴教寺
'wu'zhong'xiu'fa 五种修法
'wu'zhong'xuan'yi 五重玄义
'wu'zhou'yin'guo 五周因果
'wu'zhu 无住
'wu'zhu'chu'nie'pan 无住处涅槃
'wu'zhu'di'fan'nao 五住地烦恼
'wu'zhuang'yan'fa 五庄严法
'wu'zhuo 五浊
'wu'zi'wen'shu'pu'sa 五字文殊菩萨
'wu'zi'yan'shen'guan 五字严身观
'wu'zong'jiao 五宗教
'wu'zong'jiu 五宗救
'wu'zong'pai'yun'dong 无宗派运动
'wu'zong'yuan 五宗原
'wu'zu'shan 五祖山
'wu'zui'shuo'fa 无嘴说法
'xi 系
'xi'chan'si 西禅寺
'xi'chu'fo'xing 洗出佛性
'xi'da'si 西大寺
'xi'di 悉地
'xi'fang'fo'jiao'seng'tuan'zhi'you 西方佛教僧团之友
'xi'fang'gong'ju 西方公据
'xi'fang'he'lun 西方合论
'xi'fang'jing'tu 西方净土
'xi'fang'si 西芳寺
'xi'fang'yao'jue'shi'yi'tong'gui 西方要决释疑通规
'xi'gu'qi'zhi 西谷启治
'xi'guang'wan'ji 西光万吉
'xi'gui'zhi'zhi 西归直指
'xi'hu 西湖
'xi'ji'li'ya 西基利亚
'xi'jian'pai 西涧派
'xi'jiao'si 西教寺
'xi'jie'pai 希解派
'xi'jin'fo'jiao 西晋佛教
'xi'jin'fo'jiao 锡金佛教
'xi'ke'qin'qian'fo'dong 锡克沁千佛洞
'xi'kong'guan 析空观
'xi'lai'si 西来寺
'xi'lai'yi 西来意
'xi'lan'fo'jiao 锡兰佛教
'xi'lan'shi'ye'ji 溪岚拾叶集
'xi'lang 希朗
'xi'li'tu'zhao 席力图召
'xi'ling 希陵
'xi'lun 戏论
'xi'mian'ge'xin 洗面革心
'xi'ming'si 西明寺
'xi'nian'si 西念寺
'xi'qi 习气
'xi'se 细色
'xi'shan'ba'da'chu 西山八大处
'xi'shan'pai 西山派
'xi'shan'zhu'bu 西山住部
'xi'she 喜舍
'xi'shuang'ban'na 西双版纳
'xi'si 西寺
'xi'sou'shao'tan'chan'shi'guang'lu 希叟绍昙禅师广录
'xi'tan 悉昙
'xi'tang'zhi'cang 西堂智藏
'xi'tian'ji'duo'lang 西田几多郎
'xi'tian'long'xiong 西田龙雄
'xi'tian'mu'shan'chan'yuan'si 西天目山禅源寺
'xi'tian'tian'xiang 西田天香
'xi'wan'sao'di 洗碗扫地
'xi'wang'tian 戏忘天
'xi'xia'fo'jiao 西夏佛教
'xi'xia'wen'da'zang'jing 西夏文大藏经
'xi'xing 西行
'xi'yi'shi 细意识
'xi'yi'xiong 西义雄
'xi'you'ji 西游记
'xi'yu 西域
'xi'yu'zhong'hua'hai'dong'fo'zu'yuan'liu 西域中华海东佛祖源流
'xi'yuan 惜缘
'xi'yuan'si 西园寺
'xi'zai'fa 息灾法
'xi'zang 西藏
'xi'zang'da'zang'jing 西藏大藏经
'xi'zang'fo'jiao 西藏佛教
'xi'zang'gao'seng'quan'shu 西藏高僧全书
'xi'zang'wang'chen'ji 西藏王臣记
'xi'zang'wang'tong'ji 西藏王统记
'xi'zang'wen 西藏文
'xi'zhai'jing'tu'shi 西斋净土诗
'xi'zhang 锡杖
'xia'lu'si 夏鲁寺
'xia'men'da'fo'si 厦门大佛寺
'xia'men'nan'pu'tuo'si 厦门南普陀寺
'xian 闲
'xian'dai'fo'jiao'xue'shu'cong'kan 现代佛教学术丛刊
'xian'dan'hua 仙丹花
'xian'dun 贤顿
'xian'gong'zan 献供赞
'xian'guan 现观
'xian'guan'zhuang'yan'lun 现观庄严论
'xian'hu'pu'sa 贤护菩萨
'xian'jie 贤劫
'xian'jie'lun 显戒论
'xian'jie'qian'fo 贤劫千佛
'xian'jie'shi'liu'zun 贤劫十六尊
'xian'ju'bian 闲居编
'xian'liang'xiang'wei'guo 现量相违过
'xian'luo'cheng 酰罗城
'xian'luo'pai 暹罗派
'xian'luo'shan 酰罗山
'xian'ming 显明
'xian'run 咸润
'xian'sheng 贤圣
'xian'shi'lun 显识论
'xian'tian'chan'shi 仙天禅师
'xian'tong'si 显通寺
'xian'tu'man'tu'luo 现图曼荼罗
'xian'xiang 线香
'xian'xing 现行
'xian'yan'si 仙巖寺
'xian'yang'sheng'jiao'lun 显扬圣教论
'xian'yu'jing 贤愚经
'xian'zhe'xi'yan 贤者喜宴
'xian'zheng 显正
'xian'zhou'bu 贤胄部
'xian'zong'ji 显宗记
'xiang 香
'xiang 想
'xiang 相
'xiang'ba'jia'ju'pai 响巴迦举派
'xiang'bu'zong 相部宗
'xiang'deng 香灯
'xiang'fa'jue'yi'jing 像法决疑经
'xiang'fang 香房
'xiang'fu'ji'cheng'guo 相符极成过
'xiang'gang'fo'jiao 香港佛教
'xiang'guang'si 香光寺
'xiang'guo'si 相国寺
'xiang'hao 相好
'xiang'ji 香偈
'xiang'ji 相即
'xiang'ji'fo 香积佛
'xiang'ji'si 香积寺
'xiang'jiao'pi'bian 象教皮编
'xiang'jie'si 香界寺
'xiang'lu 香炉
'xiang'niu'fen 像牛粪
'xiang'ru 相入
'xiang'shan'si 香山寺
'xiang'shan'zhao'miao 香山昭庙
'xiang'shi 相实
'xiang'shui'hai 香水海
'xiang'tang 香汤
'xiang'tang'shan'shi'ku 响堂山石窟
'xiang'xiang 香象
'xiang'xing'po'luo'men 香姓婆罗门
'xiang'xu 相续
'xiang'yan'ji'zhu 香严击竹
'xiang'yan'si 香巖寺
'xiang'yan'si 香烟寺
'xiang'yan'zhi'xian 香严智闲
'xiang'ying 相应
'xiang'ying'xin 相应心
'xiang'yu 香语
'xiang'yuan'si 向原寺
'xiang'yue'si'pai 向岳寺派
'xiang'yun 祥云
'xiang'zong'ba'yao 相宗八要
'xiang'zui'shan 香醉山
'xiao'bu 小部
'xiao'can 小参
'xiao'cheng'fo'jiao 小乘佛教
'xiao'chuan'guan'yi 小川贯一
'xiao'duo'yu'ku 笑多于哭
'xiao'e'xiao'shan'dou'bu'neng'qing'shi 小恶小善都不能轻视
'xiao'fan'nao'de'fa 小烦恼地法
'xiao'jin'song 萧金松
'xiao'li'yuan'xuan'xiu 小笠原宣秀
'xiao'pin'bo're'jing 小品般若经
'xiao'sha'mi'yu'lao'he'shang 小沙弥与老和尚
'xiao'shan'yi'xiong 小杉一雄
'xiao'shi 小史
'xiao'song 小诵
'xiao'song'yuan'fa'nan 小松原法难
'xiao'tou'yu'yue'liang 小偷与月亮
'xiao'wu'min 晓乌敏
'xiao'wu'tong 萧武桐
'xiao'yan'ta 小雁塔
'xiao'ye'xuan'miao 小野玄妙
'xiao'yun 晓云
'xiao'zai'ji'xiang'shen'zhou'fan'chang 消灾吉祥神咒梵唱
'xiao'zai'zhou 消灾咒
'xiao'zhao'si 小昭寺
'xiao'zi'liang 萧子良
'xie'er'ba'si'ji 谢尔巴斯基
'xie'jian 邪见
'xie'jing 写经
'xie'ling'yun 谢灵运
'xie'man'guo 懈慢国
'xie'shi 胁士
'xie'yin'jie 邪淫戒
'xin 信
'xin 心
'xin'bian'zhu'zong'jiao'cang'zong'lu 新编诸宗教藏总录
'xin'bu'xiang'ying'xing 心不相应行
'xin'chao'feng'si 新超峰寺
'xin'chun 心淳
'xin'dao 心道
'xin'ding 心定
'xin'du'guo 信度国
'xin'du'he 信度河
'xin'fang 心舫
'xin'fo'jiao'tu'tong'zhi'hui 新佛教徒同志会
'xin'fo'si 新佛寺
'xin'fo'zhong'sheng'san'fa'wu'cha 心佛众生三法无差
'xin'ji'yu'xiang'yi'gui 新集浴像仪轨
'xin'jia'po'fo'jiao 新加坡佛教
'xin'jie 信解
'xin'jing 心镜
'xin'jing'guo'tu'jing 心净国土净
'xin'jing'hui 心经会
'xin'jing'shi'chan 新井石禅
'xin'ju'san'qian 心具三千
'xin'jue 心觉
'xin'kong'ji'di 心空及第
'xin'li'yu'yan'xiang 心离语言相
'xin'ma'ma'de'en'de 新妈妈的恩德
'xin'man'cheng'fo 信满成佛
'xin'ping 心平
'xin'sheng'si 新胜寺
'xin'shi 信施
'xin'shi'lian'hua 心是莲花
'xin'suo'you'fa 心所有法
'xin'tian 心田
'xin'wang'ming 心王铭
'xin'wang'xin'suo 心王心所
'xin'wei'shi'lun 新唯识论
'xin'wu'gua'ai 心无挂碍
'xin'wu'wai'wu 心无外物
'xin'xin'ming 信心铭
'xin'xing 信行
'xin'xing'ben'jing 心性本净
'xin'xing'fo'jiao'qing'nian'yun'dong 新兴佛教青年运动
'xin'xu'gao'seng'chuan 新续高僧传
'xin'yi'shi 心意识
'xin'yi'zhen'yan'zong 新义真言宗
'xin'yin 心印
'xin'yu'xing 心与性
'xin'yuan 心源
'xin'zai'na 心在哪
'xin'zhao 心昭
'xin'zhou 心咒
'xing 行
'xing 性
'xing'cha 行茶
'xing'chan'hu'guo'lun 兴禅护国论
'xing'chen'hua 星辰花
'xing'cheng 性澄
'xing'cong 性聪
'xing'dao 行道
'xing'de 性得
'xing'dun 性潡
'xing'e 性恶
'xing'fu'quan 邢福泉
'xing'fu'shi'shen'me 幸福是什么
'xing'fu'si 兴福寺
'xing'gong 星供
'xing'guang 性广
'xing'guo'si 兴国寺
'xing'hai 行海
'xing'hai'guo'fen 性海果分
'xing'he 行贺
'xing'hua'si 兴化寺
'xing'huang'si 兴皇寺
'xing'ji 行基
'xing'ji 行寂
'xing'jiao 行脚
'xing'jiao'si 兴教寺
'xing'jie 行解
'xing'jie 行诫
'xing'jie 性戒
'xing'ju 性具
'xing'jue'si 性觉寺
'xing'ling'ji 性灵集
'xing'long'jing'si 兴隆净寺
'xing'long'si 兴隆寺
'xing'lun'si 兴轮寺
'xing'man 行满
'xing'qi 性起
'xing'qi'xing'jing 兴起行经
'xing'qin 行勤
'xing'qu 兴渠
'xing'se 形色
'xing'sen 行森
'xing'shan'gu'si 兴善古寺
'xing'si 行思
'xing'tai'guan'yin'chan'si 邢台观音禅寺
'xing'tai'kuai'huo'lin'chong'xing'si 邢台快活林崇兴寺
'xing'tai'nan'hai'pu'zhao'si 邢台南海普照寺
'xing'tai'shi'bai'quan'si 邢台市百泉寺
'xing'tai'shi'bai'xiang'xian'yuan'fu'si 邢台市柏乡县圆福寺
'xing'tai'shi'chong'xiu'si 邢台市崇修寺
'xing'tai'shi'ci'yun'si 邢台市慈云寺
'xing'tai'shi'duan'yang'bei'fa'yin'jing'she 邢台市段羊杯法音精舍
'xing'tai'shi'fan'yin'si 邢台市梵音寺
'xing'tai'shi'feng'luan'si 邢台市封峦寺
'xing'tai'shi'fu'sheng'si 邢台市福胜寺
'xing'tai'shi'guang'ming'si 邢台市光明寺
'xing'tai'shi'hua'cang'si 邢台市华藏寺
'xing'tai'shi'jing'tu'si 邢台市净土寺
'xing'tai'shi'lin'cheng'xian'yun'tong'si 邢台市临城县云通寺
'xing'tai'shi'long'ci'si 邢台市隆慈寺
'xing'tai'shi'nan'gong'shi'fo'si 邢台市南宫石佛寺
'xing'tai'shi'nan'he'xian'bai'cui'an 邢台市南和县白崔庵
'xing'tai'shi'nan'he'xian'nian'fo'tang 邢台市南和县念佛堂
'xing'tai'shi'nan'he'xian'xi'guan'nian'fo'tang 邢台市南和县西关念佛堂
'xing'tai'shi'nei'qiu'xian'qie'ting'si 邢台市内邱县且停寺
'xing'tai'shi'nei'qiu'xing'long'si 邢台市内邱兴隆寺
'xing'tai'shi'ning'jin'xian'guan'yin'si 邢台市宁晋县观音寺
'xing'tai'shi'ning'jin'xian'pu'run'si 邢台市宁晋县普润寺
'xing'tai'shi'ning'jin'xian'yun'tai'si 邢台市宁晋县云台寺
'xing'tai'shi'pu'guang'si 邢台市普光寺
'xing'tai'shi'pu'ming'si 邢台市普明寺
'xing'tai'shi'qing'liang'si 邢台市清凉寺
'xing'tai'shi'sha'he'hua'cang'si 邢台市沙河华藏寺
'xing'tai'shi'sha'he'miao'yin'nian'fo'tang 邢台市沙河妙音念佛堂
'xing'tai'shi'sha'he'pu'zhao'si 邢台市沙河普照寺
'xing'tai'shi'sha'he'xian'xing'long'si 邢台市沙河县兴隆寺
'xing'tai'shi'tai'xing'si 邢台市泰兴寺
'xing'tai'shi'tian'fo'si 邢台市天佛寺
'xing'tai'shi'wei'xian'chong'xing'si 邢台市威县崇兴寺
'xing'tai'shi'wei'xian'fa'yun'chan'si 邢台市威县法云禅寺
'xing'tai'shi'wei'xian'nian'fo'tang 邢台市威县念佛堂
'xing'tai'shi'wei'xian'shi'fo'si 邢台市威县石佛寺
'xing'tai'shi'xin'he'xian'da'fo'si 邢台市新河县大佛寺
'xing'tai'shi'xing'gu'si 邢台市兴固寺
'xing'tai'shi'xing'tai'xian'yu'quan'chan'si 邢台市邢台县玉泉禅寺
'xing'tai'shi'yong'xing'si 邢台市永兴寺
'xing'tai'shi'yuan'tong'si 邢台市园通寺
'xing'tai'shi'yuan'zhao'si 邢台市圆照寺
'xing'tai'shi'zhong'tian'si 邢台市中天寺
'xing'tai'xin'he'xian'ci'ming'si 邢台新河县慈明寺
'xing'tang 行堂
'xing'wu 省悟
'xing'xi'er'xing 性习二性
'xing'xiang 行香
'xing'xiang 行像
'xing'xiang 行相
'xing'xiang 性相
'xing'xiang'er'zong 性相二宗
'xing'xiu 行秀
'xing'xiu'jie 星宿劫
'xing'yuan 行愿
'xing'yuan 性愿
'xing'yun 行蕴
'xing'yun 星云
'xing'zhi 行智
'xing'zun 行尊
'xiong'shi'li 熊十力
'xiong'wan 熊琬
'xiong'yu'yu 熊与鱼
'xiu'chan'yao'jue 修禅要诀
'xiu'da'fang'guang'fo'hua'yan'fa'jie'guan'men 修大方广佛华严法界观门
'xiu'dao 修道
'xiu'de 修得
'xiu'de'si 修德寺
'xiu'duo'luo 修多罗
'xiu'fa 修法
'xiu'guan 修观
'xiu'huo 修惑
'xiu'jing 休静
'xiu'xi'ci'di 修习次第
'xiu'xi'zhi'guan'zuo'chan'fa'yao 修习止观坐禅法要
'xiu'xing 修行
'xiu'xing'ben'qi'jing 修行本起经
'xiu'xing'dao'di'jing 修行道地经
'xiu'yan'dao 修验道
'xiu'yang'an 修养庵
'xiu'zheng'yi 修证义
'xu'gao'seng'chuan 续高僧传
'xu'jin'fu 徐进夫
'xu'kong 虚空
'xu'kong'cang'pu'sa 虚空藏菩萨
'xu'kong'cang'pu'sa'zhen'yan 虚空藏菩萨真言
'xu'kong'zha'yan 虚空眨眼
'xu'mi'fu'shou'zhi'miao 须弥福寿之庙
'xu'mi'shan 须弥山
'xu'mi'shan'shi'ku 须弥山石窟
'xu'mi'tan 须弥坛
'xu'ming 续明
'xu'ming'yin 许明银
'xu'mo'ti'pu'sa'jing 须摩提菩萨经
'xu'wang'fen'bie 虚妄分别
'xu'wu'seng 虚无僧
'xu'xiang 续祥
'xu'ya 旭雅
'xu'yang'zhu 许洋主
'xuan'chang 玄畅
'xuan'fa'si'yi'gui 玄法寺仪轨
'xuan'fang 玄昉
'xuan'fo'tu 选佛图
'xuan'gao 玄高
'xuan'hua 宣化
'xuan'jian 宣鉴
'xuan'jue 玄觉
'xuan'kong'si 悬空寺
'xuan'lang 玄朗
'xuan'qing 玄清
'xuan'shu 宣疏
'xuan'su 玄素
'xuan'tan 玄谈
'xuan'wan 玄琬
'xuan'ying 玄应
'xuan'ying'yin'yi 玄应音义
'xuan'you 玄宥
'xuan'zang 玄奘
'xuan'ze 玄赜
'xuan'ze'ben'yuan'nian'fo'ji 选择本愿念佛集
'xuan'zheng'yuan 宣政院
'xuan'zhi'gui'ming'tan 玄旨归命坛
'xuan'zhong'si 玄中寺
'xue'chu 学处
'xue'dou'shan'zi'sheng'chan'si 雪窦山资圣禅寺
'xue'dou'si 雪窦寺
'xue'feng'si 雪峰寺
'xue'ji'bian'xing 雪霁便行
'xue'jing 血经
'xue'mai'lei'ji'ji 血脉类集记
'xue'mai'lun 血脉论
'xue'ren 学人
'xue'shan 雪山
'xue'shan'bu 雪山部
'xun'ci 寻伺
'xun'fo 寻佛
'xun'li 巡礼
'xun'liao 巡寮
'xun'lu'xiang'shu 薰陆香树
'xun'tang 巡堂
'xun'xi 熏习
'yan'bao'chuan'deng'lu 延宝传灯录
'yan'ben'yu 岩本裕
'yan'cong 彦琮
'yan'fo'tiao 严佛调
'yan'fu'shu 阎浮树
'yan'fu'si 延福寺
'yan'fu'tan'jin 阎浮檀金
'yan'ga 阏伽
'yan'jiao'er'di 言教二谛
'yan'jing 眼净
'yan'juan'ying 颜娟英
'yan'kou 焰口
'yan'li'seng'lu 延历僧录
'yan'li'si 延历寺
'yan'ming'di'zang 延命地藏
'yan'ming'fa 延命法
'yan'mo'wang 阎魔王
'yan'mou'na'he 阎牟那河
'yan'nian'zhuan'shou 延年转寿
'yan'pei 演培
'yan'po'luo'da'ye'da'te'luo 阎婆罗达耶怛特罗
'yan'shang'wen 颜尚文
'yan'shou'tang 延寿堂
'yan'yu'dao'duan 言语道断
'yan'yu'shi'xin'ling'de'tu'hua 言语是心灵的图画
'yan'zong'yang 颜宗养
'yang'bai'yi 杨白衣
'yang'dui 仰兑
'yang'hui'nan 杨惠南
'yang'jin'zhu'bai'duo'jie 央金珠白多杰
'yang'jue'duo'luo'guo 鸯掘多罗国
'yang'jue'mo'luo 央掘摩罗
'yang'jue'mo'luo'jing 央掘魔罗经
'yang'lian'zhen'jia 杨琏真加
'yang'lu'che'ding 养鸬彻定
'yang'qi'fang'hui'he'shang'yu'lu 杨岐方会和尚语录
'yang'qi'pai 杨岐派
'yang'wen'hui 杨文会
'yang'yu'wen 杨郁文
'yang'zeng'wen 杨曾文
'yang'zheng'he 杨政河
'yang'zhi'jing'shui'zan 杨枝净水赞
'yao'kong 咬空
'yao'shi 药石
'yao'shi'fo'xin'zhou 药师佛心咒
'yao'shi'guan'ding'zhen'yan 药师灌顶真言
'yao'shi'guan'ding'zhou 药师灌顶咒
'yao'shi'guang'ru'lai'xin'zhou 药师光如来心咒
'yao'shi'ji 药师偈
'yao'shi'liu'li'guang'ru'lai'ben'yuan'gong'de'jing 药师琉璃光如来本愿功德经
'yao'shi'liu'li'guang'ru'lai'guan'ding'zhen'yan 藥師琉璃光如來灌顶真言
'yao'shi'liu'li'guang'ru'lai'guan'ding'zhou 药师琉璃光如来灌顶咒
'yao'shi'ru'lai 药师如来
'yao'shi'ru'lai'zan 药师如来赞
'yao'shi'si 药师寺
'yao'shu'sao'ye 摇树扫叶
'yao'wang'pu'sa 药王菩萨
'yao'wang'si'nian'fo'tang 药王寺念佛堂
'yao'xing 姚兴
'yao'yan'zhu 要眼珠
'yao'yu'qing 姚玉庆
'ye 业
'ye'a'yue 叶阿月
'ye'bao 业报
'ye'cha 夜叉
'ye'chuan'xian'hua 夜船闲话
'ye'gan'yuan'qi 业感缘起
'ye'hu'chan 野狐禅
'ye'jing 业镜
'ye'jun 叶均
'ye'kai 冶开
'ye'lv'chu'cai 耶律楚材
'ye'man 叶曼
'ye'mo'tian 夜摩天
'ye'rou'fei'tuo 夜柔吠陀
'ye'ruo'po'qu 耶若婆佉
'ye'she 耶舍
'ye'shi'nen'me 也是恁么
'ye'shu'tuo'luo 耶输陀罗
'ye'tong 业通
'ye'xie'wo 也协沃
'ye'ya'zi 野鸭子
'ye'yi'fo'mu'xin'zhou 叶衣佛母心咒
'ye'you 夜游
'ye'zhang 业障
'ye'zhe'wen'yue 耶遮文约
'yi 意
'yi'an'xin 异安心
'yi'bei'cha 一杯茶
'yi'ben'shi'zhi 一本十支
'yi'bian 一遍
'yi'bian'shang'ren'yu'lu 一遍上人语录
'yi'bo 衣钵
'yi'bo'bu 衣钵簿
'yi'bu'zong'lun'lun 异部宗轮论
'yi'cao 义操
'yi'chan 一禅
'yi'chan'ti 一阐提
'yi'chen 义谌
'yi'cheng 一乘
'yi'cheng'jie'tan'yuan 一乘戒坛院
'yi'cheng'jue'yi'lun 一乘决疑论
'yi'cheng'si'xiang 一乘思想
'yi'cheng'xin'fa 一乘心法
'yi'cheng'yao'jue 一乘要决
'yi'cheng'yi'qie'cheng 一成一切成
'yi'cheng'yuan 一乘院
'yi'cheng'zhen'shi 一乘真实
'yi'chu 义楚
'yi'chu'yuan'chan'shi'yu'lu 一初元禅师语录
'yi'cun 义存
'yi'da'shi'yin'yuan 一大事因缘
'yi'dao'san'li 一刀三礼
'yi'de'yi'shi 一得一失
'yi'di 依地
'yi'duan'yi'qie'duan 一断一切断
'yi'duo'fa'jie 一多法界
'yi'er'shi 忆儿时
'yi'fa'jie 一法界
'yi'fa'ju 一法句
'yi'fa'yin 一法印
'yi'fen 一分
'yi'fo'shi'jie 一佛世界
'yi'fu 义福
'yi'fu'chi'fan 衣服吃饭
'yi'gen 意根
'yi'guan'bie'zhuan 一贯别传
'yi'guang'san'zun 一光三尊
'yi'gui 仪轨
'yi'ji 义寂
'yi'ji'yi'qie 一即一切
'yi'ji'zun'tuo'luo'ni'jing 一髻尊陀罗尼经
'yi'jia'yi'zong'zhi 一家一宗制
'yi'jiao'xian 一角仙
'yi'jing 译经
'yi'jing 义净
'yi'jing'san'di 一境三谛
'yi'jing'si'xin 一境四心
'yi'jing'yuan 译经院
'yi'kou'xi'jin'xi'jiang'shui 一口吸尽西江水
'yi'lai'guo 一来果
'yi'lai'xiang 一来向
'yi'lan'na'bo'fa'duo'guo 伊烂拏钵伐多国
'yi'lu'shun'feng 一路顺风
'yi'luo'bo'duo'luo'long'wang 伊罗钵多罗龙王
'yi'luo'po'na'long'xiang'wang 伊罗婆那龙象王
'yi'lv'bo'ge 伊吕波歌
'yi'mei'qi'qing'wen 一枚起请文
'yi'men'pu'men 一门普门
'yi'ming'wu'liang'yi 一名无量义
'yi'mo'bu'yi'xuan 宜默不宜喧
'yi'nang 衣囊
'yi'nian'bu'sheng 一念不生
'yi'nian'san'qian 一念三千
'yi'nian'xiang'ying 一念相应
'yi'nian'xin'jie 一念信解
'yi'nian'yi 一念义
'yi'ning 一宁
'yi'pian'cai'ye 一片菜叶
'yi'pin'bian'wu'xing 异品遍无性
'yi'qi'huo'mai 一起活埋
'yi'qie'bu'zhi'zhuo 一切不执着
'yi'qie'fa 一切法
'yi'qie'fa'gao'wang'jing 一切法高王经
'yi'qie'gong'de'zhuang'yan'wang'jing 一切功德庄严王经
'yi'qie'jie'chan 一切皆禅
'yi'qie'jie'kong 一切皆空
'yi'qie'jing 一切经
'yi'qie'jing'yin'yi 一切经音义
