'ai'er'bu'shang 哀而不伤
'wo'zhi'da'xian'yu 我之大贤与
'wu'bi 毋必
'wu'bi'wei'zhi'xue'yi 吾必谓之学矣
'wu'bu'ru'lao'nong 吾不如老农
'wu'bu'ru'lao'pu 吾不如老圃
'wu'bu'shi 吾不试
'wu'bu'tu'xing'yi'wei'zhi'guo 吾不徒行以为之椁
'wu'bu'xin'ye 吾不信也
'wu'bu'yu'guan'zhi'yi 吾不欲观之矣
'wu'bu'yu'ji 吾不与祭
'wu'bu'yu'ye 吾不与也
'wu'bu'zhi'zhi'yi 吾不知之矣
'wu'chang'zhong'ri'bu'shi 吾尝终日不食
'wu'chen'er'wei'you 无臣而为有
'wu'cong'xia 吾从下
'wu'cong'zhong 吾从众
'wu'cong'zhou 吾从周
'wu'dang 吾党
'wu'dang'you'zhi'gong'zhe 吾党有直躬者
'wu'dao 无道
'wu'dao'yi'yi'guan'zhi 吾道一以贯之
'wu'de'er'shi 吾得而食
'wu'de'er'yu'yan 无得而逾焉
'wu'e'ye 无恶也
'wu'er'chen'zhe'jie'bu'yu'ye 吾二臣者皆不欲也
'wu'fang'zheng'sheng 舞放郑声
'wu'fei'si'ren'zhi'tu'yu'er'shui'yu 吾非斯人之徒与而谁与
'wu'gan'man 无敢慢
'wu'gong'ren'zhi'e 勿攻人之恶
'wu'gu 毋固
'wu'gu'bu'fen 五谷不分
'wu'he'yi'guan'zhi'zai 吾何以观之哉
'wu'he'zhi 吾何执
'wu'hu 呜呼
'wu'jian'dao'er'si'zhe'yi 吾见蹈而死者矣
'wu'jian'qi'jin'ye 吾见其进也
'wu'jian'qi'ju'yu'wei'ye 吾见其居于位也
'wu'jian'qi'ren'yi 吾见其人矣
'wu'jian'xiao'li 无见小利
'wu'jiang'shi'yi 吾将仕矣
'wu'jiang'wen'zhi 吾将问之
'wu'ju'xia'liu'er'shan 恶居下流而讪
'wu'juan 无倦
'wu'ke'wu'bu'ke 无可无不可
'wu'kong'ji'sun'zhi'you 吾恐季孙之忧
'wu'lao'yi 吾老矣
'wu'li 吾力
'wu'ma'qi'yi'gao 巫马期以告
'wu'min'zhi'yi 务民之义
'wu'mo'ru'zhi'he'ye'yi'yi 吾末如之何也已矣
'wu'mo'ye 无莫也
'wu'nai'da'jian'hu 无乃大简乎
'wu'nai'wei'ning'hu 无乃为佞乎
'wu'neng'yan'zhi 吾能言之
'wu'ning'si'yu'er'san'zi'zhi'shou'hu 无宁死于二三子之手乎
'wu'qi 吾岂
'wu'qi'pi'fa'zuo'ren'yi 吾其被发左衽矣
'wu'qi'wei'dong'zhou'hu 吾其为东周乎
'wu'qi'ye 勿欺也
'wu'qi'yu'wen'zhi 吾其与闻之
'wu'qiu'bei'yu'yi'ren 无求备于一人
'wu'qiu'sheng'yi'hai'ren 无求生以害仁
'wu'ri'san'xing'wu'shen 吾日三省吾身
'wu'ru'yu'han 武入于汉
'wu'shao'ye'jian 吾少也贱
'wu'sheng'ren'zhi'yan 侮圣人之言
'wu'shi'er'zhi'tian'ming 五十而知天命
'wu'shi'xi'bu'shi'yi 五世希不失矣
'wu'shi'ye 无适也
'wu'shi'yi'xue'yi 五十以学易
'wu'shi'you'wu'er'zhi'yu'xue 吾十有五而志于学
'wu'shi'yu'ren 勿施于人
'wu'shui'qi 吾谁欺
'wu'suo'bu'pei 无所不佩
'wu'suo'dao'ye 无所祷也
'wu'suo'gou'er'yi 无所苟而已
'wu'suo'gui 无所归
'wu'suo'yong'xin 无所用心
'wu'wang'yue 武王曰
'wu'wei 无违
'wu'wei'chang'bu'de'jian'ye 吾未尝不得见也
'wu'wei'chang'wu'hui'yan 吾未尝无诲焉
'wu'wei'er'zhi'zhe 无为而治者
'wu'wei'jian'hao'de'ru'hao'se'zhe'ye 吾未见好德如好色者也
'wu'wei'xiao'ren'ru 无为小人儒
'wu'wen'jun'zi'bu'dang 吾闻君子不党
'wu'wen'qi'yu'yi 吾闻其语矣
'wu'wen'zhi'ye 吾闻之也
'wu'wen'zhu'fu'zi 吾闻诸夫子
'wu'wo 毋我
'wu'wu'jian'ran'yi 吾无间然矣
'wu'wu'xing'er'bu'yu'er'san'zi'zhe 吾无行而不与二三子者
'wu'wu'yi'ye 毋吾以也
'wu'wu'yin'hu'er 吾无隐乎尔
'wu'xiao'da 无小大
'wu'yi 无益
'wu'yi 毋意
'wu'yi'li 无以立
'wu'yi'li'ye 无以立也
'wu'yi'nv'wei'si'yi 吾以女为死矣
'wu'yi'shang'zhi 无以尚之
'wu'yi'wan'fang 无以万方
'wu'yi'wei'jun'zi'ye 无以为君子也
'wu'yi'wei'ye 无以为也
'wu'yi'wei'zhi 吾亦为之
'wu'yi'yan 无以言
'wu'yi'yi'fu 吾已矣夫
'wu'yi'zhi'ren'ye 无以知人也
'wu'yi'zi'wei'yi'zhi'wen 吾以子为异之问
'wu'yong'ye 无勇也
'wu'you'bu'ru'ji'zhe 无友不如己者
'wu'you'bu'ru'ji'zhe 毋友不如己者
'wu'you'bu'zu 吾犹不足
'wu'you'chang'cong'shi'yu'si'yi 吾友尝从事于斯矣
'wu'you'ji'shi'zhi'que'wen'ye 吾犹及史之阙文也
'wu'you'ren'ye 吾犹人也
'wu'you'zhang'ye 吾友张也
'wu'you'zhi'hu'zai 吾有知乎哉
'wu'yu'dian'ye 吾与点也
'wu'yu'hui'yan'zhong'ri 吾与回言终日
'wu'yu'su 无欲速
'wu'zhi'mian'fu'xiao'zi 吾知免夫小子
'wu'zhi'ye 吾止也
'wu'zhi'ye 无知也
'wu'zhi'yu'ren'ye 吾之于人也
'wu'zhi'yu'yi 吾执御矣
'wu'zi'ru'yan 毋自辱焉
'wu'zi'wei'fan'lu 吾自卫反鲁
'xi'bu'shi'yi 希不失矣
'xi'bu'zheng 席不正
'xi'er'bu'sang 奚而不丧
'xi'hu 惜乎
'xi'qi'sang 奚其丧
'xi'qi'wei'wei'zheng 奚其为为政
'xi'qi'zheng 奚其正
'xi'qu'yu'san'jia'zhi'tang 奚取于三家之堂
'xi'ru'ye 翕如也
'xi'si'ke'yi 夕死可矣
'xi'wei'yu'qiu'zhi'men 奚为于丘之门
'xi'xiang'yuan'ye 习相远也
'xi'ye 席也
'xi'yi 徙义
'xi'zhe 昔者
'xi'zhe'xian'wang'yi'wei'dong'meng'zhu 昔者先王以为东蒙主
'xi'zhe'yan'ye'wen'zhu'fu'zi'yue 昔者偃也闻诸夫子曰
'xi'zhe'you'ye'wen'zhu'fu'zi'yue 昔者由也闻诸夫子曰
'xi'zi 奚自
'xia'da'ren 狎大人
'xia'er'yin 下而饮
'xia'hou'shi'yi'song 夏后氏以松
'xia'li 夏礼
'xia'ru'shou 下如授
'xia'xue'er'shang'da 下学而上达
'xian'fan 先饭
'xian'hu'zai 贤乎哉
'xian'jin'di'shi'yi 先进第十一
'xian'jin'yu'li'yue 先进于礼乐
'xian'sheng'bing'xing'ye 先生并行也
'xian'sheng'zhuan 先生馔
'xian'shi'hou'de 先事后得
'xian'wang'zhi'dao'si'wei'mei 先王之道斯为美
'xian'wen'chi 宪问耻
'xian'wen'di'shi'si 宪问第十四
'xian'xian'yi'se 贤贤易色
'xian'xing'qi'yan 先行其言
'xian'yi 鲜矣
'xian'yi'ren 鲜矣仁
'xian'you'si 先有司
'xian'zai'hui'ye 贤哉回也
'xian'zhe'pi'shi 贤者辟世
'xian'zhe'shi'qi'da'zhe 贤者识其大者
'xian'zhi'lao'zhi 先之劳之
'xiang'dang'cheng'di'yan 乡党称弟焉
'xiang'dang'di'shi 乡党第十
'xiang'er'hou'ji 翔而后集
'xiang'fu'zi 相夫子
'xiang'li 享礼
'xiang'ren'jie'e'zhi 乡人皆恶之
'xiang'ren'jie'hao'zhi 乡人皆好之
'xiang'ren'nuo 乡人傩
'xiang'ren'yin'jiu 乡人饮酒
'xiang'wei'pi'gong 相维辟公
'xiang'ye'wu'jian'yu'fu'zi'er'wen'zhi 乡也吾见于夫子而问知
'xiang'yuan 乡原
'xiao'bu'ren'ze'luan'da'mou 小不忍则乱大谋
'xiao'che'wu'yue 小车无軏
'xiao'ci 孝慈
'xiao'da'you'zhi 小大由之
'xiao'de'chu'ru'ke'ye 小德出入可也
'xiao'di'ye'zhe 孝弟也者
'xiao'hu 孝乎
'xiao'hu'wei'xiao 孝乎惟孝
'xiao'ren'bi'er'bu'zhou 小人比而不周
'xiao'ren'bu'ke'da'shou 小人不可大受
'xiao'ren'bu'zhi'tian'ming'er'bu'wei'ye 小人不知天命而不畏也
'xiao'ren'chang'qi'qi 小人长戚戚
'xiao'ren'fan'shi 小人反是
'xiao'ren'huai'hui 小人怀惠
'xiao'ren'huai'tu 小人怀土
'xiao'ren'jiao'er'bu'tai 小人骄而不泰
'xiao'ren'nan'shi'er'yi'shuo'ye 小人难事而易说也
'xiao'ren'qiong'si'lan'yi 小人穷斯滥矣
'xiao'ren'qiu'zhu'ren 小人求诸人
'xiao'ren'tong'er'bu'he 小人同而不和
'xiao'ren'xia'da 小人下达
'xiao'ren'xue'dao'ze'yi'shi 小人学道则易使
'xiao'ren'you'yong'er'wu'yi'wei'dao 小人有勇而无义为盗
'xiao'ren'yu'yu'li 小人喻于利
'xiao'ren'zai 小人哉
'xiao'ren'zhi'de'cao 小人之德草
'xiao'ren'zhi'guo'ye 小人之过也
'xiao'zai 孝哉
'xiao'zi'he'mo'xue'fu'shi 小子何莫学夫诗
'xiao'zi'ming'gu'er 小子鸣鼓而
'xie'qiu'chang 亵裘长
'xin'dao'bu'du 信道不笃
'xin'er'hao'gu 信而好古
'xin'er'hou'jian 信而后谏
'xin'gu'ji'sheng 新谷既升
'xin'hu 信乎
'xin'jin'yu'yi 信近于义
'xin'ru'jun'bu'jun'chen'bu'chen'fu'bu'fu'zi'dun'zi 信如君不君臣不臣父不父子不子
'xin'yi'cheng'zhi 信以成之
'xin'ze'min'ren'yan 信则民任焉
'xin'ze'ren'ren'yan 信则人任焉
'xing'bi'guo 行必果
'xing'bu'du 行不笃
'xing'bu'lv'yu 行不履阈
'xing'bu'you'jing 行不由径
'xing'du'jing 行笃敬
'xing'fa'bu'zhong 刑罚不中
'xing'gua'hui 行寡悔
'xing'ji'you'chi 行己有耻
'xing'mie'guo 兴灭国
'xing'qi'yi'ye 行其义也
'xing'ren'zi'yu'xiu'shi'zhi 行人子羽修饰之
'xing'xia'zhi'shi 行夏之时
'xing'xiang'jin'ye 性相近也
'xing'xing'ru'ye 行行如也
'xing'yi'yi'da'qi'dao 行义以达其道
'xing'you'yu'li 行有馀力
'xing'yu'shi 兴于诗
'xing'zhi'yi'zhong 行之以忠
'xing'zhong'lv 行中虑
'xiong'di'ye 兄弟也
'xiong'di'yi'yi 兄弟怡怡
'xiong'fu'zhe'shi'zhi 凶服者式之
'xiu'er'bu'shi'zhe'you'yi'fu 秀而不实者有矣夫
'xiu'fei'guan 修废官
'xiu'ji'yi'an'bai'xing 修己以安百姓
'xiu'ji'yi'an'ren 修己以安人
'xiu'ji'yi'jing 修己以敬
'xiu'te 修慝
'xu'er'wei'ying 虚而为盈
'xuan'yu'zhong 选于众
'xue'er'bu'si 学而不思
'xue'er'bu'yan 学而不厌
'xue'er'di'yi 学而第一
'xue'er'shi'xi'zhi 学而时习之
'xue'er'you'ze'shi 学而优则仕
'xue'er'zhi'zhi'zhe'ci'ye 学而知之者次也
'xue'li'hu 学礼乎
'xue'qi'fang'gang 血气方刚
'xue'qi'ji'shuai 血气既衰
'xue'qi'wei'ding 血气未定
'xue'ru'bu'ji 学如不及
'xue'shi'hu 学诗乎
'xue'ye 学也
'xue'ze'bu'gu 学则不固
'xue'zhi'bu'jiang 学之不讲
'xun'lei'feng'lie'bi'bian 迅雷风烈必变
'xun'xun'ru'ye 恂恂如也
'xun'yu'zhi'yan 巽与之言
'ya'fan'gan'shi'chu 亚饭干适楚
'ya'song'ge'de'qi'suo 雅颂各得其所
'yan'bi'xin 言必信
'yan'bi'you'zhong 言必有中
'yan'bu'ji'yi 言不及义
'yan'bu'ke'bu'shen'ye'fu'zi'zhi'bu'ke'ji 言不可不慎也夫子之不可及
'yan'bu'ke'yi'ruo'shi'qi'ji'ye 言不可以若是其几也
'yan'bu'shun 言不顺
'yan'bu'zhong'xin 言不忠信
'yan'de'jian 焉得俭
'yan'de'zhi 焉得知
'yan'er'you'xin 言而有信
'yan'gua'you 言寡尤
'yan'hu 言乎
'yan'ji'zhi'er'bu'yan'wei'zhi'yin 言及之而不言谓之隐
'yan'ke'fu'ye 言可复也
'yan'ke'wu'ye 焉可诬也
'yan'lu'qing'zi'zhi'che'yi'wei'zhi'guo 颜路请子之车以为之椁
'yan'neng'shi'gui 焉能事鬼
'yan'neng'wei'wang 焉能为亡
'yan'neng'wei'you 焉能为有
'yan'neng'xi'er'bu'shi 焉能系而不食
'yan'qi'xiao 厌其笑
'yan'ran'ren'wang'er'wei'zhi 俨然人望而畏之
'yan'si'zhong 言思忠
'yan'wang 焉往
'yan'wei'ji'zhi'er'yan'wei'zhi'zao 言未及之而言谓之躁
'yan'yong'jia 焉用稼
'yan'yong'sha 焉用杀
'yan'you'guo'yi 言游过矣
'yan'yu 言语
'yan'yuan'di'shi'er 颜渊第十二
'yan'yuan'hou 颜渊后
'yan'yuan'kui'ran'tan'yue 颜渊喟然叹曰
'yan'yuan'min'zi'qian'ran'bo'niu'zhong'gong 颜渊闵子骞冉伯牛仲弓
'yan'yuan'si 颜渊死
'yan'yuan'wen'ren 颜渊问仁
'yan'yuan'wen'wei'bang 颜渊问为邦
'yan'yuan'yue 颜渊曰
'yan'zhi'bi'ke'xing'ye 言之必可行也
'yan'zhi'de'wu'ren'hu 言之得无讱乎
'yan'zhi'lai'zhe'zhi'bu'ru'jin'ye 焉知来者之不如今也
'yan'zhi'si 焉知死
'yan'zhi'xian'cai'er'ju'zhi 焉知贤才而举之
'yan'zhi'yan'shi'ye 偃之言是也
'yan'zhong'lun 言中伦
'yan'zhong'xin 言忠信
'yang'huo'di'shi'qi 阳货第十七
'yang'huo'yu'jian'kong'zi 阳货欲见孔子
'yang'yang'hu'ying'er'zai 洋洋乎盈耳哉
'yang'zhi'mi'gao 仰之弥高
'yao'shun'qi'you'bing 尧舜其犹病
'yao'shun'qi'you'bing'zhu 尧舜其犹病诸
'yao'yao'ru'ye 夭夭如也
'yao'yue 尧曰
'yao'yue'di'er'shi 尧曰第二十
'ye'gong'wen'kong'zi'yu'zi'lu 叶公问孔子于子路
'ye'gong'wen'zheng 叶公问政
'ye'gong'yu'kong'zi'yue 叶公语孔子曰
'ye'ren'ye 野人也
'ye'zai 野哉
'yi'bang'ren'cheng'zhi'yi'yue'jun'fu'ren 异邦人称之亦曰君夫人
'yi'bi'yun'pao 衣敝缊袍
'yi'bie'hu 以别乎
'yi'bu'cong'ye 亦不从也
'yi'bu'jiao'min'zhan 以不教民战
'yi'bu'ke'xing'ye 亦不可行也
'yi'bu'ru'yu'shi 亦不入于室
'yi'bu'she'su 弋不射宿
'yi'bu'shi'yan 亦不失言
'yi'cheng 以成
'yi'dan'shi 一箪食
'yi'dao'shi'jun 以道事君
'yi'de'bao'de 以德报德
'yi'de'bao'yuan 以德报怨
'yi'di'zhi'you'jun 夷狄之有君
'yi'duo'wen'yu'gua 以多问于寡
'yi'er'yi'er 已而已而
'yi'feng'ren'qing'jian 仪封人请见
'yi'fu'jin 衣夫锦
'yi'fu'shi'yin 以服事殷
'yi'gao'zhe'guo'ye 以告者过也
'yi'ge'yan'qi'zhi'ye 亦各言其志也
'yi'ge'yan'qi'zhi'ye'yi'yi 亦各言其志也已矣
'yi'ge'yan'qi'zi'ye 亦各言其子也
'yi'hu'san'zi'zhe'zhi'zhuan 异乎三子者之撰
'yi'hu'wu'suo'wen 异乎吾所闻
'yi'ji'meng'zhi'jian'dai'zhi 以季孟之间待之
'yi'jiu'you'dao 以就有道
'yi'ke 亦可
'yi'ke'yi'fu'pan'yi'fu 亦可以弗畔矣夫
'yi'ke'yi'ji'rong'yi 亦可以即戎矣
'yi'ke'yi'sheng'can'qu'sha'yi 亦可以胜残去杀矣
'yi'ke'yi'wei'cheng'ren'yi 亦可以为成人矣
'yi'kuang'tian'xia 一匡天下
'yi'li'zhi 以莅之
'yi'lin'qi'min 以临其民
'yi'min 逸民
'yi'mo'ye 抑末也
'yi'neng'wen'yu'bu'neng 以能问于不能
'yi'piao'yin 一瓢饮
'yi'qian'hou 衣前后
'yi'qing'qiu 衣轻裘
'yi'ran'hou'qu 义然后取
'yi'rang'er'sheng 揖让而升
'yi'ri'ke'ji'fu'li 一日克己复礼
'yi'ru'ye 绎如也
'yi'ru'ye 翼如也
'yi'shan'she 羿善射
'yi'si 以思
'yi'si'jun'zi 以俟君子
'yi'si'wen 疑思问
'yi'suo'yu'li 揖所与立
'yi'wei'bang'ji'ye 以为谤己也
'yi'wei'zhi'bu'yan 抑为之不厌
'yi'wu'cong'da'fu'zhi'hou 以吾从大夫之后
'yi'wu'ma'qi'er'jin'zhi 揖巫马期而进之
'yi'wu'yi'ri'chang'hu'er 以吾一日长乎尔
'yi'xi'yi'wei 亦奚以为
'yi'yan'er'ke'yi'xing'bang 一言而可以兴邦
'yi'yan'er'sang'bang 一言而丧邦
'yi'yan'yi'bi'zhi 一言以蔽之
'yi'yan'yi'wei'bu'zhi 一言以为不知
'yi'yi 益矣
'yi'yi'hu 已矣乎
'yi'yi'ke'yi'wei 抑亦可以为
'yi'yi'ru'ye 怡怡如也
'yi'yi'xian'jue'zhe 抑亦先觉者
'yi'yong'che 以雍彻
'yi'you'e'hu 亦有恶乎
'yi'you'fu'ren 以友辅仁
'yi'yu'er'lin'li'xiang'dang'hu 以与尔邻里乡党乎
'yi'yu'ren 依于仁
'yi'yu'zhi'yu 抑与之与
'yi'yue'shi'zhi'zhe'xian'yi 以约失之者鲜矣
'yi'ze'lv'zhong 亿则屡中
'yi'ze'yi'ju 一则以惧
'yi'ze'yi'xi 一则以喜
'yi'zhang 以杖
'yi'zhang'he 以杖荷
'yi'zhao'zhi'fen 一朝之忿
'yi'zhe'san'le 益者三乐
'yi'zhe'san'you 益者三友
'yi'zhe'yu 益者与
'yi'zhi'bao'yuan 以直报怨
'yi'zhi'wei'gui 绎之为贵
'yi'zhi'yi'yi 亦只以异
'yi'zhi'yu'bi 义之与比
'yi'zhi'zhi'yi 已知之矣
'yi'zhong 以忠
'yi'zu'yi'fa 亦足以发
'yin'bu'shi'qi'qin 因不失其亲
'yin'ju'fang'yan 隐居放言
'yin'ju'yi 隐居以
'yin'li 殷礼
'yin'min'zhi'suo'li'er'li'zhi 因民之所利而利之
'yin'ren'yi'bai 殷人以柏
'yin'shui 饮水
'yin'yin'ru'ye 訚訚如也
'yin'yin'yu'xia'li 殷因于夏礼
'yin'you'san'ren'yan 殷有三仁焉
'yin'zhe'ye 隐者也
'yin'zhi'yi'ji'jin 因之以饥馑
'yong'bu'zang 用不臧
'yong'bu'zu 用不足
'yong'er'gui 咏而归
'yong'er'wu'li'ze'luan 勇而无礼则乱
'yong'sui'bu'min 雍虽不敏
'yong'ye 雍也
'yong'ye'di'liu 雍也第六
'yong'zhe'bu'bi'you'ren 勇者不必有仁
'yong'zhe'bu'ju 勇者不惧
'yong'zhi'yan'ran 雍之言然
'yong'zhi'ze'xing 用之则行
'you'bi'fu'wen'yu'wo 有鄙夫问于我
'you'bi'you'fang 游必有方
'you'bian'pi 友便辟
'you'chi'qie'ge 有耻且格
'you'de'zhe'bi'you'yan 有德者必有言
'you'duo'neng'ye 又多能也
'you'duo'wen 友多闻
'you'e 有恶
'you'er'bu'chuo 耰而不辍
'you'er'bu'sun'di 幼而不孙弟
'you'fan'dian 有反坫
'you'fu'ren'yan 有妇人焉
'you'fu'xiong'zai 有父兄在
'you'guan'er'wu'guo 有棺而无椁
'you'he'jia'yan 又何加焉
'you'he'kuai'er'guo'kong'shi'zhi'men'zhe 有荷蒉而过孔氏之门者
'you'he'yuan 又何怨
'you'jiao'wu'lei 有教无类
'you'jin'shan'ye 又尽善也
'you'jing'bu'wei 又敬不违
'you'jiu'shi 有酒食
'you'ke'yu'ye 犹可逾也
'you'kong'shi'zhi 犹恐失之
'you'liang 友谅
'you'ma'zhe 有马者
'you'mei'yu'yu'si 有美玉于斯
'you'min'ren'yan 有民人焉
'you'neng'si'zhu'shi'chao 犹能肆诸市朝
'you'neng'yi'ri'yong'qi'li'yu'ren'yi'hu 有能一日用其力于仁矣乎
'you'peng'zi'yuan'fang'lai 有朋自远方来
'you'pian'ning 有便佞
'you'qi'ci'ye 又其次也
'you'qi'shi'zhi'ren'zhe 友其士之仁者
'you'rong'se 有容色
'you'ruo'dui'yue 有若对曰
'you'ruo'wu 有若无
'you'sha'shen'yi'cheng'ren 有杀身以成仁
'you'shan'rou 友善柔
'you'she'ji 有社稷
'you'sheng'zhuan 有盛馔
'you'shi 有事
'you'shi'yan'ye 有是言也
'you'shi'you'zu'zhe 有始有卒者
'you'shi'zai 有是哉
'you'shui'yuan 又谁怨
'you'suo'bu'xing 有所不行
'you'tan'tai'mie'ming'zhe 有澹台灭明者
'you'tian'zhi'bu'ke'jie'er'sheng'ye 犹天之不可阶而升也
'you'tong'hu 有恸乎
'you'wen'jun'zi'zhi'yuan'qi'zi'ye 又闻君子之远其子也
'you'xian'hu'yi 犹贤乎已
'you'xiang'zhi 又相之
'you'xin'zai 有心哉
'you'yan'hui'zhe'hao'xue 有颜回者好学
'you'yan'tan 又焉贪
'you'yan'zhe'bu'bi'you'de 有言者不必有德
'you'ye 由也
'you'ye'guo 由也果
'you'ye'jian'ren 由也兼人
'you'ye'sheng'tang'yi 由也升堂矣
'you'ye'wei'zhi 由也为之
'you'ye'wen'wen'si'xing'zhu 由也问闻斯行诸
'you'ye'yan 由也喭
'you'yi'yan'er'ke'yi'zhong'shen'xing'zhi'zhe'hu 有一言而可以终身行之者乎
'you'yu'qi'si 又欲其死
'you'yu'xiong'di 友于兄弟
'you'yu'yi 游于艺
'you'zheng 有政
'you'zhi 友直
'you'zhi 有之
'you'zhi'se 由之瑟
'you'zhi'xing'zha'ye 由之行诈也
'you'zhi'yu'ren'ye 犹之与人也
'you'zhu 有诸
'you'zi'yue 有子曰
'you'zui'bu'gan'she 有罪不敢赦
'yu'ba'bu'neng 欲罢不能
'yu'bo'yun'hu'zai 玉帛云乎哉
'yu'bu'de'shi'you'zi'ye 予不得视犹子也
'yu'cong'zheng'hu'he'you 于从政乎何有
'yu'er'bu'tan 欲而不贪
'yu'fu 与父
'yu'gua'qi'guo'er'wei'neng'ye 欲寡其过而未能也
'yu'hu'yi 浴乎沂
'yu'ji'gong'jia'er'you'tian 禹稷躬稼而有天
'yu'jie'qi'shen 欲洁其身
'yu'jin'cheng'zhi 于今称之
'yu'jun'zi'ren'ye 与君子人也
'yu'nei'er'rou'bai 鱼馁而肉败
'yu'nv'an'hu 于女安乎
'yu'peng'you'jiao 与朋友交
'yu'peng'you'jiao'er'bu'xin'hu 与朋友交而不信乎
'yu'qi'bu'sun'ye 与其不孙也
'yu'qi'jie'ye 与其洁也
'yu'qi'jin'ye 与其进也
'yu'qi'mei'yu'ao 与其媚于奥
'yu'qiu'zhi'wen 与求之问
'yu'ren'er'de'ren 欲仁而得仁
'yu'ren'gong'er'you'li 与人恭而有礼
'yu'ren'he'suo'bu'rong 于人何所不容
'yu'ren'zhong 与人忠
'yu'ru'ye 与如也
'yu'shang'da'fu'yan 与上大夫言
'yu'shi'yan'zhi'dao'yu 与师言之道与
'yu'si'er'zhe'he'xian 于斯二者何先
'yu'si'san'zhe'he'xian 于斯三者何先
'yu'si'wei'sheng 于斯为盛
'yu'si'wen'ye 于斯文也
'yu'si'yu'dao'lu'hu 予死于道路乎
'yu'su'cheng'zhe'ye 欲速成者也
'yu'su'ze'bu'da 欲速则不达
'yu'suo'fou'zhe 予所否者
'yu'wen'zi'tong'sheng'zhu'gong 与文子同升诸公
'yu'wo 于我
'yu'wo'bin 于我殡
'yu'wu'le'hu'wei'jun 予无乐乎为君
'yu'wu'yan'wu'suo'bu'shuo 于吾言无所不说
'yu'xia'dai'fu'yan 与下大夫言
'yu'xiao'zi'lv 予小子履
'yu'ye'you'san'nian'zhi'ai'yu'qi'fu'mu'hu 予也有三年之爱于其父母乎
'yu'yi'hu'he'zhe'li 与衣狐貉者立
'yu'yi'ye 与易也
'yu'yi'yi'guan'zhi 予一以贯之
'yu'you'luan'chen'shi'ren 予有乱臣十人
'yu'yu'hu'wen'zai 郁郁乎文哉
'yu'yu'ru'ye 愉愉如也
'yu'yu'wu'yan 予欲无言
'yu'yu'zhi'yan 欲与之言
'yu'zhang'ren 遇丈人
'yu'zhi'bu'ren'ye 予之不仁也
'yu'zhi'er'bu'duo'zhe 语之而不惰者
'yu'zhi'fu 与之釜
'yu'zhi'su'jiu'bai 与之粟九百
'yu'zhi'yu 与之庾
'yu'zhu'tu 遇诸途
'yuan'chi'ru'ye 远耻辱也
'yuan'hu 怨乎
'yuan'ning'ren 远佞人
'yuan'rang'yi'si 原壤夷俟
'yuan'ren'bu'fu 远人不服
'yuan'si'wei'zhi'zai 原思为之宰
'yuan'wei'xiao'xiang'yan 愿为小相焉
'yuan'xue'yan 愿学焉
'yuan'zhe'lai 远者来
'yuan'zhi'shi'jun 远之事君
'yuan'zhi'you 远之有
'yuan'zhi'ze'yuan 远之则怨
'yue'er'wei'tai 约而为泰
'yue'jie'li'yue 乐节礼乐
'yue'wo'yi'li 约我以礼
'yue'wu'wang'qi'suo'neng 月无忘其所能
'yue'zhi'yi'li 约之以礼
'yun'du'er'cang'zhu 韫椟而藏诸
'yun'zhi'qi'zhong 允执其中
'zai'bai'er'song'zhi 再拜而送之
'zai'bang'bi'da 在邦必达
'zai'bang'bi'wen 在邦必闻
'zai'bang'wu'yuan 在邦无怨
'zai'chen'jue'liang 在陈绝粮
'zai'jia'bi'da 在家必达
'zai'jia'bi'wen 在家必闻
'zai'jia'wu'yuan 在家无怨
'zai'lou'xiang 在陋巷
'zai'ren 在人
'zai'wo'chu 宰我出
'zai'wo'dui'yue 宰我对曰
'zai'wo'wen 宰我问
'zai'wo'wen'yue 宰我问曰
'zai'wo'zi'gong 宰我子贡
'zai'yu 在舆
'zai'yu'yi'ren 在予一人
'zang'wen'zhong'qi'qie'wei'zhe'yu 臧文仲其窃位者与
'zang'wu'zhong'yi'fang'qiu'wei'hou'yu'lu 臧武仲以防求为后于鲁
'zang'zhi'yi'li 葬之以礼
'zao'ci'bi'yu'shi 造次必于是
'ze'ai'jin'er'wu'xi 则哀矜而勿喜
'ze'an'zhi 则安之
'ze'bu'chu'ren 择不处仁
'ze'bu'fu'ye 则不复也
'ze'bu'ge 则不歌
'ze'bu'qi 则不弃
'ze'bu'wei 则不威
'ze'chang'wen'zhi'yi 则尝闻之矣
'ze'dai 则殆
'ze'gua'hui 则寡悔
'ze'gua'you 则寡尤
'ze'he'yi'zai 则何以哉
'ze'jian'qi'yi'yu'heng'ye 则见其倚于衡也
'ze'jiang'yan'yong'bi'xiang'yi 则将焉用彼相矣
'ze'jing 则敬
'ze'ke'lao'er'lao'zhi 择可劳而劳之
'ze'ke'wei'yun'er'yi'yi 则可谓云尔已矣
'ze'ke'yi 则可矣
'ze'li'yue'bu'xing 则礼乐不兴
'ze'li'yue'zheng'fa'zi'tian'zi'chu 则礼乐征伐自天子出
'ze'li'yue'zheng'fa'zi'zhu'hou 则礼乐征伐自诸侯
'ze'min 则民
'ze'min'bu'jing 则民不敬
'ze'min'bu'tou 则民不偷
'ze'min'fu 则民服
'ze'min'mo'gan'bu'jing 则民莫敢不敬
'ze'min'mo'gan'bu'yong'qing 则民莫敢不用情
'ze'min'wu'suo'cuo'shou'zu 则民无所错手足
'ze'min'xing'yu'ren 则民兴于仁
