'ai'er'bu'shang 哀而不伤
'ze'wu'neng'zheng'zhi'yi 则吾能征之矣
'ze'wu'qi'gan 则吾岂敢
'ze'wu'wei'zhi'you'de 则吾未之有得
'ze'xing'fa 则刑罚
'ze'yan'bu'xun 则言不训
'ze'yi'xue'wen 则以学文
'ze'you'si'cun 则有司存
'ze'you'yue 则又曰
'ze'yu 则愚
'ze'yue 则曰
'ze'zhi 则知
'ze'zhong 则忠
'zei'fu'ren'zhi'zi 贼夫人之子
'zeng'zi'yan'yue 曾子言曰
'zeng'zi'you'ji 曾子有疾
'zeng'zi'yue 曾子曰
'zha 诈
'zhan 战
'zhan'zhan'jing'jing 战战兢兢
'zhan'zhi'zai'qian 瞻之在前
'zhang'kou'qi'jing 杖叩其胫
'zhang'zhe'chu 杖者出
'zhao'hu'si'zhi 召忽死之
'zhao'men'di'zi'yue 召门弟子曰
'zhao'wen'dao 朝闻道
'zhe 者
'zheng 政
'zheng'shi 政事
'zheng'wei'di'zi'bu'neng'xue'ye 正唯弟子不能学也
'zheng'yan'se 正颜色
'zheng'ye 正也
'zheng'zhe 政者
'zhi 之
'zhi 止
'zhi 知
'zhi'er'wu'li'ze'jiao 直而无礼则绞
'zhi'gui 执圭
'zhi'hao 之好
'zhi'he'er'he 知和而和
'zhi'li 执礼
'zhi'li 知礼
'zhi'qi'ren 知其仁
'zhi'qi'shuo'zhe'zhi'yu'tian'xia'ye 知其说者之於天下也
'zhi'qi'zhang 指其掌
'zhi'ren 知人
'zhi'san'zi'gao 之三子告
'zhi'she'hu 执射乎
'zhi'sheng'wen'ze'ye 质胜文则野
'zhi'shi'jing 执事敬
'zhi'sui 执绥
'zhi'wo'zhe 知我者
'zhi'xian'cai'er'ju'zhi 知贤才而举之
'zhi'yi'bang 之一邦
'zhi'you'wen'ye 质犹文也
'zhi'yu'dao 志於道
'zhi'yu'dao 至於道
'zhi'yu'hu 执御乎
'zhi'yu'lu 至於鲁
'zhi'yu'quan'ma 至於犬马
'zhi'yu'ta'bang 至於他邦
'zhi'zai'qi'zhong'yi 直在其中矣
'zhi'zhe'bu'huo 知者不惑
'zhi'zhe'dong 知者动
'zhi'zhe'le 知者乐
'zhi'zhe'le'shui 知者乐水
'zhi'zhe'li'ren 知者利仁
'zhi'zheng 之政
'zhi'zhi'ci'ye 知之次也
'zhi'zhi'er'hao 质直而好
'zhi'zhi'wei'zhi'zhi 知之为知之
'zhi'zhi'zhe'bu'ru'hao'zhi'zhe 知之者不如好之者
'zhi'zhi'zhe'yi'yu'shi 之直者异於是
'zhi'zhong 之中
'zhi'zong'miao 治宗庙
'zhong 忠
'zhong'dao'er'fei 中道而废
'zhong'gao'er'shan'dao'zhi 忠告而善道之
'zhong'gong 仲弓
'zhong'gong'wei'li'shi'zai 仲弓为李氏宰
'zhong'gong'wen 仲弓问
'zhong'gong'wen'zi'sang'bo'zi 仲弓问子桑伯子
'zhong'gong'yue 仲弓曰
'zhong'guo'shu'dian 中国书店
'zhong'ren'yi'shang 中人以上
'zhong'ren'yi'xia 中人以下
'zhong'shu 仲叔
'zhong'shu'er'yi'yi 忠恕而已矣
'zhong'yan 忠焉
'zhong'yi 忠矣
'zhong'yi'qin 忠以勤
'zhong'yong'zhi'wei'de'ye 中庸之为德也
'zhong'you 仲由
'zhong'you'ke'shi'cong'zheng'ye'yu 仲由可使从政也与
'zhou 周
'zhou 舟
'zhou'jian'yu'er'dai 周监於二代
'zhou'ren'yi'li 周人以栗
'zhou'zhi'de 周之德
'zhu'zhong'xin 主忠信
'zhui'yuan 追远
'zhuo'er 卓尔
'zi 子
'zi'bu'yu'guai 子不语怪
'zi'chan 子产
'zi'chu 子出
'zi'diao'er'bu'gang 子钓而不纲
'zi'dun'zi 子不子
'zi'fu'jing'bo'yi'gao 子服景伯以告
'zi'gao'zhi'yue 子告之曰
'zi'gong 子贡
'zi'gong'fang'ren 子贡方人
'zi'gong'wen 子贡问
'zi'gong'wen'jun'zi 子贡问君子
'zi'gong'wen'yue 子贡问曰
'zi'gong'yu'qu'gao'zhi'xi'yang 子贡欲去告之饩羊
'zi'gong'yue 子贡曰
'zi'gu'jie'you'si 自古皆有死
'zi'gu'qiong 子固穷
'zi'han'di'jiu 子罕第九
'zi'han'yan 子罕言
'zi'hua'shi'yu'qi 子华使於齐
'zi'ji'bing 子疾病
'zi'ji'qing'yu'wei 子击磬於卫
'zi'jian'nan'zi 子见南子
'zi'jian'qi'shuai'zhe 子见齐衰者
'zi'jiang'xi'xian 子将奚先
'zi'jing'yu'gou'du 自经於沟渎
'zi'jue'si 子绝四
'zi'kong'shi 自孔氏
'zi'ku'zhi'tong 子哭之恸
'zi'le 子乐
'zi'lu 子路
'zi'lu'bu'dui 子路不对
'zi'lu'bu'shuo 子路不说
'zi'lu'di'shi'san 子路第十三
'zi'lu'dui'yue 子路对曰
'zi'lu'gong'zhi 子路共之
'zi'lu'qing'dao 子路请祷
'zi'lu'shi'men'ren'wei'chen 子路使门人为臣
'zi'lu'shi'zi'gao'wei'fei'zai 子路使子羔为费宰
'zi'lu'shuai'er'er'dui 子路率尔而对
'zi'lu'su'yu'shi'men 子路宿於石门
'zi'lu'wen 子路问
'zi'lu'wen'yue 子路问曰
'zi'lu'wen'zhi'xi 子路闻之喜
'zi'lu'wu'su'nuo 子路无宿诺
'zi'lu'you'wen 子路有闻
'zi'lu'yu'li'sun 子路於李孙
'zi'lu'yue 子路曰
'zi'lu'yun'jian'yue 子路愠见曰
'zi'lu'zhong'shen'song'zhi 子路终身诵之
'zi'qin'wen'yu'zi'gong'yue 子禽问於子贡曰
'zi'ru'tai'miao 子入太庙
'zi'shi'qi'tong'kai'shi 子使漆彤开仕
'zi'shi'wei 子适卫
'zi'shi'yu'you'sang'zhe'zhi'ce 子食於有丧者之侧
'zi'shuai'yi'zheng 子帅以正
'zi'shuo 子说
'zi'suo'ya'yan 子所雅言
'zi'tong'yi 子恸矣
'zi'tui'chao 子退朝
'zi'wei'fu'yin 子为父隐
'zi'wei'gong'ye'chang 子谓公冶长
'zi'wei'nan'rong 子谓南容
'zi'wei'ran'you'yue 子谓冉有曰
'zi'wei'shao 子谓韶
'zi'wei'wei'gong'zi'jing'shan'ju'wu 子谓卫公子荆善居屋
'zi'wei'yan'yuan'yue 子谓颜渊曰
'zi'wei'yu'kuang 子畏於匡
'zi'wei'zhong'gong 子谓仲弓
'zi'wei'zi'chan 子谓子产
'zi'wei'zi'gong'yue 子谓子贡曰
'zi'wei'zi'jian 子谓子贱
'zi'wei'zi'xia'yue 子谓子夏曰
'zi'wen 子问
'zi'wen'er'li 子温而厉
'zi'wen'zhi 子问之
'zi'wen'zhi 子闻之
'zi'wen'zhi'yue 子闻之曰
'zi'xi 子西
'zi'xi'bu'wei'zheng 子奚不为政
'zi'xia 子夏
'zi'xia'wei'ju'fu'zai 子夏为莒父宰
'zi'xia'wen'xiao 子夏问孝
'zi'xia'wen'yue 子夏问曰
'zi'xia'yue 子夏曰
'zi'xing'san'jun 子行三军
'zi'xing'shu'xiu'yi'shang 自行束修以上
'zi'yan'wei'ling'gong'zhi'wu'dao'ye 子言卫灵公之无道也
'zi'yi'gao'qiu 缁衣羔裘
'zi'yi'si'jiao 子以四教
'zi'you 子游
'zi'you'wei'wu'cheng'zai 子游为武城宰
'zi'you'wen'xiao 子游问孝
'zi'you'yue 子游曰
'zi'you'zhi'qi'shou 自牖执其手
'zi'yu'ju'jiu'yi 子欲居九夷
'zi'yu'lu'da'shi'le 子语鲁大师乐
'zi'yu'ren'ge'er'shan 子与人歌而善
'zi'yu'shi'ku 子於是哭
'zi'yue 子曰
'zi'yun 子云
'zi'zai 子在
'zi'zai'chen 子在陈
'zi'zai'chuan'shang'yue 子在川上曰
'zi'zai'qi'wen'shao 子在齐闻韶
'zi'zhang 子张
'zi'zhang'wen 子张问
'zi'zhang'wen'shan'ren'zhi'dao 子张问善人之道
'zi'zhang'wen'shi 子张问士
'zi'zhang'wen'yue 子张问曰
'zi'zhang'xue'gan'lu 子张学干禄
'zi'zhang'yue 子张曰
'zi'zhi'suo'shen 子之所慎
'zi'zhi'yan'ju 子之燕居
'zi'zhi'yu'ye 子之迂也
'zong'miao'hui'tong 宗庙会同
'zong'miao'zhi'shi 宗庙之事
'zong'zu'cheng'xiao'yan 宗族称孝焉
'zu 足
'zu'bing 足兵
'zu'dou'zhi'shi 俎豆之事
'zu'gong 足恭
'zu'ru'ye 足如也
'zu'ru'you'xun 足如有循
'zu'shi 足食
'zuan'zhi'mi'jian 钻之弥坚
'zui'yu'tian 罪於天
'zuo 作
'zuo'qiu'ming'chi'zhi 左丘明耻之
'zuo'ren'yi 左衽矣
'zuo'you'shou 左右手
'zuo'zhe'qi 作者七
