'ai'ai'fu'mu 哀哀父母
'xiong'di'ju'lai 兄弟具来
'xiong'di'kong'huai 兄弟孔怀
'xiong'di'qiu'yi 兄弟求矣
'xiong'di'sheng'jiu 兄弟甥舅
'xiong'di'wu'yuan 兄弟无远
'xiong'di'xi'yu'qiang 兄弟阋于墙
'xiong'hu'sui'sui 雄狐绥绥
'xiong'ji'di'yi 兄及弟矣
'xiong'pi'shi'qiu 熊罴是裘
'xiong'yue 兄曰
'xiong'zhi 雄雉
'xiong'zhi'yu'fei 雄雉于飞
'xiu'er'ju'ma 修尔車马
'xiu'qi'can'zhi 休其蠶織
'xiu'wo'ge'mao 修我戈矛
'xiu'wo'jia'bing 修我甲兵
'xiu'wo'mao'ji 修我矛戟
'xiu'yi'huang'kao 休矣皇考
'xiu'you'lie'guang 休有烈光
'xiu'zhi'ping'zhi 修之平之
'xu'bin'yi'bu'wu 序賓以不侮
'xu'bin'yi'xian 序賓以賢
'xu'fang'bu'hui 徐方不回
'xu'fang'ji'lai 徐方既來
'xu'fang'ji'tong 徐方既同
'xu'fang'lai'ting 徐方來庭
'xu'fang'yi'sao 徐方繹騷
'xu'fang'zhen'jing 徐方震驚
'xu'gu'zhi'ren 續古之人
'xu'mo'ding'ming 訏謨定命
'xu'ren'you'zhi 许人尤之
'xu'ri'shi'dan 旭日始旦
'xuan'gun'chi'xi 玄袞赤舄
'xuan'gun'ji'fu 玄衮及黼
'xuan'niao 玄鸟
'xuan'tu'xiao'xiao 选徒嚣嚣
'xuan'wang'huan'bo 玄王桓撥
'xuan'zhao'yi'wen 宣昭義問
'xuan'zhe'wei'ren 宣哲维人
'xue'lang'xiao'ao 谑浪笑敖
'xue'lv'ping'ping 削屢馮馮
'xue'you'qi'xi'yu'guang'ming 學有緝熙于光明
'xun'bo'lao'zhi 郇伯劳之
'xun'er'chou'fang 詢尔仇方
'xun'fu'zhu'guo 蕈茀朱郭
'xun'mei'qie'dou 洵美且都
'xun'mei'qie'hao 洵美且好
'xun'mei'qie'ren 洵美且仁
'xun'mei'qie'wu 洵美且武
'xun'mei'qie'yi 洵美且异
'xun'xu'qie'le 洵訏且乐
'xun'you'qing'xi 洵有情兮
'xun'yu'bu'gu 讯予不顾
'xun'yu'chu'rao 詢于芻蕘
'xun'zhi'qie'hou 洵直且侯
'xun'zhi'zhan'meng 讯之占梦
'ya'ya'zi'zi 潝潝訿訿
'yan'bu'ke'shi'yi 言不可逝矣
'yan'cai'qi'chu 言采其蓫
'yan'cai'qi'fu 言采其葍
'yan'cai'qi'jue 言采其蕨
'yan'cai'qi'meng 言采其蝱
'yan'cai'qi'mo 言采其莫
'yan'cai'qi'qi 言采其杞
'yan'cai'qi'qin 言采其芹
'yan'cai'qi'sang 言采其桑
'yan'cai'qi'wei 言采其薇
'yan'cai'qi'xu 言采其藚
'yan'chang'qi'gong 言韔其弓
'yan'chou'qi'ji 言抽其棘
'yan'cong'zhi'mai 言从之迈
'yan'de'xuan'cao 焉得谖草
'yan'er'xin'hun 宴尔新婚
'yan'gao'shi'shi 言告师氏
'yan'gao'yan'gui 言告言归
'yan'guan'qi'qi 言觀其旗
'yan'guan'qi'qi 言观其旂
'yan'guan'zhi'ai 奄觀铚艾
'yan'gui'si'fu 言归斯复
'yan'ji'huang'tian 燕及皇天
'yan'ji'peng'you 燕及朋友
'yan'ji'sui'yi 言既遂矣
'yan'jiu'er'ju 言就尔居
'yan'jiu'er'su 言就尔宿
'yan'li 鰋鲤
'yan'lun'zhi'sheng 言纶之绳
'yan'min'zhi'si 言緡之丝
'yan'mo'qi'ju 言秣其驹
'yan'mo'qi'ma 言秣其马
'yan'nian'jun'zi 言念君子
'yan'ru'shun'hua 颜如舜华
'yan'ru'shun'ying 颜如舜英
'yan'ru'wo'dan 颜如渥丹
'yan'shi'suo'wan 燕師所完
'yan'shi'zhi'shi 言示之事
'yan'shou'bei'guo 奄受北国
'yan'shou'zhi'zhi 言授之縶
'yan'shu'zhi'bei 言树之背
'yan'si'qi'zong 言私其豵
'yan'ti'qi'er 言提其耳
'yan'wan'zhi'qiu 燕婉之求
'yan'xiao'yan'yan 言笑晏晏
'yan'xiao'yu'xi 燕笑语兮
'yan'xuan'yan'gui 言旋言归
'yan'yan 燕燕
'yan'yan'liang'ren 厌厌良人
'yan'yan'qi'miao 厭厭其苗
'yan'yan'ye'yin 厌厌夜饮
'yan'yan'yu'fei 燕燕于飞
'yan'yi'qi'chu 言刈其楚
'yan'yi'qi'lou 言刈其蒌
'yan'yi'xing'lu 厌浥行露
'yan'you'jiu'you 奄有九有
'yan'you'qiu'meng 奄有龜蒙
'yan'you'si'fang 奄有四方
'yan'you'xia'guo 奄有下国
'yan'you'xia'tu 奄有下土
'yan'zhi'chang'ye 言之长也
'yan'zhi'chou'ye 言之丑也
'yan'zhi'hou'yi 颜之厚矣
'yan'zhi'ru'ye 言之辱也
'yan'zhi'yu'cao 言至于漕
'yang'liu'yi'yi 杨柳依依
'yang'niu'xia'kuo 羊牛下括
'yang'niu'xia'lai 羊牛下来
'yang'qie'zhi'xi'ye 扬且之晳也
'yang'qie'zhi'yan'ye 扬且之颜也
'yang'yuan'zhi'dao 杨园之道
'yang'zhi'shui 扬之水
'yao'di'cuo'heng 約軧錯衡
'yao'he'wei'lv 殽核维旅
'yao'tiao'shu'nv 窈窕淑女
'yao'wo'hu'shang'gong 要我乎上宫
'yao'yao'cao'chong 喓喓草虫
'yao'zhi'ji'zhi 要之襋之
'yao'zhi'wo'wo 夭之沃沃
'ye'bi'nan'mu 馌彼南亩
'ye'ru'he'qi 夜如何其
'ye'wei'ai 夜未艾
'ye'wei'yang 夜未央
'ye'xiang'chen 夜乡晨
'ye'ye'zhen'dian 烨烨震电
'ye'you'man'cao 野有蔓草
'ye'you'si'lu 野有死鹿
'ye'you'si'qun 野有死麕
'yi'an'cu'lv 以按徂旅
'yi'an'yi'yu 宜岸宜狱
'yi'ao'yi'you 以敖以游
'yi'bai'qi'ma 亦白其马
'yi'bao'ming'qi'shen 以保明其身
'yi'bao'qi'shen 以保其身
'yi'bao'wo'hou'sheng 以保我後生
'yi'bi'nv'sang 猗彼女桑
'yi'bi'ping'lin 依彼平林
'yi'bi'zhu'zi 挹彼注茲
'yi'bu'huang'she 亦不遑舍
'yi'bu'nv'cong 亦不女从
'yi'bu'wo'li 亦不我力
'yi'bu'yi'yi 亦不夷懌
'yi'bu'yun'jue'wen 亦不隕厥問
'yi'chang'gong'ji 抑鬯弓忌
'yi'chao'you'zhi 一朝右之
'yi'che'qi'xiu 役车其休
'yi'chu'wan'bang 以畜万邦
'yi'ci'da'si 殪此大兕
'yi'ci'huang'fu 抑此皇父
'yi'ci'yi'xiong 以雌以雄
'yi'dai'fu'shu'shi 宜大夫庶士
'yi'diao'yu'qi 以钓于淇
'yi'ding'wang'guo 以定王国
'yi'ding'wo'wang 以定我王
'yi'du'zhou'hu 以篤周祜
'yi'dui'yu'tian'xia 以對于天下
'yi'er'che'lai 以尔车来
'yi'er'duo'fu 诒尔多福
'yi'er'gou'yuan 以尔鉤援
'yi'er'shi'jia 宜尔室家
'yi'er'zi'sun 宜尔子孙
'yi'fa'chong'yong 以伐崇墉
'yi'fa'wu'ba 壹发五豝
'yi'fa'wu'zong 壹发五豵
'yi'fa'yuan'yang 以伐远扬
'yi'fan'qi'liu 亦泛其流
'yi'fei'ke'le 亦匪克乐
'yi'fu'er'geng 亦服尔耕
'yi'fu'wu'zi 以弗无子
'yi'fu'yu'tian 亦傅于天
'yi'fu'yu'yan 弋凫与雁
'yi'ge'you'xing 亦各有行
'yi'gu'wen'wang 伊嘏文王
'yi'gu'wo'shi'nv 以穀我士女
'yi'gua'fu'zhi'li 伊寡妇之利
'yi'gui'zhao'si 以归肇祀
'yi'hao'tu'liao 以薅荼蓼
'yi'he'jue'ling 以赫厥灵
'yi'hu'wei'te 伊胡为慝
'yi'ji'bao'zi 亦既抱子
'yi'ji'cheng'xi 仪既成兮
'yi'ji'fan'ce 以极反侧
'yi'ji'gou'zhi 亦既觏止
'yi'ji'jian'zhi 亦既见止
'yi'ji'yuan'zhi 亦集爰止
'yi'jia'yi'xiang 以假以享
'yi'jian'yu'yin 宜鑒于殷
'yi'jie 猗嗟
'yi'jie'chang'xi 猗嗟昌兮
'yi'jie'jing'fu 以介景福
'yi'jie'luan'xi 猗嗟娈兮
'yi'jie'mei'shou 以介眉寿
'yi'jie'ming'xi 猗嗟名兮
'yi'jie'wo'ji'shu 以介我稷黍
'yi'jin'chou'li 以謹醜厲
'yi'jin'hun'niu 以謹惛怓
'yi'jin'jiong'yi 衣锦褧衣
'yi'jin'qian'quan 以謹繾綣
'yi'jin'wang'ji 以謹罔極
'yi'jin'wu'liang 以謹无良
'yi'jin'you'de 以近有德
'yi'jiu'kou'shi 以就口食
'yi'jiu'wang'xiong 以究王訩
'yi'ju'cu'xiang 以居徂向
'yi'ju'peng'peng 以車彭彭
'yi'ju'pi'pi 以車伾伾
'yi'ju'yi'yi 以車繹繹
'yi'jue'sun'mou 詒厥孙謀
'yi'jue'zhe'fu 懿厥哲婦
'yi'jun'yi'wang 宜君宜王
'yi'kai'bai'shi 以開百室
'yi'ke'huai'ye 伊可怀也
'yi'ke'xi'ye 亦可息也
'yi'kong'zhi'ai 亦孔之僾
'yi'kong'zhi'ai 亦孔之哀
'yi'kong'zhi'chou 亦孔之丑
'yi'kong'zhi'gu 亦孔之固
'yi'kong'zhi'hou'yi 亦孔之厚矣
'yi'kong'zhi'jia 亦孔之嘉
'yi'kong'zhi'jiang 亦孔之将
'yi'kong'zhi'mei 亦孔之痗
'yi'kong'zhi'qiong 亦孔之邛
'yi'kong'zhi'xiu 亦孔之休
'yi'kong'zhi'zhao 亦孔之炤
'yi'kuang'wang'guo 以匡王国
'yi'li'shu'zheng 以戾庶正
'yi'liu'yu'qi 亦流于淇
'yi'ma'ru'zhi'he 蓺麻如之何
'yi'min'yi'ren 宜民宜人
'yi'mo'bu'shu 以莫不庶
'yi'mo'bu'xing 以莫不兴
'yi'mo'bu'zeng 以莫不增
'yi'mo'wo'gu 亦莫我顾
'yi'mo'wo'wen 亦莫我闻
'yi'mo'wo'you 亦莫我有
'yi'nian'qiong'cang 以念穹蒼
'yi'nuo'qi'hua 猗傩其华
'yi'nuo'qi'shi 猗傩其实
'yi'nuo'qi'zhi 猗傩其枝
'yi'qi 伊戚
'yi'qi'er'jue 以祈尔爵
'yi'qi'fu'nv 亦其福女
'yi'qi'fu'zi 以其妇子
'yi'qi'gan'yu 以祈甘雨
'yi'qi'huang'gou 以祈黃耇
'yi'qi'jia'ren 宜其家人
'yi'qi'jia'shi 宜其家室
'yi'qi'jiang'xue 伊其将谑
'yi'qi'jie'gui 以其介圭
'yi'qi'qi'mao 以启其毛
'yi'qi'shi'jia 宜其室家
'yi'qi'xia'fu 宜其遐福
'yi'qi'xiang'xue 伊其相谑
'yi'qi'xing'hei 以其骍黑
'yi'qi'yu'jin 以迄于今
'yi'qi'zai'jing 依其在京
'yi'qia'bai'li 以洽百礼
'yi'qia'bai'li 以洽百禮
'yi'qing'kong'ji 抑罄控忌
'yi'ri'bu'jian 一日不见
'yi'ruo'yang'xi 抑若扬兮
'yi'shang'chu'chu 衣裳楚楚
'yi'she'yi'fang 以社以方
'yi'shi'bing'ji 抑释掤忌
'yi'shi'li'yi 亦是戾矣
'yi'shi'lv'cong 亦是率从
'yi'shi'qi'yin 以矢其音
'yi'shi'xing'wen'wang'zhi'dian 儀式刑文王之典
'yi'shi'yi'ren 以事一人
'yi'shi'yu'yu 亦施于宇
'yi'shou'fang'guo 以受方国
'yi'shui'yun'cong 伊谁云从
'yi'shui'yun'zeng 伊谁云憎
'yi'si'yi'xu 以似以續
'yi'su'zhu'fu 以速诸父
'yi'su'zhu'jiu 以速诸舅
'yi'sui'hou'lu 以绥后禄
'yi'sui'si'fang 以綏四方
'yi'sui'si'guo 以綏四国
'yi'sun'zi 詒孙子
'yi'tong'zi'qi 椅桐梓漆
'yi'tuo'yi'you 以妥以侑
'yi'wang'chu'yi 以望楚矣
'yi'wang'fu'guan 以望复关
'yi'wang'zheng'chang 以往烝尝
'yi'wei'hang'zhi 一苇杭之
'yi'wei'jiu'shi 以为酒食
'yi'wei'min'qiu 以为民逑
'yi'wei'qi'xin 以慰其心
'yi'wei'si'li 亦维斯戾
'yi'wei'wang'xiu 以为王休
'yi'wei'wo'xin 以慰我心
'yi'wei'zai'shi 伊威在室
'yi'wo'hui'qian 以我贿迁
'yi'wo'lai'mou 貽我來牟
'yi'wo'pei'jiu 贻我佩玖
'yi'wo'qi'ming 以我齐明
'yi'wo'qin'si 以我覃耜
'yi'wo'qing'sheng 依我磬声
'yi'wo'tong'guan 贻我彤管
'yi'wo'wei'wo'hao'xi 揖我谓我好兮
'yi'wo'wei'wo'xuan'xi 揖我谓我儇兮
'yi'wo'wei'wo'zang'xi 揖我谓我臧兮
'yi'wo'wo'jiao 贻我握椒
'yi'wo'yu'qiong 以我御穷
'yi'wu'hui'nu 宜无悔怒
'yi'wu'pei'wu'qing 以无陪无卿
'yi'xi 噫嘻
'yi'xi'cheng'wang 噫嘻成王
'yi'xian'qi'xing 以先启行
'yi'xian'zu'shou'ming 以先祖受命
'yi'xiang'yi'si 以享以祀
'yi'xiao'yi'xiang 以孝以享
'yi'xie'wo'you 以写我忧
'yi'xin'yi'zheng 以薪以蒸
'yi'xing'si'sui 以興嗣歲
'yi'xing'wen'wang 儀刑文王
'yi'xiong'yi'di 宜兄宜弟
'yi'xiu'wo'rong 以修我戎
'yi'xu'gua'ren 以勖寡人
'yi'ya'yi'nan 以雅以南
'yi'yan'jia'zhi 弋言加之
'yi'yan'le'jia'bin'zhi'xin 以燕乐嘉宾之心
'yi'yan'tian'zi 以燕天子
'yi'yan'yi'zi 以燕翼子
'yi'yan'yin'jiu 宜言饮酒
'yi'yan'zai 已焉哉
'yi'yao'qi'yu 熠耀其羽
'yi'yao'xiao'xing 熠耀宵行
'yi'yi'da'shen 亦已大甚
'yi'yi'liang'shan 奕奕梁山
'yi'yi'qi'da 驛驛其达
'yi'yi'qi'yin 曀曀其阴
'yi'yi'qin'miao 奕奕寝庙
'yi'yi'wei'yi 抑抑威儀
'yi'yi'xi 揖揖兮
'yi'yi'yan'zai 亦已焉哉
'yi'yi'yu'dong 亦以御冬
'yi'yin'yi'yi 以引以翼
'yi'yin'yi'yu 以阴以雨
'yi'yong'jin'xi 以永今夕
'yi'yong'jin'zhao 以永今朝
'yi'yong'zhong'yu 以永終譽
'yi'you'gao'lin 亦有高廩
'yi'you'he'geng 亦有和羹
'yi'you'he'qiu 亦又何求
'yi'you'si'rong 亦有斯容
'yi'you'wen'mu 亦右文母
'yi'you'xiong'di 亦有兄弟
'yi'yu'bin'ke 以御宾客
'yi'yu'hu'di 伊于胡厎
'yi'yu'ji'mao 亦聿既耄
'yi'yu'lai'xi 伊余来塈
'yi'yu'luan'xi 以御乱兮
'yi'yu'mu'qiu 猗于亩丘
'yi'yu'na'yu 猗与那与
'yi'yu'qi'ju 猗与漆沮
'yi'yu'qi'pu 依于其蒲
'yi'yu'tian'zu 以御田祖
'yi'yu'wu'qi 逸豫无期
'yi'yu'yu'jia'bang 以御于家邦
'yi'yue'bu'jian 以龠不僭
'yi'yue'san'jie 一月三捷
'yi'yun'ke'shi 亦云可使
'yi'zai'che'xia 亦在车下
'yi'zeng'shen'bo 以贈申伯
'yi'zhao'chou'zhi 一朝酬之
'yi'zhao'xiang'zhi 一朝飨之
'yi'zhe'zhi'lai 壹者之来
'yi'zhi'qi'ma 以縶其马
'yi'zhi'qi'zhang 以峙其粻
'yi'zhi'ren'shu 蓺之荏菽
'yi'zhi'ri'bi'fa 一之日觱发
'yi'zhi'ri'yu'hao 一之日于貉
'yi'zhi'wei'ji 亦職维疾
'yi'zhi'yi'mai'mu 益之以霡霂
'yi'zhi'yi'yi 亦祗以异
'yi'zhong'jiao'xi 猗重较兮
'yi'zong'song'ji 抑纵送忌
'yi'zou'er'shi 以奏尔时
'yi'zou'fu'gong 以奏肤公
'yi'zu'er'si 以诅尔斯
'yi'zui'ri'fu 壹醉日富
'yi'zuo'er'bao 以作尔寶
'yi'zuo'er'yong 以作尔庸
'yi'zuo'liu'shi 以作六师
'yi'zuo'rong'pi 以佐戎辟
'yi'zuo'tian'zi 以佐天子
'yin'bu'yong'jiu 殷不用旧
'yin'ci'xu'yi 饮此湑矣
'yin'jian'bu'yuan 殷鑒不遠
'yin'jian'yu'mi 饮饯于祢
'yin'jian'yu'yan 饮饯于言
'yin'jiu'kong'jia 饮酒孔嘉
'yin'jiu'kong'xie 饮酒孔偕
'yin'jiu'le'qi 饮酒乐岂
'yin'jiu'wen'ke 饮酒温克
'yin'jiu'zhi'yu 饮酒之饫
'yin'qi'lei 殷其雷
'yin'qi'ying'yi 殷其盈矣
'yin'shang'zhi'lv 殷商之旅
'yin'shi'bai'man 因时百蠻
'yin'shi'da'shi 尹氏大师
'yin'shi'fu'min 殷士膚敏
'yin'shi'xie'ren 因是謝人
'yin'shou'ming'xian'yi 殷受命咸宜
'yin'wu 殷武
'yin'xin'ze'you 因心則友
'yin'yi'qi'bo 因以其伯
'yin'yin'wu'xu 阴靷鋈续
'yin'yu'gao'zhi 阴雨膏之
'yin'yu'zhu'you 饮御诸友
'yin'zhi'shi'zhi 饮之食之
'yin'zhi'wei'sang'shi 殷之未喪師
'ying'hou'shun'de 应侯順德
'ying'men'jiang'jiang 应門將將
'ying'qi'ming'yi 嘤其鸣矣
'ying'tian'xuan'gu 应田縣鼓
'ying'ying'bai'yun 英英白云
'ying'ying'qing'ying 营营青蝇
'yong'feng 鄘风
'yong'gu'you'yi 庸鼓有斁
'yong'guan'jue'cheng 永觀厥成
'yong'jie'bu'yu 用戒不虞
'yong'jie'rong'zuo 用戒戎作
'yong'shi'fu'gao 永矢弗告
'yong'shi'fu'guo 永矢弗过
'yong'shi'fu'xuan 永矢弗谖
'yong'shi'ke'xiao 永世克孝
'yong'ti'man'fang 用逖蠻方
'yong'xi'er'ji 永锡尔极
'yong'xi'er'lei 永錫尔類
'yong'xi'er'zhi 用錫尔祉
'yong'xi'nan'lao 永錫难老
'yong'xi'zuo'yin 永錫祚胤
'yong'yan'bao'zhi 永言保之
'yong'yan'pei'ming 永言配命
'yong'yan'xiao'si 永言孝思
'yong'yi'wei'hao'ye 永以为好也
'yong'yong'ang'ang 颙颙卬卬
'yong'yong'jie'jie 雍雍喈喈
'yong'yong'ming'yan 雍雍鸣雁
'yong'yong'zai'gong 雍雍在宮
'yong'yue'yong'bing 踊跃用兵
'yong'zhi'you'zhi 泳之游之
'you'ban'qi'shou 有颁其首
'you'bei'bu'shou 有北不受
'you'bi 有駜
'you'bi'qi'xiang 有飶其香
'you'bi'you'bi 有駜有駜
'you'bian'si'shi 有扁斯石
'you'cang'cong'heng 有玱葱珩
'you'che'lin'lin 有车邻邻
'you'che'luan'biao 輶车鸾镳
'you'chu'qi'cheng 有俶其城
'you'ci'wu'gong 有此武功
'you'cui'zhe'yuan 有漼者渊
'you'dao'you'ju 有稻有秬
'you'dun'gua'ku 有敦瓜苦
'you'duo'zhi'du 有杕之杜
'you'fei'jun'zi 有匪君子
'you'fen'qi'shi 有蕡其实
'you'geng'jin'yi 由庚今佚
'you'gu 有瞽
'you'gu'you'gu 有瞽有瞽
'you'guang'you'kui 有洸有溃
'you'guo'an'an 攸馘安安
'you'he'yu'zhi 又何予之
'you'he'zai'lin 有鹤在林
'you'hu 有狐
'you'hu'sui'sui 有狐绥绥
'you'huai'er'ren 有怀二人
'you'huai'yu'wei 有怀于卫
'you'huan'xie'qu 游环胁驱
'you'huang'shang'di 有皇上帝
'you'hui'qi'xing 有嘒其星
'you'ji'wei'jiao 有集维鷮
'you'ji'you'shu 有稷有黍
'you'ji'you'tang 有纪有堂
'you'jian'jia'shi 有践家室
'you'jiao'qi'xin 有椒其馨
'you'jie'qi'suo 有截其所
'you'jie'you'zhi 攸介攸止
'you'jiong'yin'yu 又窘阴雨
'you'jiu'xu'wo 有酒湑我
'you'ju'ji'bi 有捄棘匕
'you'ju'qi'jiao 有捄其角
'you'ju'tian'bi 有捄天毕
'you'juan'zhe'a 有卷者阿
'you'jue'de'xing 有覺德行
'you'jue'qi'ying 有觉其楹
'you'ke 有客
'you'ke'shuo'ye 犹可说也
'you'ke'su'su 有客宿宿
'you'ke'xin'xin 有客信信
'you'ke'you'ke 有客有客
'you'kong'da'gu 有空大穀
'you'kui'zhe'bian 有頍者弁
'you'lai 犹来
'you'lai'yong'yong 有來雍雍
'you'li'ru'hu 有力如虎
'you'li'you'huang 有驪有黃
'you'liang'yu'ji 又良御忌
'you'lie'gui'quan 有冽氿泉
'you'liu'you'luo 有騮有雒
'you'liu'you'yu 有駠有鱼
'you'lu'you'fu 麀鹿攸伏
'you'lu'yu'yu 麀鹿噳噳
'you'lu'yu'yu 麀鹿麌麌
'you'lu'zhuo'zhuo 麀鹿濯濯
'you'lue'qi'si 有略其耜
'you'lun'you'ji 有伦有脊
'you'ma'bai'dian 有马白颠
'you'mao'you'hu 有貓有虎
'you'mei'yi'ren 有美一人
'you'meng'gui'sun 有饛簋飧
'you'mi'ji'ying 有瀰济盈
'you'min'kong'yi 牖民孔易
'you'ming'cang'geng 有鸣仓庚
'you'ming'ji'ji 有命既集
'you'ming'zi'tian 有命自天
'you'mu'zhi'shi'yong 有母之尸饔
'you'na'qi'ju 有那其居
'you'niao'gao'fei 有鸟高飞
'you'nv'huai'chun 有女怀春
'you'nv'pi'li 有女仳离
'you'nv'ru'tu 有女如荼
'you'nv'ru'yu 有女如玉
'you'nv'ru'yun 有女如云
'you'nv'tong'che 有女同车
'you'nv'tong'hang 有女同行
'you'peng'zhe'hu 有芃者狐
'you'ping'you'yi 有馮有翼
'you'pu'han'dan 有蒲菡萏
'you'pu'yu'he 有蒲与荷
'you'pu'yu'jian 有蒲与蕳
'you'qi'ji'nv 有齐季女
'you'qi'shi 有其实
'you'qi'you'qie 有萋有且
'you'qian'bing'yue 有虔秉鉞
'you'qiu'you'sheng 犹求友声
'you'qiu'zai'liang 有鹙在梁
'you'que'wo'qi 又缺我锜
'you'que'wo'qiang 又缺我斨
'you'que'wo'qiu 又缺我銶
'you'ren'you'lin 有壬有林
'you'ru'chong'er 褎如充耳
'you'ru'jiao'ri 有如皎日
'you'ru'zhao'gong 有如召公
'you'shan'you'wei 有鳣有鮪
'you'shang'sun'zi 有商孙子
'you'shi'bai'zhi 有豕白蹢
'you'shi'qi'ji 有实其積
'you'shi'qi'yi 有实其猗
'you'shou'bing'zhai 右手秉翟
'you'song'fang'jiang 有娀方將
'you'tan'qi'ye 有嗿其馌
'you'tian'mian'mu 有靦面目
'you'tiao'you'mei 有条有梅
'you'tu'si'shou 有兔斯首
'you'tu'yuan'yuan 有兔爰爰
'you'tuo'you'luo 有驒有駱
'you'wan'qi'te 有菀其特
'you'wan'zhe'liu 有菀者柳
'you'wen'wu'sheng 有闻无声
'you'wo'fu'mu 忧我父母
'you'wu'you'ze 有物有則
'you'xiang'zhi'dao 有相之道
'you'xiao'cui'zhi 有鸮萃止
'you'xiao'you'de 有孝有德
'you'xin'bing'bing 忧心怲怲
'you'xin'can'can 忧心惨惨
'you'xin'chong'chong 忧心忡忡
'you'xin'chuo'chuo 忧心惙惙
'you'xin'jing'jing 忧心京京
'you'xin'kong'jiu 忧心孔疚
'you'xin'lie'lie 忧心烈烈
'you'xin'mi'le 忧心靡乐
'you'xin'qi'wei 有莘其尾
'you'xin'qiao'qiao 忧心悄悄
'you'xin'qie'bei 忧心且悲
'you'xin'qie'shang 忧心且伤
'you'xin'qie'zhou 忧心且妯
'you'xin'qin'qin 忧心钦钦
'you'xin'qiong'qiong 忧心惸惸
'you'xin'ru'cheng 忧心如酲
'you'xin'ru'tan 忧心如惔
'you'xin'ru'xun 憂心如薰
'you'xin'ru'zui 忧心如醉
'you'xin'yi'yi 忧心奕奕
'you'xin'yin'yin 忧心殷殷
'you'xin'yin'yin 憂心殷殷
'you'xin'you'chong 忧心有忡
'you'xin'yu'yu 忧心愈愈
'you'xing'you'qi 有騂有騏
'you'xiong'you'pi 有熊有羆
'you'yan'qi'jie 有厭其杰
'you'yan'qi'qi 有渰萋萋
'you'yan'tian'zi 有嚴天子
'you'yan'you'yi 有严有翼
'you'yan'zi'kou 莠言自口
'you'yao'zhi'ming 有鷕雉鸣
'you'yi'jin'yi 由仪今佚
'you'yi'qi'shi 有依其士
'you'yin'you'xia 有駰有騢
'you'ying'qi'ling 有莺其领
'you'ying'qi'yu 有莺其羽
'you'you'cang'tian 悠悠苍天
'you'you'er'xiu'yi 优游尔休矣
'you'you'hao'tian 悠悠昊天
'you'you'jia'yao 又有嘉肴
'you'you'lu'ming 呦呦鹿鸣
'you'you'nan'shan 幽幽南山
'you'you'nan'xing 悠悠南行
'you'you'pei'jing 悠悠旆旌
'you'you'wo'li 悠悠我里
'you'you'wo'si 悠悠我思
'you'you'wo'xin 悠悠我心
'you'yu'bei'yuan 游于北园
'you'yu'yin'zi'tian 有虞殷自天
'you'yu'you'huang 有驈有皇
'you'zai'you'zai 优哉游哉
'you'zai'you'zai 悠哉悠哉
'you'zhan'zhi'che 有栈之车
'you'zhao'wo'you'ao 右招我由敖
'you'zhao'wo'you'fang 右招我由房
'you'zhen'qie'ye 有震且業
'you'zhi'si'hu 有秩斯祜
'you'zhi'wei'yuan 猶之未遠
'you'zhi'you'zhi 右之右之
'you'zhou'bu'xian 有周不显
'you'zhui'you'pi 有騅有駓
'you'zhuo'qi'dao 有倬其道
'you'zi'qi'ren 有子七人
'you'zui'zhi'yan 由醉之言
'yu'bao'zhi'de 欲报之德
'yu'bi'bei'lin 郁彼北林
'yu'bi'chao'yang 于彼朝陽
'yu'bi'chen'feng 鴥彼晨风
'yu'bi'fei'sun 鴥彼飞隼
'yu'bi'gao'gang 于彼高岡
'yu'bi'jiao'yi 于彼郊矣
'yu'bi'mu'yi 于彼牧矣
'yu'bi'xi'yong 于彼西雍
'yu'bi'xin'tian 于彼新田
'yu'bi'xing'liao 于彼行潦
'yu'bi'yuan'xi 于彼原隰
'yu'bin'si'guan 于豳斯館
'yu'can'sa'sao 於粲洒扫
'yu'ci'zhong'xiang 于此中乡
'yu'cun'duo'zhi 予忖度之
'yu'di'xing'yi 予弟行役
'yu'dou'yu'deng 于豆于登
'yu'er'lin'chong 与尔臨沖
'yu'fa'qu'ju 予发曲局
'yu'fu'xia'tu'fang 禹敷下土方
'yu'gong'xian'wang 于公先王
'yu'guan'jue'cheng 遹觀厥成
'yu'gui 聿归
'yu'he'bu'zang 于何不臧
'yu'he'cong'lu 于何从禄
'yu'he'qi'zhen 于何其臻
'yu'he'tang'sun 於赫汤孙
'yu'huai'duo'fu 聿懷多福
'yu'huai'ming'de 予懷明德
'yu'huang'lai'mou 於皇來牟
'yu'huang'shi'zhou 於皇时周
'yu'huang'wu'wang 於皇武王
'yu'ji'xing'yi 予季行役
'yu'jian'an'mu 於薦廣牡
'yu'jian'zhi'zhong 于涧之中
'yu'jiang'yu'li 于疆于理
'yu'jie'hu 于嗟乎
'yu'jie'hu'zou'yu 于嗟乎驺虞
'yu'jie'jiu'xi 于嗟鸠兮
'yu'jie'kuo'xi 于嗟阔兮
'yu'jie'lin'xi 于嗟麟兮
'yu'jie'nv'xi 于嗟女兮
'yu'jie'xun'xi 于嗟洵兮
'yu'jin'san'nian 于今三年
'yu'jing'si'yi 于京斯依
'yu'jue'zhi'li 于蹶之里
'yu'jun'you'sheng 遹駿有声
'yu'kou'zu'tu 予口卒瘏
'yu'lai'xu'yu 聿來胥宇
'yu'le'pi'yong 於乐辟癰
'yu'li 鱼丽
