'ai'jiu 艾灸
'xiong'zhui'jian'pan'qie'chu'ban'ban'zhui'ban'qie'chu'shu 胸椎间盘切除伴半椎板切除术
'xiong'zhui'jian'pan'qie'chu'ban'zhui'ban'qie'kai'shu 胸椎间盘切除伴椎板切开术
'xiong'zhui'jian'pan'sui'he'qie'chu'shu 胸椎间盘髓核切除术
'xiong'zhui'jian'pan'zao'ying 胸椎间盘造影
'xiong'zhui'quan'bu'jian'pan'jia'ti'zhi'ru'shu 胸椎全部间盘假体置入术
'xiong'zhui'zhi'gu'shu 胸椎植骨术
'xiong'zhui'zhui'ban'qie'chu'jian'ya'shu 胸椎椎板切除减压术
'xuan'wo'nei'yun'dong'zhi'liao 漩涡内运动治疗
'xuan'ze'xing'mi'zou'shen'jing'qie'duan'shu 选择性迷走神经切断术
'xuan'zhuan'ce'yan 旋转测验
'xuan'zhuan'pi'ban'yi'zhi'shu 旋转皮瓣移植术
'xue'guan'dao'guan'chong'xi 血管导管冲洗
'xue'guan'fen'cha'bu'wei'de'cao'zuo 血管分叉部位的操作
'xue'guan'huo'zu'zhi'jian'cha 血管活组织检查
'xue'guan'nei'chao'sheng 血管内超声
'xue'guan'nei'jin'ju'li'fang'she'zhi'liao 血管内近距离放射治疗
'xue'guan'qie'chu'ban'wen'he'shu 血管切除伴吻合术
'xue'guan're'ying'xiang'tu 血管热影像图
'xue'guan'shu'hou'chu'xie'zhi'xue'shu 血管术后出血止血术
'xue'guan'song'jie'shu 血管松解术
'xue'guan'zhi'xue'guan'tao'guan'zhi'huan'shu 血管至血管套管置换术
'xue'guan'zhi'xue'guan'tao'guan'zhi'ru'shu 血管至血管套管置入术
'xue'jiang'shu'ru 血浆输入
'xue'shuan'rong'jie'ji'shu'ru 血栓溶解剂输入
'xue'shuan'zhi'bo'li'shu 血栓痔剥离术
'xue'xiao'ban'shu'ru 血小板输入
'xue'ye'kuo'rong'ji'shu'ru 血液扩容剂输入
'xue'ye'tou'xi 血液透析
'xun'huan'fu'zhu'zhuang'zhi'qu'chu 循环辅助装置去除
'ya'cao'bing'sun'qie'chu'shu 牙槽病损切除术
'ya'cao'bu'fen'qie'chu'shu 牙槽部分切除术
'ya'cao'cheng'xing'shu 牙槽成形术
'ya'cao'gu'zhe'qie'kai'fu'wei'ban'ya'chi'gu'ding'shu 牙槽骨折切开复位伴牙齿固定术
'ya'cao'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu 牙槽骨折切开复位内固定术
'ya'cao'qie'chu'shu 牙槽切除术
'ya'cao'qie'kai'shu 牙槽切开术
'ya'cao'shen'jing'tan'cha'shu 牙槽神经探查术
'ya'cao'shen'jing'wen'he'shu 牙槽神经吻合术
'ya'cao'zhi'gu'cheng'xing'shu 牙槽植骨成形术
'ya'chi'chong'tian 牙齿充填
'ya'chi'gang'si'shuan'jie 牙齿钢丝拴结
'ya'chi'zhong'zhi 牙齿种植
'ya'chou'chu'dian'xiu'ke'zhi'liao 亚抽搐电休克治疗
'ya'gang'si'shuan'jie'qu'chu 牙钢丝拴结去除
'ya'gen'can'liu'ba'chu'shu 牙根残留拔除术
'ya'gu'ding'qiao'an'zhuang 牙固定桥安装
'ya'guan'an'zhuang 牙冠安装
'ya'guan'yan'chang'shu 牙冠延长术
'ya'huo'dong'qiao'an'zhuang 牙活动桥安装
'ya'jia'ti'qu'chu 牙假体去除
'ya'jiao'zheng'qi'an'zhuang 牙矫正器安装
'ya'jiao'zheng'qi'qu'chu 牙矫正器去除
'ya'ke'jian'cha 牙科检查
'ya'li'beng'dai'gu'ding 压力绷带固定
'ya'qi'dao'zhi'liao 氩气刀治疗
'ya'tian'se'wu'qu'chu 牙填塞物去除
'ya'tian'se'wu'zhi'huan 牙填塞物置换
'ya'yin'bing'sun'qie'chu'shu 牙龈病损切除术
'ya'yin'cheng'xing'shu 牙龈成形术
'ya'yin'fan'ban'shu 牙龈翻瓣术
'ya'yin'feng'he'shu 牙龈缝合术
'ya'yin'gou'jia'shen'shu 牙龈沟加深术
'ya'yin'huo'zu'zhi'jian'cha 牙龈活组织检查
'ya'yin'nong'zhong'qie'kai'shu 牙龈脓肿切开术
'ya'yuan'xing'he'gu'bing'sun'qie'chu'shu 牙源性颌骨病损切除术
'yan'biao'yi'wu'qu'chu 眼表异物去除
'yan'bing'sun'qie'chu'shu 眼病损切除术
'yan'bu'bing'sun'ji'guang'shao'zhuo'shu 咽部病损激光烧灼术
'yan'bu'bing'sun'qie'chu'shu 咽部病损切除术
'yan'bu'huo'zu'zhi'jian'cha 咽部活组织检查
'yan'bu'nong'zhong'qie'kai'yin'liu'shu 咽部脓肿切开引流术
'yan'bu'qie'kai'tan'cha'shu 咽部切开探查术
'yan'chao'sheng'jian'cha 眼超声检查
'yan'cheng'xing'shu 咽成形术
'yan'chong'xi 眼冲洗
'yan'dai'qie'chu'shu 眼袋切除术
'yan'di'jian'cha 眼底检查
'yan'di'xue'guan'ying'guang'zao'ying 眼底血管荧光造影
'yan'di'zhao'xiang 眼底照相
'yan'e'gong'yan'chang'cheng'xing'shu 咽腭弓延长成形术
'yan'gu'guan'chui'zhang'shu 咽鼓管吹张术
'yan'gu'guan'kuo'zhang'shu 咽鼓管扩张术
'yan'gu'guan'tong'qi'shu 咽鼓管通气术
'yan'gu'guan'zhi'guan'shu 咽鼓管置管术
'yan'gui'jiao'qu'chu'shu 眼硅胶取出术
'yan'gui'you'qu'chu'shu 眼硅油取出术
'yan'he'lin'ba'shao'zhuo'shu 咽颌淋巴烧灼术
'yan'hou'bi'xiu'bu'shu 咽后壁修补术
'yan'hou'jie'yi'wu'ci'xi'shu 眼后节异物磁吸术
'yan'hou'jie'yi'wu'qu'chu'shu 眼后节异物去除术
'yan'ji'bu'fen'qie'chu'shu 眼肌部分切除术
'yan'jian'ba'jie'mao'shu 眼睑拔睫毛术
'yan'jian'ban'ceng'ban'jian'yuan'chong'jian'shu 眼睑板层伴睑缘重建术
'yan'jian'ban'ceng'chong'jian'shu 眼睑板层重建术
'yan'jian'ban'ceng'ji'jian'yuan'lie'shang'xiu'bu'shu 眼睑板层及睑缘裂伤修补术
'yan'jian'ban'ceng'lie'shang'xiu'bu'shu 眼睑板层裂伤修补术
'yan'jian'ban'hen'qie'chu'shu 眼睑瘢痕切除术
'yan'jian'bing'sun'ban'ceng'qie'chu'shu 眼睑病损板层切除术
'yan'jian'bing'sun'po'huai'shu 眼睑病损破坏术
'yan'jian'bing'sun'qie'chu'shu 眼睑病损切除术
'yan'jian'bing'sun'quan'ceng'qie'chu'shu 眼睑病损全层切除术
'yan'jian'feng'he'hou'qie'kai'shu 眼睑缝合后切开术
'yan'jian'feng'he'shu 眼睑缝合术
'yan'jian'feng'xian'qu'chu 眼睑缝线去除
'yan'jian'huo'zu'zhi'jian'cha 眼睑活组织检查
'yan'jian'jie'mo'jian'ban'yi'zhi'chong'jian'shu 眼睑结膜睑板移植重建术
'yan'jian'lie'shang'feng'he'shu 眼睑裂伤缝合术
'yan'jian'nei'fan'feng'he'shu 眼睑内翻缝合术
'yan'jian'nei'fan'jian'lun'za'ji'chong'die'xiu'bu'shu 眼睑内翻睑轮匝肌重叠修补术
'yan'jian'nei'fan'jiao'zheng'shu 眼睑内翻矫正术
'yan'jian'nei'fan're'zhuo'xiu'bu'shu 眼睑内翻热灼修补术
'yan'jian'qie'kai'shu 岩尖切开术
'yan'jian'qie'kai'tan'cha'shu 眼睑切开探查术
'yan'jian'qie'kai'yi'wu'qu'chu'shu 眼睑切开异物取出术
'yan'jian'quan'ceng'ban'jian'yuan'chong'jian'shu 眼睑全层伴睑缘重建术
'yan'jian'quan'ceng'chong'jian'shu 眼睑全层重建术
'yan'jian'quan'ceng'ji'jian'yuan'lie'shang'xiu'bu'shu 眼睑全层及睑缘裂伤修补术
'yan'jian'quan'ceng'lie'shang'xiu'bu'shu 眼睑全层裂伤修补术
'yan'jian'quan'hou'zhi'pi'shu 眼睑全厚植皮术
'yan'jian'wai'fan'jiao'zheng'shu 眼睑外翻矫正术
'yan'jian'wai'fan'xie'xing'qie'chu'xiu'bu'shu 眼睑外翻楔形切除修补术
'yan'jian'xiao'bing'sun'qie'chu'shu 眼睑小病损切除术
'yan'jian'zhan'lian'song'jie'shu 眼睑粘连松解术
'yan'jian'zhong'hou'zhi'pi'shu 眼睑中厚植皮术
'yan'jing'jian'cha 咽镜检查
'yan'kuang'bing'sun'qie'chu'shu 眼眶病损切除术
'yan'kuang'he'ci'gong'zhen'jian'cha 眼眶核磁共振检查
'yan'kuang'huo'zu'zhi'jian'cha 眼眶活组织检查
'yan'kuang'nei'rong'wu'wan'chu'shu 眼眶内容物剜出术
'yan'kuang'nei'rong'wu'wan'chu'shu'ban'nie'ji'yi'zhi'shu 眼眶内容物剜出术伴颞肌移植术
'yan'kuang'que'sun'xiu'bu'shu 眼眶缺损修补术
'yan'kuang'zao'ying 眼眶造影
'yan'kuang'zhen'duan'xing'chou'xi 眼眶诊断性抽吸
'yan'kuo'jin'mo'qie'chu'shu 眼阔筋膜切除术
'yan'kuo'zhang'shu 咽扩张术
'yan'lou'feng'he'shu 咽瘘缝合术
'yan'lou'qie'kai'yin'liu'shu 咽瘘切开引流术
'yan'lou'xiu'bu'shu 咽瘘修补术
'yan'mao'xi'xue'guan'xian'wei'jing'jian'cha 眼毛细血管显微镜检查
'yan'nei'rong'wu'wan'chu'ban'gong'mo'nei'tian'chong 眼内容物剜出伴巩膜内填充
'yan'nei'yi'wu'ci'xi'qu'chu'shu 眼内异物磁吸取出术
'yan'nei'yi'wu'qu'chu 咽内异物去除
'yan'nei'yi'wu'qu'chu'shu 眼内异物取出术
'yan'pang'bing'sun'qie'chu'shu 咽旁病损切除术
'yan'pang'jian'xi'bing'sun'qie'chu'shu 咽旁间隙病损切除术
'yan'pang'nong'zhong'yin'liu'shu 咽旁脓肿引流术
'yan'qi'shi'qie'chu'shu 咽憩室切除术
'yan'qian'fang'bing'sun'ji'guang'qie'chu'shu 眼前房病损激光切除术
'yan'qian'fang'jiao'qie'kai'ban'yan'qian'fang'chuan'ci'shu 眼前房角切开伴眼前房穿刺术
'yan'qian'fang'yi'wu'qie'kai'qu'chu'shu 眼前房异物切开取出术
'yan'qian'fang'zhen'duan'xing'chou'xi 眼前房诊断性抽吸
'yan'qian'jie'shou'shu'shang'kou'xiu'bu'shu 眼前节手术伤口修补术
'yan'qiu'jia'ti'qu'chu 眼球假体去除
'yan'qiu'nei'rong'wu'wan'chu'shu 眼球内容物剜出术
'yan'qiu'nei'zhu'qi'shu 眼球内注气术
'yan'qiu'yun'dong'gui'ji'jian'cha 眼球运动轨迹检查
'yan'qiu'yun'dong'jian'cha 眼球运动检查
'yan'qiu'zhai'chu'ban'yi'yan'tai'zhi'ru'shu 眼球摘除伴义眼台置入术
'yan'qiu'zhai'chu'ban'yi'yan'zhi'ru'shu 眼球摘除伴义眼植入术
'yan'qiu'zhai'chu'shu 眼球摘除术
'yan'qiu'zhai'chu'shu'ban'zhi'ru'wu'zhi'ru'shu 眼球摘除术伴植入物置入术
'yan're'ying'xiang'tu 眼热影像图
'yan'shi'guan'lou'qie'chu'shu 咽食管瘘切除术
'yan'si'lie'feng'he'shu 咽撕裂缝合术
'yan'wai'ji'huo'zu'zhi'jian'cha 眼外肌活组织检查
'yan'wai'ji'lie'shang'xiu'bu'shu 眼外肌裂伤修补术
'yan'wai'ji'shou'shu'hou'xiu'zheng'shu 眼外肌手术后修正术
'yan'wai'ji'yi'wei'shu 眼外肌移位术
'yan'wai'ji'zhan'lian'song'jie'shu 眼外肌粘连松解术
'yan'wan'chu'qiang'de'er'qi'yi'zhi'wu'zhi'ru'shu 眼剜出腔的二期移植物置入术
'yan'wo'ao'xian'tian'chong'shu 眼窝凹陷填充术
'yan'wo'cheng'xing'shu 眼窝成形术
'yan'ya'ce'liang 眼压测量
'yan'ya'tiao'jie'qi'xiu'zheng'shu 眼压调节器修正术
'yan'ya'tiao'jie'qi'zai'ci'zhi'ru'shu 眼压调节器再次置入术
'yan'ya'tiao'jie'qi'zhi'ru'shu 眼压调节器置入术
'yan'yu'que'qian'xun'lian 言语缺欠训练
'yan'zhan'lian'song'jie'shu 咽粘连松解术
'yan'zhui'bing'sun'qie'chu'shu 岩锥病损切除术
'yan'zhui'qi'fang'qie'kai'shu 岩锥气房切开术
'yang'mo'jing'jian'cha 羊膜镜检查
'yang'mo'qiang'nei'guan'zhu 羊膜腔内灌注
'yang'mo'qiang'nei'zhu'she'liu'chan 羊膜腔内注射流产
'yang'mo'yi'zhi'de'jiao'mo'cheng'xing'shu 羊膜移植的角膜成形术
'yao'cong'shen'jing'feng'he'shu 腰丛神经缝合术
'yao'cong'shen'jing'song'jie'shu 腰丛神经松解术
'yao'cong'shen'jing'tan'cha'shu 腰丛神经探查术
'yao'di'bing'sun'qie'chu'shu 腰骶病损切除术
'yao'di'bu'wai'ce'heng'tu'rong'he'shu 腰骶部外侧横突融合术
'yao'di'shen'jing'hou'gen'qie'duan'shu 腰骶神经后根切断术
'yao'di'wai'ce'heng'tu'zai'rong'he'shu 腰骶外侧横突再融合术
'yao'dong'mai'shuan'sai'shu 腰动脉栓塞术
'yao'ji'bu'fen'qie'chu'shu 咬肌部分切除术
'yao'jiao'gan'shen'jing'qie'chu'shu 腰交感神经切除术
'yao'lin'ba'gan'xiao'jing'mai'wen'he'shu 腰淋巴干小静脉吻合术
'yao'ren'gong'zhui'jian'pan'fan'xiu'shu 腰人工椎间盘翻修术
'yao'ren'gong'zhui'jian'pan'jia'ti'zhi'huan'shu 腰人工椎间盘假体置换术
'yao'shan'xiu'bu'shu 腰疝修补术
'yao'wu'jing'mai'pang'lu'yi'zhi'jia'ya'liao'fa 药物静脉旁路移植加压疗法
'yao'wu'kang'fu'liao'fa 药物康复疗法
'yao'wu'pi'kang'fu'zhuan'zhen 药物癖康复转诊
'yao'wu'pi'zi'xun 药物癖咨询
'yao'wu'tuo'yin'liao'fa 药物脱瘾疗法
'yao'zhui'bing'sun'qie'chu'shu 腰椎病损切除术
'yao'zhui'bu'fen'jian'pan'jia'ti'zhi'ru'shu 腰椎部分间盘假体置入术
'yao'zhui'chuan'ci 腰椎穿刺
'yao'zhui'gu'zhe'qiu'nang'kuo'zhang'cheng'xing'shu 腰椎骨折球囊扩张成形术
'yao'zhui'he'ci'gong'zhen'jian'cha 腰椎核磁共振检查
'yao'zhui'ji'tu'jian'yao'zhui'wen'ding'qi'zhi'ru'shu 腰椎棘突间腰椎稳定器置入术
'yao'zhui'jian'pan'qie'chu'ban'ban'zhui'ban'qie'chu'shu 腰椎间盘切除伴半椎板切除术
'yao'zhui'jian'pan'qie'chu'ban'zhui'ban'qie'kai'shu 腰椎间盘切除伴椎板切开术
'yao'zhui'jian'pan'sui'he'qie'chu'shu 腰椎间盘髓核切除术
'yao'zhui'jian'pan'zao'ying 腰椎间盘造影
'yao'zhui'quan'bu'jian'pan'jia'ti'zhi'ru'shu 腰椎全部间盘假体置入术
'yao'zhui'tuo'wei'bi'he'fu'wei'shu 腰椎脱位闭合复位术
'yao'zhui'tuo'wei'qie'kai'fu'wei'nei'gu'ding'shu 腰椎脱位切开复位内固定术
'yao'zhui'tuo'wei'qie'kai'fu'wei'shu 腰椎脱位切开复位术
'yao'zhui'wai'ce'heng'tu'zai'rong'he'shu 腰椎外侧横突再融合术
'yao'zhui'zhi'gu'shu 腰椎植骨术
'yao'zhui'zhui'ban'qie'chu'jian'ya'shu 腰椎椎板切除减压术
'ye'dong'mai'gong'dong'mai'da'qiao'shu 腋动脉肱动脉搭桥术
'ye'dong'mai'gu'dong'mai'ren'gong'xue'guan'da'qiao'shu 腋动脉股动脉人工血管搭桥术
'ye'dong'mai'guo'dong'mai'ren'gong'xue'guan'da'qiao'shu 腋动脉腘动脉人工血管搭桥术
'ye'dong'mai'qiu'nang'kuo'zhang'cheng'xing'shu 腋动脉球囊扩张成形术
'ye'dong'mai'ye'dong'mai'ren'gong'xue'guan'da'qiao'shu 腋动脉腋动脉人工血管搭桥术
'ye'lin'ba'jie'qie'chu'shu 腋淋巴结切除术
'ye'shen'jing'tan'cha'shu 腋神经探查术
'ye'ti'che'shou'ke'tiao'jie'wei'shu'dai'jin'suo'shu 液体撤收可调节胃束带紧缩术
'ye'ti'guan'zhu'ke'tiao'jie'wei'shu'dai'fang'song'shu 液体灌注可调节胃束带放松术
'ye'xia'han'xian'qie'chu'shu 腋下汗腺切除术
'ye'xia'lin'ba'jie'gen'zhi'xing'qie'chu'shu 腋下淋巴结根治性切除术
'yi'chi'xiu'fu 义齿修复
'yi'dan'guan'zao'ying 胰胆管造影
'yi'dao'su'zhu'she 胰岛素注射
'yi'e'shen'jing'jie'po'huai'shu 翼腭神经节破坏术
'yi'ge'kuang'bi'jian'ya'shu 一个眶壁减压术
'yi'guan'chong'xi 胰管冲洗
'yi'guan'kong'chang'wen'he'shu 胰管空肠吻合术
'yi'guan'kuo'yue'ji'qie'kai'qu'shi'shu 胰管括约肌切开取石术
'yi'guan'tao'guan'zhi'huan 胰管套管置换
'yi'guan'zhi'jia'zhi'ru'shu 胰管支架置入术
'yi'jin'duan'qie'chu'ban'shi'er'zhi'chang'qie'chu'shu 胰近端切除伴十二指肠切除术
'yi'lou'guan'qie'chu'shu 胰瘘管切除术
'yi'qie'kai'yin'liu'shu 胰切开引流术
'yi'ti'gong'mo'yi'zhi'shu 异体巩膜移植术
'yi'ti'gu'sui'yi'zhi'shu 异体骨髓移植术
'yi'ti'ji'jian'yi'zhi'shu 异体肌腱移植术
'yi'ti'jian'ban'yi'zhi'shu 异体睑板移植术
'yi'ti'jie'mo'yi'zhi'shu 异体结膜移植术
'yi'ti'zao'xue'gan'xi'bao'yi'zhi'ban'jing'hua 异体造血干细胞移植伴净化
'yi'ti'zao'xue'gan'xi'bao'yi'zhi'shu 异体造血干细胞移植术
'yi'tiao'yan'wai'ji'hou'xi'shu 一条眼外肌后徙术
'yi'tiao'yan'wai'ji'li'duan'shu 一条眼外肌离断术
'yi'tiao'yan'wai'ji'qian'xi'shu 一条眼外肌前徙术
'yi'tiao'yan'wai'ji'suo'duan'shu 一条眼外肌缩短术
'yi'tou'ban'bu'fen'yi'ti'qie'chu'shu 胰头伴部分胰体切除术
'yi'tou'ban'shi'er'zhi'chang'qie'chu'shu 胰头伴十二指肠切除术
'yi'tou'bu'fen'qie'chu'shu 胰头部分切除术
'yi'tou'qie'chu'shu 胰头切除术
'yi'wei'ban'bu'fen'yi'ti'qie'chu'shu 胰尾伴部分胰体切除术
'yi'wei'bu'fen'qie'chu'shu 胰尾部分切除术
'yi'wei'jia'zhuang'pang'xian'qie'chu'shu 异位甲状旁腺切除术
'yi'wei'jia'zhuang'xian'qie'chu'shu 异位甲状腺切除术
'yi'wei'qie'chu'shu 胰尾切除术
'yi'wei'xiu'bu'shu 胰尾修补术
'yi'wei'yi'xian'qie'chu'shu 异位胰腺切除术
'yi'xian'bing'sun'qie'chu'shu 胰腺病损切除术
'yi'xian'bing'sun'she'pin'xiao'rong'shu 胰腺病损射频消融术
'yi'xian'bu'fen'qie'chu'shu 胰腺部分切除术
'yi'xian'chao'sheng'nei'jing'jian'cha 胰腺超声内镜检查
'yi'xian'chuan'ci'huo'zu'zhi'jian'cha 胰腺穿刺活组织检查
'yi'xian'ci'quan'qie'chu'shu 胰腺次全切除术
'yi'xian'gen'zhi'xing'qie'chu'shu 胰腺根治性切除术
'yi'xian'kong'chang'wen'he'shu 胰腺空肠吻合术
'yi'xian'nang'zhong'kong'chang'wen'he'shu 胰腺囊肿空肠吻合术
'yi'xian'nang'zhong'wei'wen'he'shu 胰腺囊肿胃吻合术
'yi'xian'nang'zhong'yin'liu'shu 胰腺囊肿引流术
'yi'xian'nang'zhong'zao'dai'shu 胰腺囊肿造袋术
'yi'xian'po'lie'xiu'bu'shu 胰腺破裂修补术
'yi'xian'qie'kai'qu'shi'shu 胰腺切开取石术
'yi'xian'quan'bu'qie'chu'shu 胰腺全部切除术
'yi'xian'shi'er'zhi'chang'qie'chu'shu 胰腺十二指肠切除术
'yi'xian'tong'zhong'yi'zhi'shu 胰腺同种移植术
'yi'xian'wei'wen'he'shu 胰腺胃吻合术
'yi'xian'xiu'bu'shu 胰腺修补术
'yi'xian'yi'ti'yi'zhi'shu 胰腺异体移植术
'yi'xian'yin'liu'guan'qu'chu 胰腺引流管去除
'yi'xian'zao'ying 胰腺造影
'yi'xian'zu'zhi'zai'zhi'ru'shu 胰腺组织再植入术
'yi'yan'er'qi'zhi'ru'shu 义眼二期置入术
'yi'yan'tai'er'qi'zhi'ru'shu 义眼台二期置入术
'yi'yan'tai'qu'chu'shu 义眼台取出术
'yi'yan'tai'xiu'zheng'shu 义眼台修正术
'yi'yang'hua'dan'liao'fa 一氧化氮疗法
'yi'yu'zi'ping'liang'biao 抑郁自评量表
'yi'zhi'shen'nang'zhong'chou'xi'shu 移植肾囊肿抽吸术
'yi'zhi'shen'qie'chu'shu 移植肾切除术
'yi'zhi'shen'shu'niao'guan'pang'guang'wen'he'shu 移植肾输尿管膀胱吻合术
'yi'zhi'shen'tan'cha'shu 移植肾探查术
'yi'zhi'shen'xiu'bu'shu 移植肾修补术
'yi'zhi'zi'ti'jia'zhuang'pang'xian'qie'chu'shu 移植自体甲状旁腺切除术
'yi'zhong'pi'fu'yi'zhi'shu 异种皮肤移植术
'yi'zhuang'dou'hai'na'shu 乙状窦还纳术
'yi'zhuang'jie'chang'bing'sun'qie'chu'shu 乙状结肠病损切除术
'yi'zhuang'jie'chang'bu'fen'qie'chu'shu 乙状结肠部分切除术
'yi'zhuang'jie'chang'dai'pang'guang'shu 乙状结肠代膀胱术
'yi'zhuang'jie'chang'gang'men'wen'he'shu 乙状结肠肛门吻合术
'yi'zhuang'jie'chang'ji'qie'kai'shu 乙状结肠肌切开术
'yi'zhuang'jie'chang'jing'jian'cha 乙状结肠镜检查
'yi'zhuang'jie'chang'lou'xiu'bu'shu 乙状结肠瘘修补术
'yi'zhuang'jie'chang'po'lie'xiu'bu'shu 乙状结肠破裂修补术
'yi'zhuang'jie'chang'qie'chu'shu 乙状结肠切除术
'yi'zhuang'jie'chang'zao'kou'bi'he'shu 乙状结肠造口闭合术
'yi'zhuang'jie'chang'zao'kou'hai'na'shu 乙状结肠造口还纳术
'yi'zhuang'jie'chang'zhi'chang'wen'he'shu 乙状结肠直肠吻合术
'yi'zhuang'nu'rou'qie'chu'ban'jiao'mo'yi'zhi'shu 翼状胬肉切除伴角膜移植术
'yi'zhuang'nu'rou'qie'chu'ban'yang'mo'zhi'pian'yi'zhi'shu 翼状胬肉切除伴羊膜植片移植术
'yi'zhuang'nu'rou'qie'chu'shu 翼状胬肉切除术
'yi'zhuang'nu'rou'qie'chu'shu'ban'si'lie'mei'su'zhu'ru 翼状胬肉切除术伴丝裂霉素注入
'yi'zhuang'nu'rou'zhuan'wei'shu 翼状胬肉转位术
'yin'cha'ting'li'shi'yan 音叉听力试验
'yin'chun'cheng'xing'shu 阴唇成形术
'yin'chun'zhan'lian'song'jie'shu 阴唇粘连松解术
'yin'dao'bi'he'shu 阴道闭合术
'yin'dao'bi'suo'qie'kai'shu 阴道闭锁切开术
'yin'dao'bing'sun'dian'qie'shu 阴道病损电切术
'yin'dao'bing'sun'qie'chu'shu 阴道病损切除术
'yin'dao'can'duan'feng'he'shu 阴道残端缝合术
'yin'dao'ce'bi'qie'kai'shu 阴道侧壁切开术
'yin'dao'chan'ke'lie'shang'feng'he'shu 阴道产科裂伤缝合术
'yin'dao'chen'jiu'xing'chan'ke'lie'shang'xiu'bu'shu 阴道陈旧性产科裂伤修补术
'yin'dao'cheng'xing'shu 阴道成形术
'yin'dao'chong'jian'shu 阴道重建术
'yin'dao'chong'xi 阴道冲洗
'yin'dao'duan'di'feng'he'shu 阴道断蒂缝合术
'yin'dao'duan'di'zhi'xue'shu 阴道断蒂止血术
'yin'dao'feng'xian'qu'chu 阴道缝线去除
'yin'dao'ge'qie'duan'shu 阴道隔切断术
'yin'dao'hou'bi'xiu'bu'shu 阴道后壁修补术
'yin'dao'hui'yin'cheng'xing'shu 阴道会阴成形术
'yin'dao'huo'zu'zhi'jian'cha 阴道活组织检查
'yin'dao'jia'chang'shu 阴道加长术
'yin'dao'jian'zao'shu 阴道建造术
'yin'dao'jin'suo'shu 阴道紧缩术
'yin'dao'jing'jian'cha 阴道镜检查
'yin'dao'kuo'zhang 阴道扩张
'yin'dao'kuo'zhang'shu 阴道扩张术
'yin'dao'lie'shang'feng'he'shu 阴道裂伤缝合术
'yin'dao'nei'yi'wu'qu'chu 阴道内异物去除
'yin'dao'nian'mo'bo'tuo'shu 阴道粘膜剥脱术
'yin'dao'qian'bi'xiu'bu'shu 阴道前壁修补术
'yin'dao'qian'hou'bi'xiu'bu'shu 阴道前后壁修补术
'yin'dao'qie'chu'shu 阴道切除术
'yin'dao'qie'kai'shu 阴道切开术
'yin'dao'qie'kai'yi'wu'qu'chu'shu 阴道切开异物取出术
'yin'dao'qie'kai'yin'liu'shu 阴道切开引流术
'yin'dao'qiong'long'xiu'bu'shu 阴道穹窿修补术
'yin'dao'tan'cha 阴道探查
'yin'dao'tian'sai 阴道填塞
'yin'dao'tian'se'wu'zhi'huan 阴道填塞物置换
'yin'dao'xia'gan'bing'sun'she'pin'xiao'rong'shu 引导下肝病损射频消融术
'yin'dao'xia'xiong'xian'bing'sun'she'pin'xiao'rong'shu 引导下胸腺病损射频消融术
'yin'dao'xia'zhai'qie'kai'shu 阴道狭窄切开术
'yin'dao'xuan'diao'shu 阴道悬吊术
'yin'dao'xue'zhong'qie'kai'yin'liu'shu 阴道血肿切开引流术
'yin'dao'yin'liu'wu'zhi'huan 阴道引流物置换
'yin'dao'zhan'lian'song'jie'shu 阴道粘连松解术
'yin'dao'zong'ge'qie'chu'shu 阴道纵隔切除术
'yin'di'cheng'xing'shu 阴蒂成形术
'yin'er'jiao'zheng'shu 隐耳矫正术
'yin'jing'ban'hen'qie'chu'shu 阴茎瘢痕切除术
'yin'jing'ban'hen'song'jie'shu 阴茎瘢痕松解术
'yin'jing'bei'jing'mai'jie'za'shu 阴茎背静脉结扎术
'yin'jing'bing'sun'qie'chu'shu 阴茎病损切除术
'yin'jing'bu'fen'qie'chu'shu 阴茎部分切除术
'yin'jing'chong'jian'shu 阴茎重建术
'yin'jing'hai'mian'ti'duan'lie'xiu'bu'shu 阴茎海绵体断裂修补术
'yin'jing'hai'mian'ti'fen'liu'shu 阴茎海绵体分流术
'yin'jing'huo'zu'zhi'jian'cha 阴茎活组织检查
'yin'jing'jian'zao'shu 阴茎建造术
'yin'jing'jiao'zhi'shu 阴茎矫直术
'yin'jing'jie'duan'zai'jie'shu 阴茎截断再接术
'yin'jing'lie'shang'feng'he'shu 阴茎裂伤缝合术
'yin'jing'nei'bu'jia'ti'qu'chu'shu 阴茎内部假体去除术
'yin'jing'qie'kai'shu 阴茎切开术
'yin'jing'quan'bu'qie'chu'shu 阴茎全部切除术
'yin'jing'wai'bu'jia'ti'an'zhuang'shu 阴茎外部假体安装术
'yin'jing'yan'chang'shu 阴茎延长术
'yin'jing'yi'wu'qu'chu 阴茎异物去除
'yin'jing'zeng'cu'shu 阴茎增粗术
'yin'jing'zhan'lian'song'jie'shu 阴茎粘连松解术
'yin'liu'guan'qu'chu'shu 引流管取出术
'yin'nang'bing'sun'qie'chu'shu 阴囊病损切除术
'yin'nang'bu'fen'qie'chu'shu 阴囊部分切除术
'yin'nang'chao'sheng'jian'cha 阴囊超声检查
'yin'nang'huo'zu'zhi'jian'cha 阴囊活组织检查
'yin'nang'lie'shang'feng'he'shu 阴囊裂伤逢合术
'yin'nang'qie'kai'tan'cha'shu 阴囊切开探查术
