'a'er'ji'li'ya 阿尔及利亚
'yin'shi'pin'lian'jie'qi 音视频连接器
'yin'shi'ren'zheng 隐式认证
'yin'shua'dian'lu'ban 印刷电路板
'yin'shua'ying'jiao 印刷迎角
'yin'si 隐私
'yin'te'er'qi'dong'dai'li 因特尔启动代理
'yin'te'wang 因特网
'yin'te'wang'chuan'zhen'xie'yi 因特网传真协议
'yin'te'wang'di'zhi'fen'pei'zu'zhi 因特网地址分配组织
'yin'te'wang'duan'xiao'xi'wang'guan 因特网短消息网关
'yin'te'wang'fen'zu'jiao'huan'xie'yi 因特网分组交换协议
'yin'te'wang'fu'wu'ti'gong'fang 因特网服务提供方
'yin'te'wang'kong'zhi'bao'wen'xie'yi 因特网控制报文协议
'yin'te'wang'liu'lan'qi 因特网浏览器
'yin'te'wang'mi'yao'jiao'huan'xie'yi 因特网密钥交换协议
'yin'te'wang'ruan'jian'xie'hui 因特网软件协会
'yin'te'wang'ti'xi'wei'yuan'hui 因特网体系委员会
'yin'te'wang'xiao'xi'jie'ru'xie'yi 因特网消息接入协议
'yin'te'wang'xie'hui 因特网协会
'yin'te'wang'xie'yi'an'quan'xing 因特网协议安全性
'yin'te'wang'xin'xi'fu'wu'xi'tong 因特网信息服务系统
'yin'te'wang'zhong'ji'jiao'tan 因特网中继交谈
'yin'te'wang'zu'guan'li'xie'yi 因特网组管理协议
'yin'tuan'dai'kuan 银团贷款
'yin'wai'jie'di 引外接地
'yin'xian 引线
'yin'xiang'qi 音响器
'yin'xiang'xiao'guo 音响效果
'yin'xin'hao'dian'ping'de'xian'zhi 音信号电平的限制
'yin'xing'zhi'shi 隐性知识
'yin'ying'qu 阴影区
'yin'ying'yin'shua 阴影印刷
'yin'yong'jian 引用键
'yin'yong'lei'xing 引用类型
'yin'yong'wan'zheng'xing 引用完整性
'yin'yong'ye 引用页
'yin'yue'bao'chi'qi 音乐保持器
'yin'yue'chang'pian 音乐唱片
'yin'yue'dian'bo 音乐点播
'yin'yue'dian'shi 音乐电视
'yin'yue'he 音乐盒
'yin'yue'ju'le'bu 音乐俱乐部
'yin'yue'li'bao 音乐礼包
'yin'yue'pin'dao 音乐频道
'yin'zhao 音罩
'yin'zhi'kong'zhi 音质控制
'yin'zi'dian'bao 印字电报
'yin'zi'zao'kong'ji 印字凿孔机
'ying'chou'fei'yong 应酬费用
'ying'da'ma 应答码
'ying'da'mo'ni'qi 应答模拟器
'ying'da'qi 应答器
'ying'da'shi'yan 应答时延
'ying'da'shi'zhan'bi 应答试占比
'ying'da'wen'jian 应答文件
'ying'da'xin'hao 应答信号
'ying'da'xin'hao'ji'fei 应答信号计费
'ying'da'xin'hao'mian'fei 应答信号免费
'ying'da'yuan'yu 应答原语
'ying'da'zhong'xin 应答中心
'ying'de'de'zun'zhong 赢得的尊重
'ying'de'zhi 赢得值
'ying'fu'zhang'kuan 应付账款
'ying'fu'zhang'kuan'ying'ji'zhang'hu 应付帐款应计帐户
'ying'fu'zhang'kuan'zhou'zhuan'tian'shu 应付账款周转天数
'ying'guang'ti 荧光体
'ying'huan'ye 硬换页
'ying'ji'chu'bei 应急储备
'ying'ji'cuo'shi 应急措施
'ying'ji'gong'zuo'zhan 应急工作站
'ying'ji'ji'chu'kuai'ji 应计基础会计
'ying'ji'jie'shou'zhang'hu 应计接收帐户
'ying'ji'kuai'ji 应计会计
'ying'ji'li'xi 应计利息
'ying'ji'lian'dong'xi'tong 应急联动系统
'ying'ji'lu'you 应急路由
'ying'ji'shi'wei'wu'xian'dian'xin'biao 应急示位无线电信标
'ying'ji'wei'hu 应急维护
'ying'ji'wei'zhi'zhi'shi'wu'xian'dian'xin'biao'dian'tai 应急位置指示无线电信标电台
'ying'ji'ye'wu 应急业务
'ying'jian 硬件
'ying'jian'bu 硬件部
'ying'jian'ce'shi'gong'cheng'shi 硬件测试工程师
'ying'jian'ce'shi'jing'li 硬件测试经理
'ying'jian'di'zhi 硬件地址
'ying'jian'fu'wei 硬件复位
'ying'jian'gong'cheng'shi 硬件工程师
'ying'jian'gu'zhang'yin'qi'de'qun'bi'se'xiao'xi 硬件故障引起的群闭塞消息
'ying'jian'huan'hui 硬件环回
'ying'jian'jian'cha 硬件检查
'ying'jian'jian'kong'qi 硬件监控器
'ying'jian'jing'li 硬件经理
'ying'jian'kai'fa 硬件开发
'ying'jian'kai'fa'jing'li 硬件开发经理
'ying'jian'ping'tai'jie'kou 硬件平台接口
'ying'jian'shi'xiao 硬件失效
'ying'jian'wo'shou 硬件握手
'ying'jian'zhong'duan 硬件中断
'ying'jiu'qi'dian'tai 营救器电台
'ying'kong'ban'cai'se'guan 影孔板彩色管
'ying'kui 盈亏
'ying'kui'ping'heng'dian 盈亏平衡点
'ying'li 应力
'ying'lv 硬铝
'ying'pan 硬盘
'ying'pan'kou'ban 硬盘扣板
'ying'pin'ren 应聘人
'ying'pin'zhe'shi'fou'shi'he 应聘者是否适合
'ying'qie'huan 硬切换
'ying'qie'huan'hong'fen'ji 硬切换宏分集
'ying'she 映射
'ying'shi'bai 硬失败
'ying'shou'huo'dong 应收活动
'ying'shou'kuan 应收款
'ying'shou'li'xi 应收利息
'ying'shou'piao'ju 应收票据
'ying'shou'zhang 应收帐
'ying'shou'zhang'kuan 应收账款
'ying'shou'zhang'kuan'huo'dong'ming'cheng 应收帐款活动名称
'ying'shou'zhang'kuan'sun'shi 应收账款损失
'ying'shou'zhang'kuan'zhang'ling 应收帐款帐龄
'ying'shou'zhang'kuan'zhou'zhuan'tian'shu 应收账款周转天数
'ying'shou'zhuan'yuan 应收专员
'ying'shu'fen'xi 赢输分析
'ying'shu'yin'du'yang'di'qu 英属印度洋地区
'ying'tong'huo 硬通货
'ying'tong'huo'dai'kuan 硬通货贷款
'ying'xiang 映像
'ying'xiang'cheng'xu 映像程序
'ying'xiang'fan'wei 影响范围
'ying'xiang'jie'guo'lei'xing 影响结果类型
'ying'xiao'ce'hua'bu 营销策划部
'ying'xiao'gan'bu'pei'xun'zhong'xin 营销干部培训中心
'ying'xiao'gong'cheng'bu 营销工程部
'ying'xiao'guan'li'ban 营销管理办
'ying'xiao'guan'li'gong'cheng'bu 营销管理工程部
'ying'xiao'guan'li'ping'tai 营销管理平台
'ying'xiao'guan'li'wei'yuan'hui 营销管理委员会
'ying'xiao'huo'dong'guan'li 营销活动管理
'ying'xiao'ji'hua 营销计划
'ying'xiao'ye'wu 营销业务
'ying'xiao'zheng'ce'yan'jiu'shi 营销政策研究室
'ying'xiao'zi'liao'guan'li'xi'tong 营销资料管理系统
'ying'xiao'zu 营销族
'ying'xing'guang'gao 硬性广告
'ying'ye'ting 营业厅
'ying'yong 应用
'ying'yong'ceng 应用层
'ying'yong'ceng'wang'guan 应用层网关
'ying'yong'cheng'xu'dui'xiang 应用程序对象
'ying'yong'cheng'xu'gong'zuo'fu'zai'guan'li'qi 应用程序工作负载管理器
'ying'yong'cheng'xu'jian'kong 应用程序监控
'ying'yong'cheng'xu'jue'se 应用程序角色
'ying'yong'cheng'xu'ruan'jian 应用程序软件
'ying'yong'chuan'song'ji'zhi 应用传送机制
'ying'yong'dai'li 应用代理
'ying'yong'dai'li'fu'wu'qi 应用代理服务器
'ying'yong'dao'dian'ye'wu 应用到点业务
'ying'yong'dao'zhong'duan 应用到终端
'ying'yong'er'jin'zhi'jie'kou 应用二进制接口
'ying'yong'fa'qi 应用发起
'ying'yong'fu'wu 应用服务
'ying'yong'fu'wu'qi 应用服务器
'ying'yong'fu'wu'qi'jin'cheng 应用服务器进程
'ying'yong'fu'wu'qi'jin'cheng'wei'hu 应用服务器进程维护
'ying'yong'fu'wu'ti'gong'shang 应用服务提供商
'ying'yong'gong'neng'shi'ti 应用功能实体
'ying'yong'gong'zuo'zu 应用工作组
'ying'yong'guo'cheng 应用过程
'ying'yong'ji'chu'mo'kuai 应用基础模块
'ying'yong'ji'fang'huo'qiang 应用级防火墙
'ying'yong'ji'rong'zai 应用级容灾
'ying'yong'ji'xun'zhi 应用级寻址
'ying'yong'jia'gou 应用架构
'ying'yong'jie'kou'mo'kuai 应用接口模块
'ying'yong'kai'fa 应用开发
'ying'yong'kai'fa'bu 应用开发部
'ying'yong'kong'zhi'fu'wu'qi 应用控制服务器
'ying'yong'luo'ji 应用逻辑
'ying'yong'luo'ji'fu'wu'qi 应用逻辑服务器
'ying'yong'ping'tai 应用平台
'ying'yong'ruan'jian'bao 应用软件包
'ying'yong'ruan'jian'bian'cheng'jie'kou 应用软件编程接口
'ying'yong'shang'xia'wen 应用上下文
'ying'yong'shang'xia'wen'xie'shang 应用上下文协商
'ying'yong'shi'ti'diao'yong 应用实体调用
'ying'yong'shu'ju'zhong'xin 应用数据中心
'ying'yong'xi'tong'zu'zhang 应用系统组长
'ying'yong'xiang'dao'fu'wu 应用向导服务
'ying'yong'xie'yi'shu'ju'dan'yuan 应用协议数据单元
'ying'yong'ye'wu'gong'neng 应用业务功能
'ying'yong'ye'wu'ti'gong'shang 应用业务提供商
'ying'yong'ye'wu'ying'she 应用业务映射
'ying'yong'zhong'jian'jian 应用中间件
'ying'yong'zi'yuan'dan'wei 应用资源单位
'ying'yu'liu 硬预留
'ying'yue'shu 硬约束
'ying'yun'bi'lv 营运比率
'ying'yun'zi'jin 营运资金
'ying'yun'zong'jian 营运总监
'ying'yun'zu'lin 营运租赁
'ying'zao'fen'wei 营造氛围
'ying'zi'ding'jia 影子定价
'yong'bu'lu'yong 永不录用
'yong'fu'bei'pin 用服备品
'yong'fu'cai'wu'chu 用服财务处
'yong'hu 用户
'yong'hu'an'li 用户案例
'yong'hu'an'quan 用户安全
'yong'hu'bian'yuan'she'bei 用户边缘设备
'yong'hu'biao'zhi 用户标识
'yong'hu'bu'fen 用户部分
'yong'hu'can'kao'shu'zi 用户参考数字
'yong'hu'can'shu'kong'zhi 用户参数控制
'yong'hu'cao'zuo'ri'zhi 用户操作日志
'yong'hu'ce'luo'ji'duan'kou 用户侧逻辑端口
'yong'hu'ce'wang'luo 用户侧网络
'yong'hu'chu'kou 用户出口
'yong'hu'chuan'zhen 用户传真
'yong'hu'cun'chu'qi 用户存储器
'yong'hu'dai'li 用户代理
'yong'hu'dai'li'fu'wu'duan 用户代理服务端
'yong'hu'dai'li'ke'hu'duan 用户代理客户端
'yong'hu'dai'li'neng'li'ji 用户代理能力集
'yong'hu'dao'ye'wu'xin'xi 用户到业务信息
'yong'hu'dao'yong'hu'xin'ling 用户到用户信令
'yong'hu'deng'lu'jiao'ben 用户登录脚本
'yong'hu'dian'bao'shu'ju'zhuan'huan'xin'hao 用户电报数据转换信号
'yong'hu'dian'hua'zhuang'zhi 用户电话装置
'yong'hu'dian'lu 用户电路
'yong'hu'ding'wei 用户定位
'yong'hu'ding'zhi'zhen'ling 用户定制振铃
'yong'hu'duan'kou'gong'neng 用户端口功能
'yong'hu'dui'lie 用户队列
'yong'hu'fang'mao 用户仿冒
'yong'hu'fen'zu'xin'dao 用户分组信道
'yong'hu'guan'li'dan'yuan 用户管理单元
'yong'hu'guan'li'gong'neng 用户管理功能
'yong'hu'guan'li'xi'tong 用户管理系统
'yong'hu'guo'cheng 用户过程
'yong'hu'guo'lv'zi'duan 用户过滤字段
'yong'hu'hao'ma 用户号码
'yong'hu'he 用户盒
'yong'hu'he'dui'biao 用户核对表
'yong'hu'ji'shu'qi 用户计数器
'yong'hu'ji'xian'qi 用户集线器
'yong'hu'jian'de'xie'yi 用户间的协议
'yong'hu'jiao'hu'jiao'ben 用户交互脚本
'yong'hu'jiao'hu'jiao'ben'fu'wu'qi 用户交互脚本服务器
'yong'hu'jiao'huan'ji'de'zhong'ji'xian'xuan 用户交换机的中继线选
'yong'hu'jiao'huan'ji'zhong'ji'xian'qun 用户交换机中继线群
'yong'hu'jie'mian'jiao'ben 用户界面脚本
'yong'hu'jie'ru'guan'li 用户接入管理
'yong'hu'jie'ru'shou'quan'mo'kuai 用户接入授权模块
'yong'hu'jie'ru'ye'wu'zi'liao 用户接入业务资料
'yong'hu'jing'he'biao'zhi'fu 用户净荷标识符
'yong'hu'jue'se 用户角色
'yong'hu'ke'bian'cheng'gong'neng 用户可编程功能
'yong'hu'kou'ling'you'xiao'qi 用户口令有效期
'yong'hu'kui'xian 用户馈线
'yong'hu'kuo'zhan'duan'kou 用户扩展端口
'yong'hu'li'shi'cao'zuo'ji'lu 用户历史操作记录
'yong'hu'man'you 用户漫游
'yong'hu'mang'xin'hao 用户忙信号
'yong'hu'mi'du 用户密度
'yong'hu'nei'rong'ji'fei'gong'neng 用户内容计费功能
'yong'hu'pei'xun'zhong'xin 用户培训中心
'yong'hu'pin'pai 用户品牌
'yong'hu'ping'mian 用户平面
'yong'hu'qing'qiu'diao'du'fu'wu'qi 用户请求调度服务器
'yong'hu'qu'deng'ji 用户区登记
'yong'hu'quan'xian 用户权限
'yong'hu'qun 用户群
'yong'hu'ren'zheng 用户认证
'yong'hu'she'bei 用户设备
'yong'hu'she'bei'neng'li 用户设备能力
'yong'hu'she'bei'ye'wu'neng'li 用户设备业务能力
'yong'hu'she'zhi'ji'yi 用户设置记忆
'yong'hu'shen'fen'biao'zhi 用户身份标识
'yong'hu'shen'fen'mo'kuai 用户身份模块
'yong'hu'sheng'ming'zhou'qi 用户生命周期
'yong'hu'shi'bie 用户识别
'yong'hu'shi'bie'ka 用户识别卡
'yong'hu'shi'hua'mang'xin'hao 用户市话忙信号
'yong'hu'shi'jian'bao'gao 用户事件报告
'yong'hu'shou'ce 用户手册
'yong'hu'shu'ju'bao'xie'yi 用户数据包协议
'yong'hu'shu'ju'ku 用户数据库
'yong'hu'shu'ju'pan'qu 用户数据盘区
'yong'hu'shu'ju'tou 用户数据头
'yong'hu'shun'xu'hao'ma 用户顺序号码
'yong'hu'suo 用户锁
'yong'hu'tai 用户态
'yong'hu'ti'shi'yin 用户提示音
'yong'hu'ti'yan 用户体验
'yong'hu'wang'luo'jie'kou 用户网络接口
'yong'hu'wang'luo'jie'ru 用户网络接入
'yong'hu'wei'zhi'wan'zheng'xing 用户位置完整性
'yong'hu'xi'tong 用户系统
'yong'hu'xian 用户线
'yong'hu'xian'jie'kou'dian'lu 用户线接口电路
'yong'hu'xian'lu 用户线路
'yong'hu'xian'lu'ce'shi'xi'tong 用户线路测试系统
'yong'hu'xiao'fei'xian'e 用户消费限额
'yong'hu'xin'xi 用户信息
'yong'hu'xin'xi'shu'ju'ku 用户信息数据库
'yong'hu'xin'xi'shu'ju'ku'gong'neng 用户信息数据库功能
'yong'hu'xin'xi'xi'tong 用户信息系统
'yong'hu'xin'xi'xiang'guan'ji'fei 用户信息相关计费
'yong'hu'xin'xi'xiu'gai'jie'kou 用户信息修改接口
'yong'hu'yan'shou'ce'shi 用户验收测试
'yong'hu'ye'wu'deng'ji 用户业务等级
'yong'hu'ye'wu'jiao'huan'ji 用户业务交换机
'yong'hu'ye'wu'shi'bie'mo'kuai 用户业务识别模块
'yong'hu'yin'ru'xian 用户引入线
'yong'hu'you'xiao'zhuang'tai'tong'zhi'xiao'xi 用户有效状态通知消息
'yong'hu'yu 用户域
'yong'hu'yu'zhi'wen'jian 用户预置文件
'yong'hu'yue'jun'hua'fei 用户月均话费
'yong'hu'zhan 用户站
'yong'hu'zhong'duan'zhuan'huan'qi 用户终端转换器
'yong'hu'zhu'ce'zhuang'tai 用户注册状态
'yong'hu'zhu'di'she'bei'tiao'zhi'jie'tiao'qi 用户驻地设备调制解调器
'yong'hu'zhu'ji 用户主机
'yong'hu'zhu'xiao 用户注销
'yong'hu'zhuang'bei 用户装备
'yong'hu'zi'ding'yi'mu'ban 用户自定义模板
'yong'hu'zi'zhu'guan'li 用户自助管理
'yong'hu'zu'gui'ze 用户组规则
'yong'hu'zu'qian'zhui 用户组前缀
'yong'jian'tou'biao'shi'huo'dong 用箭头表示活动
'yong'jie'dian'biao'shi'huo'dong 用节点表示活动
'yong'jin'xiang'mu 用尽项目
'yong'jiu'cun'chu'qi 永久存储器
'yong'jiu'lian'jie 永久连接
'yong'jiu'xing'cun'chu'qi 永久性存储器
'yong'jiu'xu'dian'lu 永久虚电路
'yong'jiu'xu'ni'xin'dao 永久虚拟信道
'yong'jiu'xu'tong'lu 永久虚通路
'yong'jiu'zhai'quan 永久债券
'yong'jiu'zhu'zhi 永久住址
'yong'liang'cai'ji'qi 用量采集器
'yong'mai'chong'jin'xing'tiao'zhi 用脉冲进行调制
'yong'ren'xu'qiu 用人需求
'yong'se 拥塞
'yong'se'bi'mian 拥塞避免
'yong'se'chuang'kou 拥塞窗口
'yong'se'guan'li 拥塞管理
'yong'se'kong'zhi 拥塞控制
'yong'se'xin'hao 拥塞信号
'yong'se'yin 拥塞音
'yong'se'zhi'shi 拥塞指示
'yong'tu'huo'shi'yong'shuo'ming 用途或使用说明
'yong'tu'shuo'ming 用途说明
'yong'xu'pan'cun'fa 永续盘存法
'yong'yu'wan'zheng'xing'de'xin'xi'ren'zheng'ma 用于完整性的信息认证码
'you'bao'zhang'de'ji'jian'gong'zi'zhi 有保障的计件工资制
'you'biao'ka'chi 游标卡尺
'you'biao'ku 游标库
'you'biao'tiao'jie 游标调节
'you'bie'ming'de'dui'xiang'ming 有别名的对象名
'you'cha'bie'fu'wu 有差别服务
'you'cheng'ben'xiao'yi'de 有成本效益的
'you'chuo'ri'qi 邮戳日期
'you'dan'bao'gu'piao 有担保股票
'you'di'ya'piao'ju 有抵押票据
'you'di'ya'zhai'wu 有抵押债务
'you'dian'bu 邮电部
'you'er'xi'tu 尤耳西图
'you'fa'duan'wei'zhi'xuan'lu 由发端位置选路
'you'fu'wu'gong'ying'shang'she'ding 由服务供应商设定
'you'gen'ju'de'tui'ce 有根据的推测
'you'guan'xiang'mu 有关项目
'you'hai'gan'rao 有害干扰
'you'hua'bian'ma'qi 优化编码器
'you'hua'gai'zu 优化改组
'you'hui'de'jia'ge 优惠的价格
'you'hui'jia'ge'lan'mu 优惠价格栏目
'you'ji'bo'li'ban 有机玻璃板
'you'ji'fa'dian'ji 油机发电机
'you'jia'zheng'quan 有价证券
'you'jian'biao'qian'xin'xi 邮件标签信息
'you'jian'chuan'song'dai'li 邮件传送代理
'you'jian'dao'zhong'duan 邮件到终端
'you'jian'fa'song'fu'wu'qi 邮件发送服务器
'you'jian'fan'she'zu 邮件反射组
'you'jian'fu'wu'qi 邮件服务器
'you'jian'ming'ling 邮件命令
'you'jing'zheng'li'de'ben'di'jiao'huan'yun'ying'shang 有竞争力的本地交换运营商
'you'ju'wei'zhi 邮局位置
'you'ju'xie'yi'di'san'ban 邮局协议第三版
'you'li'ti'sheng'xin'hao 右立体声信号
'you'lian'jie'chuan'shu 有连接传输
'you'mu'xing'de'wu'xian'jie'ru 游牧型的无线接入
'you'ping 右屏
'you'ren'zhi'shou 有人值守
'you'se'gan'rao 有色干扰
'you'shang 友商
'you'shang'xian'qi'quan 有上限期权
'you'shang'zhi'xia'de'fang'fa 由上至下的方法
'you'sheng'she'xiang 有声摄像
'you'shi 优势
'you'si'wang 友思网
'you'sun'shu'ju'ya'suo 有损数据压缩
'you'sun'ya'suo 有损压缩
'you'xi'kou 游戏口
'you'xi'piao'zhai'quan 有息票债券
'you'xia'er'shang'de'shu'ru 由下而上的输入
'you'xia'wang'shang'de'yu'ce 由下往上的预测
'you'xia'zhi'shang'de'fang'fa 由下至上的方法
'you'xian'bao'hao 优先报号
'you'xian'biao'ji'zhen 优先标记帧
'you'xian'cha'fen'shi'yu 有限差分时域
'you'xian'chan'neng'ji'hua 有限产能计划
'you'xian'deng'xiao'bao'mi 有线等效保密
'you'xian'dian'shi 有线电视
'you'xian'fen'pei'xi'tong 有线分配系统
'you'xian'gu 优先股
'you'xian'guang'bo 有线广播
'you'xian'guang'bo'dian'shi'jie'shou'qi 有线广播电视接收器
'you'xian'ji'biao'zhi 优先级标志
'you'xian'ji'ce'lue 优先级策略
'you'xian'ji'dao'zhi 优先级倒置
'you'xian'ji'di'de'ye'wu 优先级低的业务
'you'xian'ji'dui'lie 优先级队列
'you'xian'ji'dui'lie'diao'du 优先级队列调度
'you'xian'ji'hua 优先计划
'you'xian'ji'ji'cheng 优先级继承
'you'xian'ji'pai'xu 优先级排序
'you'xian'jie'ru 有线接入
'you'xian'jie'ru'mo'shi 有线接入模式
'you'xian'jie'ru'xian 优先接入线
'you'xian'lian'lu 有线链路
'you'xian'pin'lv 优先频率
'you'xian'quan 优先权
'you'xian'shou'quan 有限授权
'you'xian'shu'ju'chuan'shu'ye'wu'jie'kou'gui'fan 有线数据传输业务接口规范
'you'xian'shu'zi'duan 有线数字段
'you'xian'shu'zi'lian'lu 有线数字链路
'you'xian'shu'zi'xi'tong 有线数字系统
'you'xian'xiao'xi'ji 有限消息机
'you'xian'yuan'fang'fa 有限元方法
'you'xian'zeng'yi'ling'min'du 有限增益灵敏度
'you'xian'zhen'xie'yi 优先帧协议
'you'xian'zhi'neng'wang 有线智能网
'you'xian'zhong'dian'gong'zuo 优先重点工作
'you'xian'zhuang'tai'ji 有限状态机
'you'xiao'ce'liang'dui'xiang 有效测量对象
'you'xiao'chuan'song'su'lv 有效传送速率
'you'xiao'dan'ji'fu'she'gong'lv 有效单机辐射功率
'you'xiao'de'qiu'ban'jing 有效地球半径
'you'xiao'fu'kuan 有效付款
'you'xiao'hu 有效呼
'you'xiao'hu'jiao 有效呼叫
'you'xiao'hua'wu 有效话务
'you'xiao'hui'lv 有效汇率
'you'xiao'ji'hua 有效计划
'you'xiao'mo'rong'liang 有效模容量
'you'xiao'qi 有效期
'you'xiao'qi'jian 有效器件
'you'xiao'ri'qi 有效日期
'you'xiao'sao'miao'xing 有效扫描行
'you'xiao'xin'yuan 有效信元
'you'xiao'xing'fen'xi 有效性分析
'you'xiao'zong'zao'sheng'dai'kuan 有效总噪声带宽
'you'xing'zi'chan 有形资产
'you'xu'hao'de 有序号的
'you'xu'jiao'ben 有序脚本
'you'xu'xiao'xi 有序消息
'you'xuan'deng'ji 优选等级
'you'xuan'gong'ying'shang 优选供应商
'you'xuan'ji'hua 右旋极化
'you'xuan'ji'hua'bo 右旋极化波
'you'ya'chong'qi 优雅重启
'you'ya'chong'qi'fu'zhu'jie'dian 优雅重启辅助节点
'you'ya'chong'qi'jie'dian 优雅重启节点
'you'ye 右页
'you'yong'xin'hao 有用信号
'you'yu'de'jue'ce 犹豫的决策
'you'yuan'bei'ban 有源背板
'you'yuan'chuan'gan'qi 有源传感器
'you'yuan'wei'xing 有源卫星
'you'yuan'xing'xing'jie'gou 有源星型结构
'you'zai'bo'zhuang'tai 有载波状态
'you'zhu'dong'jing'shen'de'yuan'gong 有主动精神的员工
'yu'an 预案
'yu'bei'deng 预备等
'yu'bei'zhi'biao 预备指标
'yu'bian'ma'ju'zhen'zhi'shi 预编码矩阵指示
'yu'bian'yuan'jie'kou 域边缘接口
'yu'cao'zuo 预操作
'yu'ce 预测
'yu'ce'bian'ma 预测编码
'yu'ce'ceng'ci 预测层次
'yu'ce'chong'jian 预测冲减
'yu'ce'fen'lu 预测分录
'yu'ce'he'zuo 预测合作
'yu'ce'hu'chu 预测呼出
'yu'ce'ji 预测集
'yu'ce'ji'guang'qi'xing'neng 预测激光器性能
'yu'ce'jia'zai 预测加载
'yu'ce'ri'qi 预测日期
'yu'ce'wu'cha 预测误差
'yu'ce'xiao'du 预测效度
'yu'ce'xiao'hao 预测消耗
'yu'ce'xu'qiu 预测需求
'yu'ce'yu'xu'qiu'ji'hua 预测与需求计划
'yu'ce'zhan'wang'qi 预测展望期
'yu'ce'zhi 预测值
'yu'ce'zhong'zhi'ri'qi 预测终止日期
'yu'cheng'zai'wu'guan'de'hu'jiao'kong'zhi'xie'yi 与承载无关的呼叫控制协议
'yu'chong 预冲
'yu'chu'li 预处理
'yu'cun'kuan 预存款
'yu'ding'dian'lu'ye'wu 预定电路业务
'yu'ding'hu'jiao 预定呼叫
'yu'ding'kai'gong'ri'qi'huo'kai'gong'hou'kai'gong 预定开工日期或开工后开工
'yu'ding'shu'ju'de'cun'qu'kong'zhi 预订数据的存取控制
'yu'ding'wan'gong'ri'qi'huo'kai'gong'hou'wan'gong 预定完工日期或开工后完工
'yu'ding'yi'de'xiang 预定义的项
'yu'ding'yi'ji'suan'zhi'biao 预定义计算指标
'yu'ding'yi'xi'lie'hao 预定义系列号
'yu'e'biao 余额表
'yu'fa 语法
'yu'fa'bu 预发布
'yu'fa'gui'ge'shuo'ming'yu'yan 语法规格说明语言
'yu'fa'gui'ze 语法规则
'yu'fa'jian'cha'cheng'xu 语法检查程序
'yu'fa'tu 语法图
'yu'fang'cuo'shi 预防措施
'yu'fang'da'qi 预放大器
'yu'fang'hao 预放号
'yu'fen'pei 预分配
'yu'fu'fei'lai'hua'hu'jiao 预付费来话呼叫
'yu'fu'fei'ye'wu 预付费业务
'yu'fu'fei'yong'hu 预付费用户
'yu'fu'kuan 预付款
'yu'fu'kuan'bao'han 预付款保函
'yu'fu'kuan'tong'zhi'shu 预付款通知书
'yu'fu'yun'fei 预付运费
'yu'gao'pian 预告片
'yu'ge'ping'fang'she'shu'tian'xian 余割平方射束天线
'yu'gen 域根
'yu'gong'xiang'mi'yao 预共享密钥
'yu'gou 预购
'yu'gu'tu 鱼骨图
'yu'gu'xing'tian'xian 鱼骨形天线
'yu'guan'li'yuan 域管理员
'yu'hui'lu'you 迂回路由
'yu'hui'lu'you'xuan'ding 迂回路由选定
'yu'hui'ye'wu'liang'lu'you'xuan'ze 迂回业务量路由选择
'yu'hui'zhe 与会者
'yu'ji'dao'da'shi'jian 预计到达时间
'yu'ji'jie'shu'shi'jian 预计结束时间
'yu'ji'ke'yong'ku'cun 预计可用库存
'yu'ji'qi'wu'guan 与机器无关
'yu'ji'qi'xiang'guan 与机器相关
'yu'jiao'zheng 预校正
'yu'jin 预紧
'yu'ju'fu'gai 语句覆盖
'yu'ju'qing'xi'du 语句清晰度
'yu'jun'heng 预均衡
'yu'kou 预扣
'yu'lei'xing 域类型
'yu'liao'hui'shou 语料回收
'yu'liu 预留
'yu'liu'chuang 预留窗
'yu'liu'de'shi'jian'chuang 预留的时间窗
'yu'liu'gong'ying 预留供应
'yu'liu'lan'hu'chu 预浏览呼出
'yu'liu'zhuang'tai'kuai 预留状态块
'yu'liu'zi'yuan 预留资源
'yu'lu'you'biao 域路由表
'yu'mang'er'ci'hu'jiao 遇忙二次呼叫
'yu'mang'hu'jiao'wan'cheng 遇忙呼叫完成
'yu'mang'hui'hu 遇忙回呼
'yu'mang'hui'jiao 遇忙回叫
'yu'mang'hui'jiao'ye'wu 遇忙回叫业务
'yu'mang'ji'cun'hu'jiao 遇忙寄存呼叫
'yu'mang'zhuan'yu'yin'you'xiang 遇忙转语音邮箱
'yu'men 与门
'yu'mi'chong 玉米虫
'yu'ming 域名
'yu'ming'fen'ge'fu 域名分隔符
'yu'ming'fu'wu'qi 域名服务器
'yu'ming'jie'xi'xi'tong 域名解析系统
'yu'ming'qiang'zhan 域名抢占
'yu'ming'xi'tong 域名系统
'yu'ming'ye'wu 域名业务
'yu'pin'lv'wu'guan'de'tian'xian 与频率无关的天线
'yu'ping'gu 预评估
'yu'qi'dong'zhi'xing'huan'jing 预启动执行环境
'yu'qi'fa'piao'zhuan'chu'li 逾期发票转处理
'yu'qi'jie'guo 预期结果
'yu'qi'jie'shou'bao'biao 预期接收报表
'yu'qi'wei'fu 逾期未付
'yu'qian'ding'he'tong 与签订合同
'yu'shen'wan'cheng 预审完成
'yu'shen'yao'dian 预审要点
'yu'shen'zhuan'jia 预审专家
'yu'shen'zhuan'jia'ren'shu 预审专家人数
'yu'shi'zhen 预失真
'yu'song 预松
'yu'suan 预算
'yu'suan'chao'zhi 预算超支
'yu'suan'deng'ji 预算等级
'yu'suan'dian'suan'biao'ge 预算电算表格
